	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus	TotalCnt
SRZ187075	10.68211090626777	4.884860528971883	11.566285205211516	28.760810517781458	44.10593284176737	9186424
SRZ187076	19.724197104723057	10.752068718407557	18.358251784059956	33.20378550936597	17.961696883443455	9151318
SRZ187077	15.469889404036735	2.745811231274594	29.407498218684186	47.173217717074166	5.20358342893032	16906042
SRZ187078	9.62643982670037	4.2711346095789535	14.7515329029572	27.58519450523935	43.76569815552413	33972144
SRZ187079	19.414900718246304	4.250227908744957	23.716876944535212	44.46960517432317	8.148389254150356	1572998
SRZ187080	19.65445350210856	7.362006148369508	19.356521856979256	38.58926316692981	15.03775532561286	885438
SRZ187081	17.460555701478267	12.953906489947315	23.016319718049527	30.163753076537155	16.405465013987733	1439118
SRZ187082	13.165178921305975	3.934301420782158	30.535732279409295	41.38402703692626	10.980760341576312	6252190
SRZ187083	18.417030373030983	4.620094421672211	21.82966259011762	42.65834847263139	12.4748641425478	4038056
SRZ187084	20.86044738025867	8.303657925910299	23.750632004335824	33.34576123633992	13.739501453155293	3299028
SRZ187085	15.702949257820709	3.940828033905957	25.4748079362979	47.58073680851229	7.30067796346314	5138920
SRZ187086	15.626342884716049	5.284274048486761	21.252349119991763	40.019961331521145	17.81707261528428	3029858
SRZ187087	20.30798684504377	9.194106031022939	24.676570259383194	30.22234433626129	15.598992528288809	4316548
SRZ187088	17.841452329934445	4.3500772637060185	25.1552139772623	40.382091967588764	12.271164461508475	2985878
SRZ187089	17.04355760748922	4.927108684564557	20.579156589453383	37.663845679738884	19.786331438753958	3160596
SRZ187090	15.43443686285482	3.74274076454318	28.158456761623015	38.10454635955579	14.5598192514232	4188802
SRZ187091	17.006533963463475	3.7528614043481148	25.01880496640857	43.90420919525586	10.317590470523978	2951348
SRZ187092	13.091749958164089	4.672462842103662	15.334763360868969	26.25979340666028	40.641230432203	2629320
SRZ187093	28.5659151841618	34.6626540155935	11.151365355164783	15.266358190693989	10.35370725438593	2435630
SRZ187094	13.675386544006233	3.75043383775168	29.808503171661695	43.089803328494945	9.675873118085446	4143254
SRZ187095	5.591170594323954	3.391907180511759	12.432611992393424	21.31569698866235	57.268613244108515	4154300
SRZ187096	19.244308031952542	11.400367386834743	23.843911153055377	27.307753884525937	18.2036595436314	1898816
SRZ187097	15.868715008681736	4.669385417446472	26.54074455783475	41.61222260420081	11.308932411836233	2751754
SRZ187098	6.261477176255469	2.946646640109711	10.635799647358454	22.388950564879515	57.76712597139685	1531300
SRZ187099	18.74966502547255	10.53674145470927	25.763850562974486	27.28807519653046	17.661667760313232	2761404
SRZ187100	15.064635619696213	4.915669617406799	27.77251597197235	37.41968696837509	14.827491822549552	4413356
SRZ187101	13.703231982743064	3.9271582840329446	21.224993015149288	35.78406952382478	25.360547194249918	5740996
SRZ187102	15.141025585638518	8.455450862815068	28.11568907840147	30.08911843528275	18.198716037862194	5555304
SRZ187103	16.171105411342037	5.177698312267052	25.599110360743534	38.573628288281576	14.478457627365804	3703074
SRZ187104	17.890177780244557	4.4678554408716575	19.666975439187443	36.258968916686925	21.716022423009424	4179992
SRZ187105	19.590806805303565	11.621421828446342	23.461666450765648	25.887876782831757	19.43822813265269	2578342
SRZ187106	16.536695566669888	4.869457040135482	25.988468970062	35.34515580640998	17.260222616722654	3083506
SRZ187107	15.911848057787642	4.367652747409514	22.83731176630353	40.16581300221944	16.71737442627988	3645070
SRZ187108	18.471375505244296	9.039660783196434	27.01576298998842	28.995093171854744	16.478107549716107	6012438
SRZ187109	18.815052964609137	4.753365526251745	25.26584775396754	38.56963533194144	12.596098423230137	1561420
SRZ187110	18.47429721750335	4.919311612737643	28.088602710738723	36.04186053820193	12.475927920818355	5727590
SRZ187111	19.389237954190037	9.532806057030808	26.366674970075188	29.13883989351914	15.57244112518483	6760276
SRZ187112	17.525746478873238	3.6329014084507043	27.940732394366197	42.98219718309859	7.918422535211268	1775000
SRZ187113	17.89983155863573	4.045101686352372	26.5596221986787	42.90790009385731	8.587544462475893	3507452
SRZ187114	20.419913559479536	6.803413875871817	24.594331995066682	33.5762695042724	14.606071065309562	3163794
SRZ187115	20.85657270222946	12.350943706849497	23.388761509131783	33.83127319108535	9.572448890703907	2502578
SRZ187116	12.00724111641395	4.231197543048705	24.62569732689956	38.14343954948856	20.992424464149227	4168418
SRZ187117	20.44304648052272	7.195297550861071	26.065378634190672	29.148273059471773	17.148004274953763	3125180
SRZ187118	18.789974787940615	4.37830994701012	27.375979252672156	40.38392696645613	9.071809045920977	2603516
SRZ187119	17.18086925838311	4.165469465057916	25.844864275143934	37.155448977607826	15.65334802380721	2777310
SRZ187120	25.991752043704043	7.328078496238909	16.648662942146156	35.13792540831884	14.893581109592047	710964
SRZ187121	14.83641864065279	7.214124070124023	22.426924599540307	38.601419261062496	16.921113428620387	1692430
SRZ187122	13.27252579523511	3.9746040124247286	19.499176827953665	24.125824535774086	39.127868828612414	3849742
SRZ187123	15.943598423836637	7.347554126845509	29.737759026717075	35.697464578316215	11.273623844284565	5858276
SRZ187124	17.529174987240896	2.916305618742652	32.84348345447805	41.406881333029894	5.304154606508514	5615598
SRZ187125	11.877495257439325	4.6399798097760545	22.826314716047037	35.08992006794644	25.566290148791147	4295148
SRZ187126	17.453728146606807	17.761766238427004	19.636910739118882	33.70774109616931	11.439853779677998	1738746
SRZ187127	19.311725181807354	2.629627779933385	25.5776921510701	43.77206563120671	8.70888925598245	1041212
SRZ187128	6.3569209081842075	3.742562900071636	16.20049707353141	20.976364821567188	52.72365429664556	868282
SRZ187129	8.804874114668802	4.505156242303305	17.616992177501842	24.76725194548301	44.30572552004304	2070694
SRZ187130	15.953279787516482	9.04867400108747	26.132435274170582	29.710445757562823	19.15516517966264	3608374
SRZ187131	13.807543684479963	4.830655390837921	24.152742301333024	31.744812864817035	25.46424575853206	2992596
SRZ187132	19.40787558022027	11.617251597211517	18.70424609903568	30.980422383227996	19.29020434030454	1167660
SRZ187133	17.175095353574342	7.5325347349981815	21.540417509217246	39.38471098085082	14.367241421359413	1886138
SRZ187134	14.497269264857355	5.796763839317795	24.608175437756007	27.726423455577645	27.3713680024912	3339760
SRZ187135	18.30674169080409	9.386419472189344	27.357699986961958	25.17922196117731	19.7699168888673	3911630
SRZ187136	17.310455728276978	5.155128501364217	22.462193898760546	30.673314497002686	24.398907374595574	3834434
SRZ187137	9.476423073167771	4.623816799533449	15.88349593131214	22.726333131900077	47.28993106408656	2273706
SRZ187138	19.47625015873717	9.144696522137624	27.73869929382664	27.76652660987097	15.873827415427597	3622340
SRZ187139	14.626714339078926	4.632431979142049	25.987665144503822	38.31192394776364	16.44126458951156	2623460
SRZ187140	14.070146549042923	3.500622912667888	32.553830486254995	38.58133337791417	11.294066674120025	11484756
SRZ187141	19.97222758665085	9.306885167508115	22.423740815331843	28.848916232147946	19.448230198361244	1087410
SRZ187142	18.034962633977376	4.438776187672975	26.660478515248336	40.3857814996614	10.480001163439912	3163034
SRZ187143	15.476896004849051	5.361247107190827	31.701301040181587	32.972748686384975	14.487807161393562	2520906
SRZ187144	22.264111919453978	9.917048359340644	22.664211517647555	23.06149987650627	22.093128327051552	1992004
SRZ187145	12.894495080009154	2.415980621431402	27.844591917038294	53.180775477627016	3.664156903894132	8958350
SRZ187146	30.486671697154662	5.993347055109992	22.782227186301135	30.22794087433368	10.509813187100534	4283216
SRZ187147	18.033797046638046	9.427154972395975	27.51038415507005	32.28554363616131	12.743120189734618	2642006
SRZ187148	17.959268105847332	4.202476493992999	27.08098865829102	42.94309106012172	7.814175681746927	3093890
SRZ187149	24.10188099101881	6.976683069766831	24.85135374851354	30.284579552845795	13.785502637855027	1217656
SRZ187150	20.682207658917356	14.951555040818056	23.78416805551632	22.789845861228027	17.79222338352024	3398496
SRZ187151	18.290268006418337	4.926722387022406	28.267086864213997	36.347591458379185	12.168331283966074	5824562
SRZ187152	18.80891373111891	5.204820328634622	28.352491511869154	34.87120524343077	12.762569184946544	6324714
SRZ187153	20.63042057230454	9.917978977340002	24.03583086308087	23.879698763484214	21.53607082379037	5709268
SRZ187154	16.639680261068488	6.541954490425448	24.020149849513306	39.65877189365857	13.139443505334189	3201612
SRZ187155	16.684099383496278	4.371070044806653	25.196252584965837	41.06073077162076	12.687847215110468	5761198
SRZ187156	19.819531901506565	5.685693883359883	24.732350508543888	38.73322780227408	11.029195904315586	7609766
SRZ187157	15.222819858372548	4.208510557103438	30.02237312659065	41.80405103395024	8.742245423983132	4926446
SRZ187158	16.66341863408654	4.021176722867745	33.33823347937117	32.84185767683177	13.13531348684277	2965898
SRZ187159	17.47203118606828	8.86062114307814	28.841508186062676	25.339100850274363	19.48673863451654	2854608
SRZ187160	19.644851771052537	8.591597463739136	29.375780860000937	35.84854142936337	6.539228475844018	1450324
SRZ187161	17.58756260910585	6.076388367250668	23.24713282595044	44.46775124016357	8.621164957529468	5325104
SRZ187162	15.25940425415731	8.496763255321373	31.13901173881106	33.473332363718846	11.631488387991412	3809074
SRZ187163	15.933420236147859	10.249655236209213	30.397924904263743	35.56631405267594	7.852685570703243	2118842
SRZ187164	22.46337382642383	6.881923343679077	25.061154008924646	32.63114061991586	12.962408201056583	2944206
SRZ187165	16.121438775565277	9.616608550633602	28.67641167158705	29.149864635795353	16.43567636641872	4817374
SRZ187166	17.08237579935906	1.6903504816759511	26.37893982808023	52.574675529310234	2.273658361574525	6600288
SRZ187167	10.476327083404792	2.7564336429714027	18.967977041672775	27.638404267371797	40.160857964579236	9620910
SRZ187168	15.271165743491544	8.549491493965668	29.14557004718148	31.756883545025175	15.276889170336133	4892174
SRZ187169	14.292241668650682	2.4170450797336964	26.653752768723372	54.44228333956881	2.1946771433234384	7585626
SRZ187170	15.340586546784143	5.469353712445774	26.552420821568774	30.633112391584163	22.004526527617145	3491418
SRZ187171	16.694263167005698	13.638613049015374	25.931422106759523	28.81782512978292	14.917876547436485	3107882
SRZ187172	16.3997801935648	8.230192771898423	24.789346420595614	40.13180801824642	10.448872595694745	5801468
SRZ187173	15.548665377959292	3.862876533019851	28.673262656904885	39.29303919361697	12.622156238499	6716808
SRZ187174	21.174478599300617	8.719647230634665	26.078333877708562	29.651022898234768	14.376517394121388	5627246
SRZ187175	18.8303719838941	3.018281157176547	28.810299615354612	45.48589233529557	3.855154908279177	2666352
SRZ187176	8.678282621887035	3.6640678487838274	16.60848074415708	22.870198865294903	48.178969919877154	5652570
SRZ187177	16.99468262452919	8.539152188362433	26.88157008847235	30.37663667397304	17.207958424662987	3719128
SRZ187178	22.3485224327405	4.2405087287508705	25.160631441895585	41.6265541823063	6.623783214306746	2479278
SRZ187179	10.203165512938668	4.411876594880372	23.99044113803915	35.319227484109916	26.075289270031895	6045908
SRZ187180	20.321895291391545	13.339553944399682	25.644113599490975	26.060622313019035	14.633814851698762	3281564
SRZ187181	17.67084922455591	4.519017735139552	26.436596251752643	38.28221384204274	13.091322946509164	2802910
SRZ187182	13.904261633910929	3.9954139257283647	20.61281824021597	35.098470495442385	26.38903570470235	4919240
SRZ187183	19.310177689832305	12.150316803581779	24.467230317203335	28.68126761407927	15.391007575303313	4002480
SRZ187184	15.468553358114166	2.484859943527735	23.353719606738128	56.280750958480915	2.4121161331390577	5479504
