	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus
SRZ187673	1991634	492172	1381300	2549286	1037624
SRZ187674	2258020	277982	799298	1111596	552480
SRZ187675	2253510	326052	808684	1092354	539610
SRZ187676	2285864	353020	837952	1176918	611416
SRZ187677	716952	209486	1546516	2886782	544996
SRZ187678	832358	253048	1015588	1526076	528450
SRZ187679	566862	131296	819380	1448298	390322
SRZ187680	1051442	569436	2291800	4627792	986756
SRZ187681	959186	326400	2100858	4483102	919992
SRZ187682	538546	194834	973484	2380358	463350
SRZ187683	633718	347946	1284898	2546568	527280
SRZ187684	13041154	5533728	30194548	52333378	14035012
SRZ187685	247344	139952	500378	787296	244612
