	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus
SRZ187202	1681754	450464	2024218	3643556	1043430
SRZ187203	1622996	424682	1981438	3691228	1071972
SRZ187204	863362	494188	1027126	1612618	501188
SRZ187206	207718	63086	579576	615454	75222
SRZ187207	666012	240800	1883012	3279820	634670
SRZ187208	510074	201662	1982510	3719074	789222
SRZ187209	706558	263350	1358188	2915180	614002
SRZ187210	597776	200710	1371064	2057554	537452
SRZ187211	204146	84486	443374	655656	184670
SRZ187212	1417246	200376	829322	1453860	292378
SRZ187213	946630	336688	1225446	2010630	641234
SRZ187214	1129606	264590	1122482	2067278	621690
SRZ187215	1264214	296758	1678342	3196614	698190
SRZ187216	715364	230344	1079628	1933374	431474
SRZ187217	814624	254716	1069360	1670360	484410
SRZ187218	613116	169268	1327164	2721952	413566
SRZ187219	683116	214960	1219972	2624136	525470
SRZ187220	387850	209398	590730	821484	296662
SRZ187221	332638	158392	594132	725770	262162
SRZ187222	452464	232366	748626	980038	339738
SRZ187223	185300	101682	240402	337714	153228
SRZ187224	470696	231422	813842	1458916	333336
SRZ187225	416926	202746	844896	1471054	345940
SRZ187226	513456	207894	1052366	1821010	400532
SRZ187227	376336	215898	892984	1090708	401624
SRZ187228	356992	194992	513002	1370786	328830
SRZ187229	397464	144034	844122	2956046	299170
SRZ187230	1330432	254778	2093136	3880666	622090
SRZ187231	792792	411170	701622	1159010	378650
SRZ187232	1097682	338298	1517882	2648182	720388
SRZ187233	598088	241294	830050	1335382	377876
SRZ187234	750392	300878	1281876	3222022	363876
SRZ187235	612240	271534	1110000	2646414	322912
SRZ187236	295232	144094	306676	340174	1227152
SRZ187237	235326	151720	391564	357648	406432
SRZ187238	158150	125056	502414	568988	331898
SRZ187239	819466	268708	1106288	1380626	969934
SRZ187240	1103858	352754	1875840	1997354	1536318
SRZ187241	394742	263126	617996	640786	824880
SRZ187242	311872	166296	477140	563764	584116
SRZ187243	521722	206994	1476050	2654254	1001880
SRZ187244	699816	224836	1097250	1610572	1961750
SRZ187245	787636	348814	1442424	1895704	3136204
SRZ187246	775218	501126	1628226	4790988	3310560
SRZ187247	248076	173964	449060	557214	792828
SRZ187248	475944	379578	787694	1013438	2386480
SRZ187249	434404	268058	742126	1129554	2429544
SRZ187250	226894	125052	393484	530182	1462502
SRZ187251	1394292	351956	1787592	2441720	1485498
SRZ187252	290792	63996	371294	454708	325680
SRZ187253	457110	260294	585260	554790	859180
SRZ187254	366684	212766	477264	478040	556420
SRZ187255	534026	353454	1093710	1084052	747602
SRZ187256	467244	331492	922452	882140	621342
SRZ187257	638414	415714	1261826	1139534	745842
SRZ187258	756252	207054	1270806	1778694	588600
SRZ187259	372280	121040	796380	981290	368518
SRZ187260	1197392	823100	1547432	2118378	968122
SRZ187261	564078	214738	930370	1426450	2671564
SRZ187262	594354	390652	1233142	1523436	910310
SRZ187263	463504	344644	1273226	1418496	980852
SRZ187264	352018	202856	909980	1231100	648614
SRZ187265	170004	38878	365556	341236	170228
SRZ187266	99056	52518	447624	303062	136766
SRZ187267	92108	51394	88994	78434	131634
SRZ187268	196012	103270	236556	245454	372768
SRZ187269	746320	354378	1047968	1255366	1182208
SRZ187270	547768	250042	1042116	865154	878248
SRZ187271	554236	290652	1344006	1182878	875782
SRZ187272	652922	253672	1690498	1461770	1069108
SRZ187273	411044	205116	750392	1064846	1099036
SRZ187274	182936	86640	300404	334666	1335340
SRZ187275	370790	145770	769526	1549240	1854624
SRZ187276	860456	454024	1473498	1553724	1725964
SRZ187277	671346	377750	1481430	2036620	1177656
SRZ187278	663204	376072	1587330	2305332	1358828
SRZ187279	511752	173702	1292504	1791336	937586
SRZ187280	411472	148810	1454192	2002256	587094
SRZ187281	319986	149470	1682204	1660934	543200
SRZ187282	534598	274534	2531462	4138770	666476
SRZ187283	857570	247542	1339572	1696448	638270
SRZ187284	931206	221462	1568948	1983668	825296
SRZ187285	585270	173440	1158546	1301148	1275984
SRZ187286	208546	71496	196714	267198	221260
SRZ187287	354656	202868	471456	630026	877870
SRZ187288	304048	148316	366520	384776	372338
SRZ187289	522874	344252	801538	748948	620396
SRZ187290	152664	127614	281670	263474	154890
SRZ187291	1077680	214690	1608592	2576396	674518
SRZ187292	576258	150396	984662	1724534	429698
SRZ187293	305308	92552	555490	976630	1273648
SRZ187294	419292	168780	927834	1405494	1867114
SRZ187295	515524	282524	858430	1011334	1469578
SRZ187296	880982	476322	1659274	2151186	1531034
SRZ187297	538384	321876	1409564	1593490	1110724
SRZ187298	682972	412320	1753002	2361618	1232328
SRZ187299	304118	135866	386148	421880	660726
SRZ187300	301302	161606	385562	506802	1044044
SRZ187301	227862	138878	398222	404600	1564824
SRZ187302	477478	277944	1154408	1308318	691912
SRZ187303	209878	136352	717268	945928	296172
SRZ187304	352892	209504	1416876	1828144	536720
SRZ187305	389712	213764	2172746	2120068	580748
SRZ187306	1344938	336170	2505828	4405440	634028
SRZ187307	544114	184534	1030916	1432834	1420730
SRZ187308	557938	190914	975010	1206270	824110
SRZ187309	377332	135696	776934	1120496	1197462
SRZ187310	426012	157266	829432	1241868	1065578
SRZ187311	641158	312196	1073480	1386736	1027372
SRZ187312	550902	330908	1340770	2018388	909096
SRZ187313	589502	308820	1417594	2384764	866760
SRZ187314	888786	380324	1021050	1785044	1774398
SRZ187315	365496	121266	313242	395590	290326
SRZ187316	227612	86810	339958	355220	281842
SRZ187317	2040090	715762	1931380	2446504	956126
SRZ187318	485228	184120	735584	886136	501098
SRZ187319	292290	181108	696268	1097518	335740
SRZ187320	442170	231684	1404674	2001266	593510
SRZ187321	1596884	417084	1478926	1925620	1274660
SRZ187322	1035176	279084	1151932	1723538	1097154
SRZ187323	950470	255440	1080036	1486056	967838
SRZ187324	753186	187952	1252860	1339842	623256
SRZ187325	264838	183264	351534	356392	465904
SRZ187326	338026	196944	410324	438264	545266
SRZ187327	268608	196292	455444	499900	509864
SRZ187328	375422	275210	680758	692828	570804
SRZ187329	693464	237430	875468	1274652	785810
SRZ187330	641804	228758	827136	1096308	715052
SRZ187331	778296	262962	954232	1213976	802258
SRZ187332	658898	267060	1011652	1640786	1239350
SRZ187333	346666	211838	469396	499566	299182
SRZ187334	400424	257920	598678	610944	444638
SRZ187335	492118	190072	683104	841534	461538
SRZ187336	295230	145808	740010	986466	517118
SRZ187337	351376	117874	439744	585844	1085028
SRZ187338	332836	115232	434196	520544	1063438
SRZ187339	318122	109688	393172	711358	1744798
SRZ187340	283400	256872	1179614	320928	404826
SRZ187341	192698	108930	546098	575014	461812
SRZ187342	232300	110246	617386	727350	446678
SRZ187343	265040	121986	722828	939666	425096
SRZ187344	178188	97240	712348	877942	348438
SRZ187345	1223958	304960	2358452	4403418	544964
SRZ187346	1001054	304502	2175936	3258886	686902
SRZ187347	384572	108900	672150	1149874	786808
SRZ187348	488150	150056	738154	1170032	628808
SRZ187349	315816	217200	491058	438952	509426
SRZ187350	1151904	272926	2367176	3849118	670896
SRZ187351	511694	93938	818188	1377090	209078
SRZ187352	725448	243206	852600	1358756	263676
SRZ187353	482432	210484	835946	1385272	2416906
SRZ187354	419190	173250	366570	436138	478224
SRZ187355	1163356	355460	1353536	2380450	722900
SRZ187356	347216	212238	888014	1517334	505214
SRZ187357	6582858	2816696	8724592	20534154	4902318
SRZ187358	2093926	1018812	3425006	6799046	1167324
SRZ187359	599044	409302	1117748	1815922	450380
SRZ187360	1525974	713360	2761548	4774668	1020046
SRZ187361	2256422	372360	4159126	10105874	814158
SRZ187362	973824	248562	1081396	1602998	1779278
SRZ187363	566466	299392	769234	1274618	663494
SRZ187364	354286	307920	642878	747244	493408
SRZ187365	279210	197164	419060	488224	344172
SRZ187366	1159476	224070	1997058	4210528	264156
SRZ187367	240908	44566	406558	595836	101266
SRZ187368	340068	72472	476026	870942	236604
SRZ187369	269164	96402	281738	324122	269124
SRZ187370	390078	243498	554696	655678	562094
SRZ187371	978136	297688	1579464	2641400	1504756
SRZ187372	693186	267000	1062942	1194072	674900
SRZ187373	677016	130858	1168318	1742462	634984
SRZ187374	695890	293828	776190	1004308	563332
SRZ187375	541204	140126	824842	1180252	840702
SRZ187376	359360	166296	655352	897726	1350340
SRZ187377	285778	144008	201142	264350	190676
SRZ187378	617186	155926	914834	1164710	606030
SRZ187379	242686	148086	295528	407678	1496750
SRZ187380	948276	354350	1558806	1801506	702852
SRZ187381	1132038	208624	1528002	1824694	671718
SRZ187382	583676	313464	919986	1071560	1976768
SRZ187383	445594	159146	602036	947594	699422
SRZ187384	678818	158942	1135130	1699202	464082
SRZ187385	575784	129814	962880	1567414	236360
SRZ187386	670926	225056	1005662	1662632	610388
SRZ187387	197236	110884	507466	685040	2018550
SRZ187388	189336	82210	255086	338842	980888
SRZ187389	422002	119210	840430	1227236	276338
SRZ187390	458526	173060	684832	1111554	423364
SRZ187391	139700	136556	199594	279740	1770144
SRZ187392	659574	161134	936778	1396286	283726
SRZ187393	764520	152894	984492	1206876	540528
SRZ187394	155430	148786	132360	122102	121852
SRZ187395	470616	140798	613538	654068	709504
SRZ187396	542280	310620	338072	362520	1832254
SRZ187397	391330	229464	1007348	1444752	582054
SRZ187398	309398	84234	550676	943680	301118
SRZ187399	840336	249842	729510	919570	1175520
SRZ187400	162138	104692	316340	371530	231632
SRZ187401	451454	178512	972052	1967722	525796
SRZ187402	880468	361020	1519284	3403360	675358
SRZ187403	1496616	737706	1210336	3202180	2832186
SRZ187404	1546130	807694	1945764	4697148	2621058
SRZ187405	579632	241160	1831328	2950310	924050
SRZ187406	1925458	198898	1029124	1580164	897494
SRZ187407	499622	217540	289614	321432	310550
SRZ187408	556026	193588	690692	760542	458146
SRZ187409	451086	304646	816594	1173094	3211586
SRZ187410	455428	239058	1120902	1720770	736032
SRZ187411	520432	175834	517254	931740	582092
SRZ187412	334584	194890	705716	1438632	3039626
SRZ187413	311006	259854	241086	296208	505238
SRZ187414	451462	154050	652484	894208	457246
SRZ187415	314658	102710	557896	1044126	592670
SRZ187416	180398	65820	447354	592684	417884
SRZ187417	492688	233550	477434	817600	778464
SRZ187418	310574	91280	934158	1378176	282280
SRZ187419	168788	74814	469784	751490	429102
SRZ187420	542578	170304	372058	438556	323670
SRZ187421	441826	111536	871538	1501554	692762
SRZ187422	951080	349502	1456838	2024958	2083002
SRZ187423	317172	106000	763626	1033034	951076
SRZ187424	308026	167992	322318	403126	2783300
SRZ187425	256838	151260	316574	399940	1825254
SRZ187426	277760	233832	383736	385092	278292
SRZ187427	331272	211594	660048	865144	406152
SRZ187428	417904	232710	1125258	1695978	616872
SRZ187429	531566	202568	1064246	1547984	1935610
SRZ187430	2047952	576756	1546476	2429348	1146364
SRZ187431	743634	370238	2687458	21863806	1231644
SRZ187432	300750	266486	1137246	5460702	608880
SRZ187433	179240	152540	1444048	19268624	394822
SRZ187434	634338	302278	2278036	14413794	1090180
SRZ187435	1726670	482086	1943566	2606298	3426126
SRZ187436	713354	165134	712372	892870	1230368
SRZ187437	352098	144000	453496	628332	1664032
SRZ187438	587794	241530	965736	2503238	2256138
SRZ187439	331930	207466	656354	791940	1581664
SRZ187440	420730	317630	543436	566590	697600
SRZ187441	258718	192720	1023332	3124470	749606
SRZ187442	224838	127348	425932	476382	1817892
SRZ187443	465376	199988	768612	1068340	1326848
SRZ187444	378402	139184	606758	863848	1010210
SRZ187445	295578	108786	579500	772732	757918
SRZ187446	408846	117540	687018	868510	887038
SRZ187447	466588	184012	911140	1187528	1185798
SRZ187448	370782	209974	602956	572754	799624
SRZ187449	164102	174442	899002	1331524	363080
SRZ187450	649602	399150	2671354	5837960	644162
SRZ187451	353200	90868	634574	747380	622086
SRZ187452	256090	53376	349694	437788	352990
SRZ187453	472622	187274	688514	818976	1702070
SRZ187454	516006	178328	741388	890186	1897670
SRZ187455	488698	196682	627636	742436	1243658
SRZ187456	407612	157150	561800	713598	1438708
SRZ187457	397216	156654	586706	674664	1543534
SRZ187458	269104	120666	443534	529356	1104300
SRZ187459	474868	184252	759326	961352	1746894
SRZ187460	396598	158180	694062	714422	1524732
SRZ187461	384516	174718	648396	741528	1743360
SRZ187462	189534	82472	279654	402498	711348
SRZ187463	209286	81204	313180	420652	832774
SRZ187464	165518	83960	234706	389180	853972
SRZ187465	161118	79752	229246	312402	830186
SRZ187466	144034	74452	235694	512280	1448678
SRZ187467	283026	128218	370170	574160	1323594
SRZ187468	103208	63874	177516	296176	654218
SRZ187469	282662	95916	351868	458794	888232
SRZ187470	431214	230960	398030	476952	851690
SRZ187471	207422	99088	269688	392936	857836
SRZ187472	435470	131596	525928	618458	1260928
SRZ187473	225500	87906	479356	718868	889370
SRZ187474	272724	114082	616004	666516	1193924
SRZ187475	238266	82364	476138	700644	943700
SRZ187476	337060	124188	597606	955896	1273576
SRZ187477	437546	253632	857760	977702	1384860
SRZ187478	1342516	940894	3196740	5488456	1251758
SRZ187479	490996	177676	753046	922452	1823008
SRZ187480	412176	120444	379344	775756	981392
SRZ187481	477332	149064	668626	921074	1489256
SRZ187482	508242	189276	725348	945274	1336630
SRZ187483	397136	144414	678624	921110	1366096
SRZ187484	1050440	320980	2071042	4829028	433724
SRZ187485	683616	187292	1380662	2475178	434398
SRZ187486	461912	135998	819028	1665426	336264
SRZ187487	613714	255152	1011752	2451286	506510
SRZ187488	334246	201678	551030	1809362	275690
SRZ187489	578316	164890	1218868	1461614	708084
SRZ187490	742848	206968	1536112	1771162	836268
SRZ187491	317850	126718	622252	817216	873342
SRZ187492	399338	148114	795782	1149716	1213694
SRZ187493	371242	148816	729422	990704	1132790
SRZ187494	297214	113802	621476	875494	980796
SRZ187495	386950	148880	734644	1085886	1249504
SRZ187496	495272	164200	707896	898722	1317358
SRZ187497	850246	343224	883748	1240374	1621398
SRZ187498	459246	132484	634738	853022	1194954
SRZ187499	253064	87464	365128	625212	668822
SRZ187500	300858	124360	434614	978344	1185254
SRZ187501	224282	96180	311260	407674	702938
SRZ187502	241154	85898	356026	414796	759486
SRZ187503	143622	60924	241234	297188	591760
SRZ187504	189630	80574	277536	317780	693652
SRZ187505	195758	87092	223358	409732	1276004
SRZ187506	313654	65206	508246	617896	553706
SRZ187507	200420	74320	450878	587710	585630
SRZ187508	945108	280296	1769634	2337468	1707216
SRZ187509	547094	240772	1142074	1493530	2005406
SRZ187510	327500	161594	622226	989494	3044020
SRZ187511	113178	94116	637480	1768102	206654
SRZ187512	216894	93846	316884	605922	939228
SRZ187513	1155752	469492	2359886	2913534	4646188
SRZ187514	137648	38872	313948	472550	750158
SRZ187515	123778	51266	293098	517100	751478
SRZ187516	198194	119008	272416	396642	1562114
SRZ187517	569124	181434	1183506	1340196	958688
SRZ187518	212226	61638	398478	517182	312984
SRZ187519	215866	60764	425760	457506	329558
SRZ187520	689440	399186	1092376	1528150	1924652
SRZ187521	279326	211692	1160692	2402074	462578
SRZ187522	872982	447742	2983884	7498432	714326
SRZ187523	348082	117732	594882	726780	782974
SRZ187524	714020	297816	1206256	1618814	1602612
SRZ187525	476428	164702	786198	1063030	960312
SRZ187526	346784	111622	661118	782234	823246
SRZ187527	228422	80954	515994	508082	578406
SRZ187528	280824	71372	595502	603296	563660
SRZ187529	372242	84244	726850	791440	548478
SRZ187530	272516	53290	549402	539020	392766
SRZ187531	375350	105360	770678	819688	700922
SRZ187532	1178244	558444	2904308	3715462	2896060
SRZ187533	297656	94012	603420	667480	639644
SRZ187534	316308	77750	631326	661014	588386
SRZ187535	271438	70564	568014	608726	670622
SRZ187536	206226	58314	320868	459236	415338
SRZ187537	451260	165108	929468	1062806	1328890
SRZ187538	827790	297490	1814520	2020946	2287908
SRZ187539	560586	184226	1049168	1269210	1449694
SRZ187540	609638	146980	1044042	1125962	1422072
SRZ187541	820744	234494	1357978	1828508	1250606
SRZ187542	523182	150774	985686	1193382	920878
SRZ187543	509696	82398	734436	617502	427494
SRZ187544	910378	198548	981930	1471012	1061124
SRZ187545	465780	127436	961272	1163280	735590
SRZ187546	242074	164802	293718	408942	1000468
SRZ187547	339532	290260	1803458	3050082	481400
SRZ187548	485258	285454	2090950	5320388	528244
SRZ187549	207258	40926	343328	337090	323974
SRZ187550	287162	121424	556726	556452	1551642
SRZ187551	176964	140116	358742	383010	2960754
SRZ187552	296282	71738	576586	585948	464874
SRZ187553	294300	80276	533544	607860	824046
SRZ187554	287256	53312	502134	471314	539188
SRZ187555	304226	72620	588050	564128	577436
SRZ187556	217606	83372	541658	462310	888762
SRZ187557	213128	56608	413940	432076	358270
SRZ187558	375490	120726	736776	854236	709644
SRZ187559	432006	121288	742352	821844	678312
SRZ187560	411656	138568	912162	1027886	1065534
SRZ187561	347602	102256	860068	925254	836658
SRZ187562	297156	99226	569592	612422	593778
SRZ187563	371360	96642	736386	753954	687466
SRZ187564	534164	209054	1115854	1212210	1554428
SRZ187565	207996	66376	382388	411686	433162
SRZ187566	282306	103042	565774	576016	696380
SRZ187567	336952	109850	656826	695488	695338
SRZ187568	300166	97210	575982	630200	678912
SRZ187569	348246	127372	536552	591994	781566
SRZ187570	272344	91124	511846	591328	707588
SRZ187571	530648	179280	928468	1110324	1206656
SRZ187572	218850	22110	362784	277080	201554
SRZ187573	179790	66752	366658	363214	544862
SRZ187574	481580	139082	770146	958622	1152668
SRZ187575	321564	96450	566650	681140	826702
SRZ187576	251720	56386	395276	493004	624200
SRZ187577	411890	133132	788762	909488	986904
SRZ187578	318030	77456	537128	597388	701600
SRZ187579	81116	23772	161472	152312	266452
SRZ187580	96798	37464	238898	209568	362744
SRZ187581	178572	45016	292874	365662	486886
SRZ187582	321504	101120	621376	725550	934616
SRZ187583	352478	132802	711772	869840	1149286
SRZ187584	237826	47178	287486	369240	343156
SRZ187585	440302	105354	589700	815762	789396
SRZ187586	223766	128848	181172	256038	308454
SRZ187587	270010	91570	404818	609986	638424
SRZ187588	177102	31146	268436	301848	209256
SRZ187589	101816	24958	170910	232992	200628
SRZ187590	241448	73090	478228	507870	503334
SRZ187591	254926	64944	268490	400470	417560
SRZ187592	321672	57218	444524	410730	394404
SRZ187593	298946	77356	374196	513834	470500
SRZ187594	194238	55004	353966	368856	491292
SRZ187595	219390	72938	444126	376674	402292
SRZ187596	150624	41444	237824	259126	288666
SRZ187597	579054	147184	801946	1035444	726130
SRZ187598	435822	150424	652142	927254	704584
SRZ187599	217934	58598	382722	418232	423986
SRZ187600	203980	100064	420568	573962	873356
SRZ187601	573918	285938	952934	1222630	2330034
SRZ187602	479418	222158	784106	1241156	1996858
SRZ187603	248222	133754	501320	634746	961898
SRZ187604	491630	206736	689010	1223698	3304340
SRZ187605	445306	209408	538896	744366	1690718
SRZ187606	439462	180772	593734	824780	1819392
SRZ187607	223200	104972	378472	460244	1045884
SRZ187608	154160	62592	267080	376900	780186
SRZ187609	262204	87418	265666	502878	819266
SRZ187610	145846	112222	658326	1265284	257954
SRZ187611	309716	109868	516912	649086	1371818
SRZ187612	414274	255144	399358	563466	1214440
SRZ187613	529132	172796	748806	980768	1960094
SRZ187614	324184	81382	524422	646334	1128936
SRZ187615	283450	103534	625856	831992	1304650
SRZ187616	335696	173322	610172	900560	2002394
SRZ187617	587500	225516	1001052	1339198	2543902
SRZ187618	336012	101974	455332	683146	1038356
SRZ187619	380374	117672	541300	893320	1502174
SRZ187620	355946	127070	661320	980068	1645878
SRZ187621	286644	273742	435600	689766	1849874
SRZ187622	152984	121350	632368	1321754	287890
SRZ187623	294988	160414	1379220	2526078	368526
SRZ187624	464936	147836	577728	885014	1795660
SRZ187625	260258	76624	411514	509706	1050632
SRZ187626	261294	85982	386180	552486	880052
SRZ187627	927578	450030	1415864	1939364	2637630
SRZ187628	299410	129330	574658	915832	1442112
SRZ187629	305374	124988	437668	558218	1604284
SRZ187630	254736	86014	422772	578296	1420008
SRZ187631	257748	82794	350586	469592	1168170
SRZ187632	1597120	514614	1455102	2033616	1137762
SRZ187633	2538280	640152	1027334	1656902	1389684
SRZ187634	1390266	339868	467572	705706	592050
SRZ187635	785076	178332	205942	271178	331084
SRZ187636	2297920	382244	625154	902536	663174
SRZ187637	2831758	406934	747476	1115776	853652
SRZ187638	4201164	416454	1473692	2184112	790492
SRZ187639	1577672	457528	1154810	2348050	929554
SRZ187640	2967478	286948	953322	1425898	596282
SRZ187641	1268892	183174	547454	1055206	447948
SRZ187642	2147822	464980	1832510	2874580	1208456
SRZ187643	1682552	552684	2146772	3901130	1465720
SRZ187644	2016136	420270	1692272	2468146	600878
SRZ187645	802058	204690	887350	1378362	319832
SRZ187646	456732	172856	696574	1184204	195662
SRZ187647	425550	171272	652872	1218856	169982
SRZ187648	6752	8590	10552	10020	7978
SRZ187649	16532	16898	33508	46574	15360
SRZ187650	14890	8472	16042	21412	6998
SRZ187651	12630	7616	14040	19258	5976
SRZ187652	13386	10144	13912	16628	8408
SRZ187653	6098	2366	2914	4646	2110
SRZ187654	17946	17362	29490	36294	13180
SRZ187655	95362	63106	217968	345848	75492
SRZ187656	27364	16428	38692	40212	16732
SRZ187657	1121304	382194	1289046	2352118	674830
SRZ187658	728474	297174	920644	1630108	445296
SRZ187659	4886910	2285842	6103062	11693106	4121956
SRZ187660	6998768	2611590	10880502	21343650	6593014
SRZ187661	2150774	867058	3767214	6866198	1884548
SRZ187662	178180	63402	347030	681922	107284
SRZ187663	454572	121492	461918	885812	186766
SRZ187664	314960	72250	355610	523104	100054
SRZ187665	273510	91190	338852	573282	124774
SRZ187666	298622	130712	727030	1189280	386818
SRZ187667	630612	269436	1294998	2224404	759826
SRZ187668	2179616	525748	1371742	2077074	859036
SRZ187669	2264148	428744	1407542	1948540	692124
SRZ187670	2303960	408562	1438694	2195500	709764
SRZ187671	3246528	559454	1908336	2927464	1052834
SRZ187672	2703118	505426	1717188	2737248	1025376
