	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus
SRZ187123	653470	315266	1163616	1662428	421958
SRZ187124	568862	111326	1239362	1776710	130040
SRZ187125	282194	123808	608730	1184166	703576
SRZ187126	168636	209094	196078	436906	104812
SRZ187127	137196	17162	194028	363948	37380
SRZ187128	21526	18718	80082	113964	318992
SRZ187129	82694	57888	179552	340470	648076
SRZ187130	352824	223860	525710	723936	403106
SRZ187131	258190	94762	466426	717604	523374
SRZ187132	123552	89176	111958	248118	140428
SRZ187133	196908	86150	279508	581654	165682
SRZ187134	281638	123150	461170	640832	565750
SRZ187135	415890	247306	572492	628592	491742
SRZ187136	442270	135876	548444	877584	635434
SRZ187137	132322	73662	229402	378624	828384
SRZ187138	451666	237980	574408	742398	382582
SRZ187139	224062	75422	420016	708372	241950
SRZ187140	1160224	262362	2807126	3758854	836912
SRZ187141	129178	56918	80776	205088	119490
SRZ187142	336712	92690	543698	971680	166910
SRZ187143	239104	85910	526612	555638	204252
SRZ187144	293092	126378	212894	285876	276826
SRZ187145	785052	162792	1906638	4130758	182506
SRZ187146	818258	160458	616846	968318	290746
SRZ187147	277520	171578	384564	573538	211448
SRZ187148	373592	97650	586842	1066738	144528
SRZ187149	160886	53486	170690	258804	98186
SRZ187150	394420	280948	443854	505762	397036
SRZ187151	651316	194682	1139136	1598104	498672
SRZ187152	732628	222654	1186696	1626592	562706
SRZ187153	737790	369416	795326	971120	911098
SRZ187154	349346	154488	531352	1009074	314866
SRZ187155	657096	188058	1015166	1911606	556558
SRZ187156	1055986	326390	1263236	2355240	608004
SRZ187157	474086	151900	1040820	1623604	269930
SRZ187158	307746	67772	576202	643076	234940
SRZ187159	322302	164096	459768	457064	360932
SRZ187160	155944	61854	272652	374806	49964
SRZ187161	595632	235906	879134	1955072	304508
SRZ187162	329656	236548	682444	858674	247918
SRZ187163	175544	134038	378922	486522	90006
SRZ187164	396480	150504	404894	663966	256504
SRZ187165	479786	322410	792444	930714	517312
SRZ187166	912662	84758	1431692	3147832	82744
SRZ187167	720930	193460	1382018	2214100	3312552
SRZ187168	491046	288914	902112	1170778	530058
SRZ187169	858824	156260	1688802	3783124	106480
SRZ187170	325158	127532	590410	719344	571420
SRZ187171	310686	231850	607742	710184	337152
SRZ187172	606782	346594	1016576	1885518	460640
SRZ187173	679820	181256	1301364	2068572	631702
SRZ187174	753432	360700	773124	1025088	523018
SRZ187175	346036	55486	563060	995296	53478
SRZ187176	306796	143432	669764	1022260	2335764
SRZ187177	454480	227832	627700	831398	448252
SRZ187178	393380	71372	451216	827642	103086
SRZ187179	343374	175268	1050360	1726188	1193146
SRZ187180	306896	247736	458132	558404	312090
SRZ187181	305084	90752	496498	795284	254722
SRZ187182	459142	136768	686248	1383088	1050604
SRZ187183	436326	256728	679612	856456	444506
SRZ187184	607132	101870	1010300	2740390	67486
SRZ187185	277732	212900	498902	764620	471374
SRZ187186	298272	232540	627920	740486	362784
SRZ187187	294200	101454	572026	1126532	217630
SRZ187188	639490	281652	681568	1143968	746232
SRZ187189	362582	211326	413798	603184	278976
SRZ187190	414022	103874	678560	1330670	165400
SRZ187191	301142	143718	850800	1397916	1503442
SRZ187192	136912	82578	102574	138880	133528
SRZ187193	479890	78886	957150	2198702	61234
SRZ187194	350406	135276	585840	1009518	262730
SRZ187195	1308906	701642	2276880	3790322	970930
SRZ187196	487766	97696	1235582	2385600	85272
SRZ187197	354730	151406	1114152	2048140	343060
SRZ187198	748286	584658	1639410	2348364	976690
SRZ187199	1096714	169474	1998154	4266538	211770
SRZ187200	1157330	317192	2165818	3085050	1495790
SRZ187201	553568	440400	1105370	1725106	559864
SRZ187202	1182166	341378	1432304	2962918	777748
SRZ187203	1140078	322222	1420704	3024096	812136
SRZ187204	424924	288994	649594	1210096	314624
SRZ187206	121146	33082	428882	479638	34714
SRZ187207	367092	163694	1408582	2838060	488684
SRZ187208	322350	142304	1514980	3285080	625766
SRZ187209	487816	203072	1005670	2585946	450302
SRZ187210	440874	144270	1035426	1752442	391742
SRZ187211	119680	59148	268152	490462	104902
SRZ187212	1268778	153744	628728	1244528	214514
SRZ187213	700630	239242	892618	1703042	513624
SRZ187214	957144	193638	844830	1805792	515238
SRZ187215	1021220	234246	1337216	2850736	557064
SRZ187216	509000	174928	782866	1658226	309592
SRZ187217	612652	198176	790304	1395268	347934
SRZ187218	453452	131780	1012434	2413886	320014
SRZ187219	482382	155700	839060	2254408	397682
SRZ187220	248566	164370	324858	547248	194842
SRZ187221	208462	107208	318702	476594	148966
SRZ187222	289288	168262	428788	669352	210440
SRZ187223	114676	75956	123648	210436	88124
SRZ187224	330996	171812	573864	1233682	235670
SRZ187225	283178	156640	595552	1244772	241044
SRZ187226	370508	162218	749674	1538220	295102
SRZ187227	247566	151360	574144	785656	288396
SRZ187228	234810	147984	293952	1172416	224398
SRZ187229	285866	104768	554864	2722770	198012
SRZ187230	844248	176660	1590118	3376040	449038
SRZ187231	477390	289334	424134	904666	267424
SRZ187232	768836	254504	1020148	2197178	549536
SRZ187233	394464	183130	528674	1011652	242380
SRZ187234	509566	235166	866704	2774822	222564
SRZ187235	397768	208040	732240	2244642	189230
SRZ187236	203238	93346	150784	191548	722080
SRZ187237	121774	103620	214200	215802	228596
SRZ187238	82602	87422	309694	392136	180630
SRZ187239	628876	197182	782486	1121718	731802
SRZ187240	783976	244280	1307254	1536342	1175074
SRZ187241	229140	177702	311464	418902	532432
SRZ187242	203358	102106	245678	373678	398906
SRZ187243	334550	139402	981854	2185350	708846
SRZ187244	557776	158452	745758	1357990	1617572
SRZ187245	592106	228650	967678	1435072	2335762
SRZ187246	527774	396378	1118538	4299242	2830780
SRZ187247	150206	113082	248746	374092	491034
SRZ187248	276644	267530	438824	696664	1679894
SRZ187249	230198	198866	437950	800514	1664326
SRZ187250	138804	75550	240486	339978	905294
SRZ187251	1014828	252956	1229430	1909368	1085882
SRZ187252	175648	33282	201084	291282	183834
SRZ187253	263728	168804	267596	282570	549300
SRZ187254	266478	148628	241044	303458	373508
SRZ187255	342024	243920	642910	730184	498406
SRZ187256	293512	225316	504030	561750	397166
SRZ187257	410814	292396	731040	764268	505924
SRZ187258	460878	150582	806680	1326502	360434
SRZ187259	219082	80828	507608	698816	218282
SRZ187260	646428	480902	962804	1503128	622346
SRZ187261	352594	140226	588192	1125860	2094960
SRZ187262	397350	283602	756500	1173884	619964
SRZ187263	292308	249926	849902	1049160	698210
SRZ187264	238348	130272	611818	934282	497734
SRZ187265	95828	20042	235652	231142	78942
SRZ187266	40924	26628	212928	126720	53820
SRZ187267	26030	26890	19376	21524	52848
SRZ187268	101498	69662	107840	121308	230072
SRZ187269	502134	250108	655018	899662	833234
SRZ187270	369910	143792	534272	489696	606006
SRZ187271	358384	179078	798554	788836	601568
SRZ187272	490268	152604	1045344	970272	805826
SRZ187273	257350	151050	473504	738804	748882
SRZ187274	106374	53846	159294	187304	889568
SRZ187275	194762	95466	451246	1307272	1279838
SRZ187276	580008	314200	808888	1060180	1128174
SRZ187277	439018	251092	891144	1527444	818500
SRZ187278	464530	255934	1020348	1770510	1024098
SRZ187279	396608	107272	858008	1392882	711352
SRZ187280	296454	86304	936442	1625496	414964
SRZ187281	167294	89734	980840	1156598	319742
SRZ187282	328692	173678	1718882	3507038	407748
SRZ187283	525430	163304	849182	1224378	392544
SRZ187284	593530	150042	1034436	1470528	533432
SRZ187285	353630	101336	727908	946094	861402
SRZ187286	134278	46692	77166	166326	110070
SRZ187287	235758	161532	282724	449282	562870
SRZ187288	205930	102308	194902	246110	269306
SRZ187289	354772	225118	422178	458776	405472
SRZ187290	72666	81324	125744	136464	69062
SRZ187291	771828	167606	1152726	2073512	442426
SRZ187292	397248	116484	697170	1430850	267434
SRZ187293	143920	55180	303238	657258	996238
SRZ187294	231860	119228	608370	1124924	1451554
SRZ187295	317584	191454	504086	707006	946328
SRZ187296	622194	338486	1062228	1682740	1075074
SRZ187297	355744	212256	863544	1152190	806438
SRZ187298	466196	281336	1122346	1795982	834864
SRZ187299	158326	99640	216706	253076	413410
SRZ187300	170456	112900	213794	335928	655992
SRZ187301	121670	92758	194822	212060	1027778
SRZ187302	283852	192194	667240	900976	436826
SRZ187303	102980	94370	437808	712664	166926
SRZ187304	194182	142146	957390	1480742	310762
SRZ187305	219460	140326	1713956	1728254	362052
SRZ187306	958854	261996	1785934	3710560	441096
SRZ187307	341184	106758	649500	1104912	1124094
SRZ187308	348152	139492	596324	853590	607978
SRZ187309	233470	95648	498302	906606	920776
SRZ187310	280936	110302	583534	1019072	761464
SRZ187311	445604	229046	648420	1063430	738606
SRZ187312	382256	227026	905918	1633376	648510
SRZ187313	404670	203534	908028	1921360	614034
SRZ187314	584978	259978	666150	1389254	1197084
SRZ187315	217170	76598	142506	216544	157628
SRZ187316	163296	57324	200856	234572	179754
SRZ187317	1019098	388954	1083230	1782160	581668
SRZ187318	289186	130582	467630	616864	338412
SRZ187319	156992	118352	452098	888050	205530
SRZ187320	221044	151350	856656	1562554	339154
SRZ187321	1115268	277094	922494	1341464	841500
SRZ187322	744560	195184	771386	1346236	782936
SRZ187323	700138	171580	703528	1107094	665454
SRZ187324	550630	133868	858150	1011420	394584
SRZ187325	130838	115766	151054	175510	281056
SRZ187326	237642	140234	216218	280970	374250
SRZ187327	172942	132386	256172	323062	348572
SRZ187328	237996	183508	373432	436456	380366
SRZ187329	420356	166604	577054	981134	526110
SRZ187330	414414	159922	545168	831868	471384
SRZ187331	511328	182344	601994	890288	526334
SRZ187332	428718	188458	652862	1243942	861182
SRZ187333	187060	142314	230070	288950	157516
SRZ187334	240544	169986	322758	369266	263312
SRZ187335	358796	131390	415866	601176	289382
SRZ187336	182218	92990	445834	703914	347936
SRZ187337	217876	78914	238666	368342	738976
SRZ187338	201440	82620	251686	331996	735470
SRZ187339	212952	69898	224134	546660	1316938
SRZ187340	159374	169018	1017736	199540	227368
SRZ187341	103258	61946	328086	379588	311428
SRZ187342	147424	65208	387226	520546	287642
SRZ187343	161958	71502	458788	692860	287128
SRZ187344	97112	57244	422778	617786	214318
SRZ187345	897120	227486	1821052	3810160	331810
SRZ187346	631136	221214	1497628	2535836	422490
SRZ187347	252040	78562	451716	928154	593548
SRZ187348	319608	96516	453004	918154	418224
SRZ187349	181114	139666	266046	269312	352310
SRZ187350	838058	209728	1897578	3350240	440692
SRZ187351	342780	60486	588476	1108150	112886
SRZ187352	465298	141688	592066	1064974	163598
SRZ187353	300046	141648	547210	1165578	1904712
SRZ187354	272570	102792	167056	239614	327282
SRZ187355	752834	243408	1089240	2122948	595856
SRZ187356	194862	137958	624060	1245580	387846
SRZ187357	4269758	2175554	6658996	17681306	3901366
SRZ187358	1469552	825432	2665244	5959970	826528
SRZ187359	371720	310218	769276	1473938	298578
SRZ187360	928372	523652	2014504	4031346	604016
SRZ187361	1616604	283804	3396578	9249660	548814
SRZ187362	633334	156602	782944	1322720	1476744
SRZ187363	335456	205540	484564	950182	450578
SRZ187364	187984	228450	368534	508894	298608
SRZ187365	160322	145932	216190	329340	199106
SRZ187366	812740	181272	1486788	3647596	134944
SRZ187367	153098	32888	285452	466814	56418
SRZ187368	225700	54098	343810	702006	163042
SRZ187369	188312	55742	128392	206824	170026
SRZ187370	249698	162972	314122	443052	376726
SRZ187371	585752	195024	1080064	2109524	1108952
SRZ187372	514190	185552	664694	900364	484104
SRZ187373	430010	94492	788098	1363042	443190
SRZ187374	522782	210340	413588	730992	370198
SRZ187375	313772	98870	491420	848126	606196
SRZ187376	230904	125472	471880	689772	1027622
SRZ187377	197790	94690	96918	176326	124782
SRZ187378	369574	106772	526134	828002	393434
SRZ187379	120052	105136	144060	228490	1081728
SRZ187380	685596	250568	965666	1389198	489412
SRZ187381	780756	143538	914496	1288802	401184
SRZ187382	315512	239664	499648	678036	1454194
SRZ187383	298620	92242	385392	737976	469340
SRZ187384	425664	112272	739518	1329076	297122
SRZ187385	384770	96728	683480	1285790	149734
SRZ187386	441692	169920	678010	1339094	458804
SRZ187387	101786	76014	312938	498670	1808376
SRZ187388	120904	50768	143144	230258	782078
SRZ187389	278156	82312	557762	976552	165230
SRZ187390	293514	133748	415496	836338	285736
SRZ187391	59956	89482	93414	155502	1435358
SRZ187392	404954	115582	580110	1051350	141742
SRZ187393	566244	94980	555944	834980	340020
SRZ187394	70406	92972	47160	49234	40194
SRZ187395	323452	83238	324092	394932	376832
SRZ187396	284262	193508	176526	211482	1290108
SRZ187397	209928	164444	655104	1144394	358360
SRZ187398	182892	53656	356036	762176	156962
SRZ187399	653926	177740	477960	650298	952818
SRZ187400	77870	66928	153088	213330	131776
SRZ187401	264474	117328	627698	1634846	390924
SRZ187402	478632	237154	1098158	3015104	484236
SRZ187403	1130554	614194	741034	2665506	2421534
SRZ187404	1021418	635562	1327980	4080764	2229330
SRZ187405	328672	169540	1259494	2450300	696264
SRZ187406	1679102	149936	659040	1237804	640846
SRZ187407	371146	134056	143504	207026	201948
SRZ187408	393658	131566	417868	534544	307668
SRZ187409	265330	214688	546406	883114	2788308
SRZ187410	253616	164280	684048	1303370	494160
SRZ187411	319570	126622	337054	735072	419844
SRZ187412	179690	142114	455568	1174016	2610570
SRZ187413	181458	161618	132084	172052	378504
SRZ187414	276336	97868	399914	669008	295102
SRZ187415	187868	67242	365786	833002	367830
SRZ187416	117524	31840	315252	462610	256436
SRZ187417	212366	160464	239514	509248	511054
SRZ187418	191834	61048	648996	1060328	151572
SRZ187419	108998	57746	330114	587882	303786
SRZ187420	432604	121332	202042	290274	210458
SRZ187421	291872	78992	646332	1259448	515858
SRZ187422	605886	235592	916880	1509298	1441466
SRZ187423	175108	64966	498704	739684	598934
SRZ187424	219882	122136	210146	278924	2136516
SRZ187425	136462	100572	170068	248630	1413304
SRZ187426	136662	137502	215016	232670	152046
SRZ187427	179996	145914	387016	616224	233380
SRZ187428	244238	140264	701738	1309946	395414
SRZ187429	338566	141976	727310	1169964	1346508
SRZ187430	1624728	458198	1142220	1992884	758430
SRZ187431	483074	278296	1988340	21070668	890754
SRZ187432	175118	207286	747338	5058350	412226
SRZ187433	89490	106408	1043622	18884126	208772
SRZ187434	386004	212372	1604322	13821306	766366
SRZ187435	1294722	354806	1213638	1947266	2449168
SRZ187436	552908	111336	393300	552118	824006
SRZ187437	218018	99446	255814	401624	1296682
SRZ187438	369078	179770	654498	2144648	1790114
SRZ187439	185028	149838	423992	571256	1176120
SRZ187440	250890	222230	284962	324968	480204
SRZ187441	137910	131618	643046	2762302	546476
SRZ187442	130650	83950	239268	297912	1257244
SRZ187443	261174	136766	444436	708126	959884
SRZ187444	208618	90688	348582	569316	684022
SRZ187445	163192	64362	347890	494852	519524
SRZ187446	221456	74278	398214	571002	589528
SRZ187447	262878	114014	533026	790536	829020
SRZ187448	224188	135246	297828	335820	567792
SRZ187449	79288	123120	580374	1032732	221088
SRZ187450	449736	324960	1923422	5184846	387844
SRZ187451	186096	54620	341918	431238	384080
SRZ187452	144878	32428	190106	252234	222316
SRZ187453	318992	129644	406174	560844	1161434
SRZ187454	342746	119252	450824	617432	1270352
SRZ187455	335092	134054	401468	531046	844604
SRZ187456	267854	103544	335646	497972	975042
SRZ187457	265592	102186	343142	455578	1035686
SRZ187458	179016	80398	272084	348296	708008
SRZ187459	301354	132254	488326	709530	1189814
SRZ187460	266572	107708	452356	473120	995460
SRZ187461	247928	122020	409074	499774	1147710
SRZ187462	122808	55124	189676	303160	476410
SRZ187463	128644	49136	200906	293758	545878
SRZ187464	96562	59502	151326	290284	555420
SRZ187465	98356	51384	133434	211264	527266
SRZ187466	95094	45178	132566	406380	963636
SRZ187467	186772	86282	224618	418858	846278
SRZ187468	50940	37922	96584	210066	395052
SRZ187469	169418	61354	238746	344922	606070
SRZ187470	176660	119252	221806	344694	555644
SRZ187471	121654	60478	173764	286318	586396
SRZ187472	264360	86082	338646	429230	881182
SRZ187473	143476	63752	349106	572774	653636
SRZ187474	171698	76242	446508	473338	843772
SRZ187475	148074	53058	343106	548892	708654
SRZ187476	210164	91748	426152	754032	960974
SRZ187477	274954	169656	515538	660858	911778
SRZ187478	743674	642426	2206594	4319280	630822
SRZ187479	330610	121040	451462	648450	1285762
SRZ187480	308160	82966	192278	591994	677006
SRZ187481	310486	113140	445068	663060	1160626
SRZ187482	345826	130440	471538	665294	1022716
SRZ187483	234020	97786	450196	679732	1014126
SRZ187484	687162	255588	1498606	4220914	277110
SRZ187485	447206	136760	1006148	2101048	299792
SRZ187486	308092	95008	510524	1346296	240390
SRZ187487	383308	179708	573994	2015376	334184
SRZ187488	220992	158292	341600	1619228	170300
SRZ187489	348458	109208	864420	1132594	450192
SRZ187490	455500	136958	1114756	1391004	534604
SRZ187491	201022	87968	416690	609008	590810
SRZ187492	236924	96840	506532	875322	840184
SRZ187493	226738	107916	486008	750464	777886
SRZ187494	182954	75124	417446	657464	658978
SRZ187495	236800	102456	471564	826214	848508
SRZ187496	319542	113992	464930	658986	947222
SRZ187497	516708	220370	561240	902280	1168312
SRZ187498	303550	85680	407270	630882	864388
SRZ187499	156688	48798	194966	487794	419318
SRZ187500	190230	76112	239398	786080	779006
SRZ187501	129236	59518	175388	259672	504450
SRZ187502	151094	61042	203064	259338	558776
SRZ187503	87010	40864	151018	197034	428090
SRZ187504	117036	58696	158502	194100	515250
SRZ187505	109396	54086	125426	317992	910238
SRZ187506	184172	46162	312010	407284	422296
SRZ187507	111882	47794	268980	385810	444962
SRZ187508	481674	187664	1016602	1607066	1274596
SRZ187509	283388	164998	683446	1018956	1579182
SRZ187510	181636	105450	369218	738602	2405750
SRZ187511	58722	66304	420486	1585576	117756
SRZ187512	141398	59714	232416	495300	728208
SRZ187513	636964	324146	1450182	1991670	3477756
SRZ187514	90130	26318	239116	387966	567938
SRZ187515	72338	35702	218370	421874	572364
SRZ187516	125234	84406	163954	276076	1118880
SRZ187517	269986	110698	622208	799618	648828
SRZ187518	119954	38126	241536	357854	211896
SRZ187519	109098	31552	204254	239218	197238
SRZ187520	433020	314818	761862	1177426	1506558
SRZ187521	148084	138768	752556	2011182	298712
SRZ187522	623030	367776	2280910	6752738	450600
SRZ187523	171242	74986	290964	416364	538120
SRZ187524	334978	191822	567764	926914	1064030
SRZ187525	264310	103208	419702	655400	661482
SRZ187526	168834	68812	362686	466104	566324
SRZ187527	103308	43492	237836	243164	370730
SRZ187528	139430	40232	322176	339874	338092
SRZ187529	190738	49804	395824	470938	353564
SRZ187530	170134	29930	334342	319246	243028
SRZ187531	176108	61402	420614	475436	419874
SRZ187532	567298	349574	1631048	2357836	1864866
SRZ187533	161436	58376	347276	384356	417868
SRZ187534	175416	46694	357826	380454	358370
SRZ187535	145160	37532	326044	345222	413130
SRZ187536	116096	38690	206208	319328	281370
SRZ187537	227368	102972	504908	617626	811994
SRZ187538	348734	169594	897652	1054112	1406914
SRZ187539	267692	103680	523348	703030	856252
SRZ187540	330086	95406	586704	718818	935268
SRZ187541	374344	149330	696682	1199362	836784
SRZ187542	259766	89076	539082	737252	622236
SRZ187543	232688	41912	341070	261642	192928
SRZ187544	434878	124558	435804	826810	654098
SRZ187545	232444	82872	541196	772410	495074
SRZ187546	149738	121240	156914	268756	793244
SRZ187547	153856	182878	1139904	2421642	228960
SRZ187548	338064	235522	1458310	4805234	330590
SRZ187549	132040	24990	204786	207060	216548
SRZ187550	167238	76222	342840	328574	1154170
SRZ187551	97492	94090	193936	218744	2070770
SRZ187552	158414	43484	317926	322168	318984
SRZ187553	149658	43744	274822	327904	544720
SRZ187554	165982	25838	280912	245710	324664
SRZ187555	146768	40182	306852	260402	383040
SRZ187556	106976	50366	290006	255060	595292
SRZ187557	119344	32666	243740	258018	235330
SRZ187558	195346	74590	437104	542232	478692
SRZ187559	225360	67866	399148	457676	443362
SRZ187560	205156	86276	497676	577152	765016
SRZ187561	187222	54772	499992	565168	585008
SRZ187562	136000	52832	298586	324160	384200
SRZ187563	177980	57308	365216	405754	426072
SRZ187564	267112	127390	624522	739524	1062478
SRZ187565	115686	34876	206490	237640	262042
SRZ187566	154266	59980	316388	331996	450104
SRZ187567	178176	63206	381478	420110	442990
SRZ187568	151502	55656	314514	376282	429932
SRZ187569	188230	77678	270864	335414	509734
SRZ187570	130632	50402	265732	343812	462836
SRZ187571	251992	110518	472724	674200	819250
SRZ187572	138082	11940	221086	160606	113980
SRZ187573	102158	39690	221660	227952	356066
SRZ187574	230976	81392	408930	597736	807006
SRZ187575	157898	55238	291442	404458	588984
SRZ187576	147942	36216	229466	312820	443252
SRZ187577	211890	77348	403760	536064	710240
SRZ187578	179556	45906	268866	352542	497540
SRZ187579	52040	14360	107058	97272	196128
SRZ187580	49938	22720	155722	121550	240112
SRZ187581	108688	28732	181692	239428	346938
SRZ187582	165820	72804	369536	472060	710118
SRZ187583	193458	88010	429618	556542	878416
SRZ187584	146310	29446	171906	247166	206234
SRZ187585	218612	63072	336308	534286	512142
SRZ187586	130444	77412	117762	178854	203546
SRZ187587	145508	58208	228060	400524	431306
SRZ187588	104664	18208	175670	198230	136846
SRZ187589	65378	15938	117904	172360	139054
SRZ187590	118118	43938	251020	280296	334276
SRZ187591	143476	40524	151848	264060	286468
SRZ187592	162752	32714	241176	237066	265100
SRZ187593	165824	48598	198840	332790	327180
SRZ187594	104504	35176	213088	227082	332966
SRZ187595	102756	36046	269686	246856	253832
SRZ187596	82434	23004	146158	151206	189714
SRZ187597	303812	92934	406990	651752	467452
SRZ187598	230094	97484	341946	565174	471022
SRZ187599	115676	33694	225902	244020	273538
SRZ187600	118526	69992	282888	402528	648940
SRZ187601	321310	186610	586466	801182	1710986
SRZ187602	278184	157532	526188	935270	1545098
SRZ187603	128152	86412	302146	402564	682808
SRZ187604	309496	138116	415928	947336	2430112
SRZ187605	253610	132540	316772	480924	1322846
SRZ187606	244488	121200	360020	563958	1454508
SRZ187607	125030	68782	231004	308972	822544
SRZ187608	83074	39520	168426	273208	644798
SRZ187609	185802	57038	145316	395282	546964
SRZ187610	86900	79782	444590	1067846	164580
SRZ187611	160614	72466	312658	421656	1089724
SRZ187612	235978	150606	254558	385224	975806
SRZ187613	311512	116116	420760	638544	1544652
SRZ187614	196922	55178	322672	437384	881532
SRZ187615	170354	71332	435228	613096	1034210
SRZ187616	200622	123366	372602	608412	1562096
SRZ187617	317782	143566	556124	801996	1923468
SRZ187618	202380	72546	269250	471692	809498
SRZ187619	220658	86490	340420	650594	1213228
SRZ187620	208782	84884	413978	695448	1299550
SRZ187621	161096	215006	253224	499760	1461858
SRZ187622	80492	83714	411456	1102544	165932
SRZ187623	187598	129802	1073084	2254016	240152
SRZ187624	255662	97356	323142	603354	1445714
SRZ187625	158346	55210	267704	345942	854144
SRZ187626	146110	58718	241054	381454	713734
SRZ187627	437606	252570	751928	1327694	2098114
SRZ187628	180496	93206	388978	698742	1152942
SRZ187629	181228	86510	280174	379834	1202760
SRZ187630	155234	59072	290336	421354	1100114
SRZ187631	156900	54346	241002	334628	927810
SRZ187632	1322488	420216	917014	1546098	883622
SRZ187633	2243160	543896	668682	1289770	1121604
SRZ187634	1202278	283564	281786	502694	457142
SRZ187635	634994	143780	96092	162858	250590
SRZ187636	2057398	322008	383590	650554	506494
SRZ187637	2523954	337318	471554	834668	661104
SRZ187638	3386510	300768	966866	1712740	511030
SRZ187639	1214888	334810	820238	1968794	706528
SRZ187640	2447108	203248	605818	1095578	379390
SRZ187641	1072274	141114	335438	848316	306864
SRZ187642	1726130	351946	1127248	2182008	796850
SRZ187643	1259964	438450	1502552	3287726	1124578
SRZ187644	1230860	304012	1084580	1932878	337698
SRZ187645	362406	137222	572352	1083764	173142
SRZ187646	205690	121376	449984	945936	102760
SRZ187647	195740	122536	414404	978120	90620
SRZ187648	1370	5414	3130	3142	1708
SRZ187649	6726	12072	16058	21486	6544
SRZ187650	7058	4432	5078	7736	1624
SRZ187651	5722	3794	3214	5586	1322
SRZ187652	5416	5420	3588	4222	2024
SRZ187653	2634	734	96	814	398
SRZ187654	5934	9648	11244	13164	3192
SRZ187655	46510	42900	101056	219884	35608
SRZ187656	13238	10350	14246	17324	5856
SRZ187657	646282	287882	858716	1930880	407124
SRZ187658	400098	218964	615282	1336494	268108
SRZ187659	3154524	1501194	4521382	10059484	3113914
SRZ187660	4572688	2002608	8110262	18407852	4923084
SRZ187661	1359204	653836	2769326	5859792	1297500
SRZ187662	87112	40418	240686	565996	51964
SRZ187663	213314	79694	309248	726940	100096
SRZ187664	132660	38220	240918	405172	45630
SRZ187665	126400	53770	204612	426904	54582
SRZ187666	165534	80808	456206	878790	237352
SRZ187667	399002	177352	880590	1803000	504300
SRZ187668	1685128	421990	1000426	1700210	623416
SRZ187669	1766632	337126	1044224	1602266	486030
SRZ187670	1813926	320212	1037774	1824914	510376
SRZ187671	2616166	441330	1371664	2396642	757850
SRZ187672	2194438	397608	1223526	2257728	739230
SRZ187673	1674804	401646	966710	2110630	778210
SRZ187674	2052734	219118	482094	780502	413502
SRZ187675	2032680	250380	470780	738018	381024
SRZ187676	2057352	281616	485188	807498	443592
SRZ187677	491324	142242	1041164	2314584	341278
SRZ187678	607164	151838	679564	1146868	341138
SRZ187679	386710	82170	548702	1143592	248512
SRZ187680	679674	328272	1820736	4087090	738164
SRZ187681	665738	237396	1695666	4018884	692116
SRZ187682	357938	137874	759882	2113786	337286
SRZ187683	376174	225982	967132	2184136	357856
SRZ187684	8584092	3816738	24065138	45671148	11291054
SRZ187685	153112	99428	300950	562242	137078
