	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus
SRZ187127	374406	19898.0	521664.0	1163062.0	29802.0
SRZ187128	22902	13601.0	127564.0	196616.0	311053.0
SRZ187129	97932	46380.0	186250.0	593791.0	641823.0
SRZ187130	506799	196709.0	802476.0	1913126.0	402755.0
SRZ187131	344855	67220.0	683040.0	1273173.0	558540.0
SRZ187132	193256	82942.0	195357.0	622801.0	210257.0
SRZ187133	401346	55603.0	701509.0	1652104.0	184789.0
SRZ187134	294494	71161.0	570777.0	1123132.0	513754.0
SRZ187135	521052	191310.0	777097.0	1434946.0	620796.0
SRZ187136	869820	103099.0	1049385.0	2174966.0	625531.0
SRZ187137	137242	50959.0	252433.0	572228.0	853835.0
SRZ187138	508569	197416.0	526486.0	1030180.0	434302.0
SRZ187139	392889	62721.0	759236.0	1589035.0	243162.0
SRZ187140	1643651	168155.0	3426408.0	5809884.0	837676.0
SRZ187141	185011	38542.0	77610.0	338504.0	152046.0
SRZ187142	644958	79486.0	998349.0	2393095.0	126227.0
SRZ187143	374099	46153.0	937698.0	1268253.0	202859.0
SRZ187144	403859	109511.0	272885.0	576826.0	370226.0
SRZ187145	1119924	98497.0	2607870.0	6981949.0	141182.0
SRZ187146	1747647	118928.0	957410.0	1858510.0	322084.0
SRZ187147	277483	141072.0	289073.0	762816.0	236303.0
SRZ187148	647360	90315.0	1095171.0	2590733.0	121033.0
SRZ187149	279265	41590.0	329357.0	681043.0	111644.0
SRZ187150	414793	184980.0	593199.0	944022.0	438417.0
SRZ187151	822109	137207.0	1843069.0	3031728.0	544664.0
SRZ187152	888315	135996.0	1815672.0	2933190.0	617194.0
SRZ187153	889771	267057.0	1060382.0	1677774.0	1134561.0
SRZ187154	507830	141474.0	1042358.0	2246935.0	339726.0
SRZ187155	928672	176633.0	1722253.0	3923796.0	631871.0
SRZ187156	1407845	280869.0	1538616.0	3887598.0	699001.0
SRZ187157	736279	145737.0	1668615.0	3619637.0	246461.0
SRZ187158	445008	39978.0	704209.0	1154277.0	214744.0
SRZ187159	364327	115091.0	687696.0	1067987.0	436596.0
SRZ187160	231674	48571.0	474174.0	983244.0	42301.0
SRZ187161	838251	227003.0	1366945.0	3620810.0	328094.0
SRZ187162	327062	165223.0	605620.0	1103842.0	203342.0
SRZ187163	193793	117663.0	468449.0	850062.0	81263.0
SRZ187164	483850	166041.0	445694.0	1029792.0	321416.0
SRZ187165	555054	234206.0	976389.0	1614513.0	618133.0
SRZ187166	1368157	67991.0	1972893.0	5042103.0	59468.0
SRZ187167	992853	135435.0	2290205.0	4079683.0	4145441.0
SRZ187168	562505	208233.0	1080433.0	1951523.0	741347.0
SRZ187169	1298496	117414.0	2144499.0	5704066.0	63029.0
SRZ187170	510231	139331.0	1053424.0	1569712.0	631666.0
SRZ187171	391199	221363.0	960396.0	1374295.0	412184.0
SRZ187172	901598	365729.0	1614823.0	3527633.0	522968.0
SRZ187173	992806	149847.0	1861311.0	3697384.0	695528.0
SRZ187174	966553	358319.0	731509.0	1398759.0	614481.0
SRZ187175	629325	46623.0	1085942.0	2305623.0	57045.0
SRZ187176	804249	109280.0	1136646.0	2058923.0	2843446.0
SRZ187177	584528	188960.0	896199.0	1663495.0	562649.0
SRZ187178	748009	55698.0	838701.0	2122393.0	108141.0
SRZ187179	415752	134107.0	1606958.0	3075055.0	1321987.0
SRZ187180	330211	161950.0	626247.0	1141535.0	387980.0
SRZ187181	536870	82321.0	938272.0	2065022.0	293899.0
SRZ187182	610119	113040.0	962580.0	2344647.0	1201234.0
SRZ187183	544452	209509.0	1102325.0	1785100.0	559232.0
SRZ187184	962771	67250.0	1592630.0	4586368.0	51860.0
SRZ187185	327356	240891.0	733213.0	1370932.0	476794.0
SRZ187186	301187	183629.0	793006.0	1308939.0	450614.0
SRZ187187	518249	117084.0	1228437.0	2737130.0	222478.0
SRZ187188	756738	255100.0	837919.0	1958866.0	772301.0
SRZ187189	448545	169834.0	606539.0	1265225.0	348417.0
SRZ187190	743488	106197.0	1182810.0	2954651.0	186762.0
SRZ187191	419268	138297.0	1208417.0	2481137.0	1731513.0
SRZ187192	171947	62566.0	158266.0	374965.0	174931.0
SRZ187193	720001	65836.0	1464882.0	3805736.0	44001.0
SRZ187194	455030	98412.0	983058.0	2035648.0	313040.0
SRZ187195	1441199	570213.0	2543267.0	5642712.0	1107436.0
SRZ187196	764242	86717.0	1815052.0	3993850.0	56159.0
SRZ187197	440913	106429.0	1717462.0	3586890.0	372612.0
SRZ187198	790248	451161.0	1997407.0	3681320.0	1224645.0
SRZ187199	1670388	129158.0	3000489.0	6790977.0	216072.0
SRZ187200	1571087	260809.0	2932285.0	5187587.0	1714225.0
SRZ187201	520469	355732.0	1295618.0	2563915.0	513258.0
SRZ187202	1579414	233430.0	2098469.0	5312462.0	836726.0
SRZ187203	1512786	256212.0	2090439.0	5450155.0	903815.0
SRZ187204	424036	263195.0	852003.0	2034097.0	362493.0
SRZ187206	247666	54020.0	840209.0	1146886.0	31925.0
SRZ187207	549042	192831.0	2341986.0	6182385.0	819165.0
SRZ187208	523715	145078.0	2566618.0	7410155.0	1032420.0
SRZ187209	1132921	331935.0	2309490.0	7923267.0	844699.0
SRZ187210	896151	165642.0	1994206.0	4833364.0	698735.0
SRZ187211	265447	82468.0	817380.0	2345163.0	355642.0
SRZ187212	2766105	188165.0	1276309.0	2867034.0	318902.0
SRZ187213	999192	332820.0	1330578.0	3213185.0	756767.0
SRZ187214	1726979	282522.0	1475749.0	4090667.0	875614.0
SRZ187215	2073873	369173.0	2852351.0	7604245.0	973537.0
SRZ187216	1000258	228818.0	1617372.0	4257430.0	523046.0
SRZ187217	1273736	290171.0	1779776.0	3938406.0	599781.0
SRZ187218	841821	143771.0	2323155.0	6743083.0	538775.0
SRZ187219	790627	164286.0	1445419.0	5507561.0	600135.0
SRZ187220	353720	107723.0	352796.0	1021349.0	288274.0
SRZ187221	304040	104374.0	369500.0	885681.0	167487.0
SRZ187222	502602	182578.0	578755.0	1320841.0	263964.0
SRZ187223	246039	116177.0	240821.0	541625.0	160499.0
SRZ187224	579238	174255.0	945215.0	2704946.0	338792.0
SRZ187225	465727	173242.0	1011895.0	2793055.0	353895.0
SRZ187226	627305	171589.0	1179992.0	3319097.0	430993.0
SRZ187227	390647	157545.0	1230655.0	1554658.0	450509.0
SRZ187228	515391	228048.0	439507.0	2363273.0	483299.0
SRZ187229	501109	103422.0	696147.0	4861734.0	278583.0
SRZ187230	1095549	126650.0	2196218.0	5827634.0	511292.0
SRZ187231	805471	282313.0	594412.0	1929465.0	401036.0
SRZ187232	1262931	280258.0	1742890.0	5160196.0	859163.0
SRZ187233	761733	197098.0	852422.0	2327811.0	331315.0
SRZ187234	968260	267445.0	1517215.0	6050612.0	270811.0
SRZ187235	688447	268968.0	1279091.0	5046284.0	266007.0
SRZ187236	365355	95594.0	218259.0	395733.0	848084.0
SRZ187237	260214	126176.0	528307.0	684083.0	409195.0
SRZ187238	230807	195663.0	758636.0	1355230.0	502708.0
SRZ187239	1080885	168523.0	1046801.0	2015275.0	1132574.0
SRZ187240	2080318	202404.0	1963937.0	3071235.0	2352161.0
SRZ187241	397598	164410.0	378167.0	907878.0	725601.0
SRZ187242	411491	103186.0	401856.0	1024382.0	745085.0
SRZ187243	563891	174270.0	1743886.0	4826831.0	921797.0
SRZ187244	1081533	159505.0	953582.0	2527738.0	2497183.0
SRZ187245	916822	171347.0	1338526.0	2435700.0	3243392.0
SRZ187246	681398	443475.0	1264127.0	6498897.0	3437915.0
SRZ187247	377830	128100.0	569355.0	1202853.0	747102.0
SRZ187248	433238	280170.0	602848.0	1434906.0	2152443.0
SRZ187249	442893	224654.0	1023891.0	2020477.0	2320669.0
SRZ187250	271298	73410.0	575542.0	1031717.0	1083384.0
SRZ187251	1785565	229362.0	2240149.0	4349548.0	1450823.0
SRZ187252	310235	19690.0	458170.0	1034643.0	238156.0
SRZ187253	384929	120819.0	308376.0	487581.0	698217.0
SRZ187254	458667	153132.0	426236.0	760357.0	515600.0
SRZ187255	595122	240692.0	1090136.0	1826310.0	800819.0
SRZ187256	466198	174367.0	750064.0	1357644.0	606960.0
SRZ187257	620467	252273.0	1250012.0	1771405.0	823731.0
SRZ187258	871596	159707.0	1452092.0	3186179.0	406268.0
SRZ187259	511033	75417.0	1096148.0	1876603.0	231883.0
SRZ187260	1075258	533747.0	1585073.0	3345203.0	716185.0
SRZ187261	556933	111612.0	917164.0	2174604.0	2744052.0
SRZ187262	664248	281868.0	1259732.0	2768984.0	1006054.0
SRZ187263	522834	253629.0	1508433.0	3010334.0	1172907.0
SRZ187264	439082	135837.0	1048021.0	2320480.0	968854.0
SRZ187265	135016	35116.0	429229.0	535541.0	46877.0
SRZ187266	21844	10736.0	118208.0	112731.0	35726.0
SRZ187267	19463	16914.0	9184.0	20991.0	38943.0
SRZ187268	160754	67366.0	130458.0	181195.0	271728.0
SRZ187269	701729	168094.0	836228.0	1743556.0	1046646.0
SRZ187270	482924	80830.0	556887.0	898550.0	830456.0
SRZ187271	493566	96908.0	1022896.0	1462331.0	788790.0
SRZ187272	685873	96277.0	1166464.0	1621721.0	1115472.0
SRZ187273	419857	133414.0	836952.0	1561950.0	789199.0
SRZ187274	204858	48465.0	258541.0	458096.0	871393.0
SRZ187275	156793	77746.0	422011.0	1725536.0	1299702.0
SRZ187276	816825	231248.0	1045513.0	2100905.0	1191952.0
SRZ187277	592748	169106.0	1286560.0	3257354.0	1047939.0
SRZ187278	694429	215345.0	1582886.0	3866943.0	1420951.0
SRZ187279	593026	91677.0	1208131.0	2878152.0	1055171.0
SRZ187280	448763	67361.0	1104768.0	2906173.0	555306.0
SRZ187281	156784	62643.0	1164523.0	2142561.0	413293.0
SRZ187282	516939	151365.0	2146579.0	7038128.0	598001.0
SRZ187283	919333	152718.0	1180767.0	2694164.0	400294.0
SRZ187284	951738	117566.0	1614481.0	3244974.0	558437.0
SRZ187285	606261	87526.0	1220626.0	1811780.0	911216.0
SRZ187286	289270	59985.0	101490.0	373983.0	125465.0
SRZ187287	356190	182949.0	365025.0	819306.0	881683.0
SRZ187288	363876	95670.0	263613.0	504192.0	486042.0
SRZ187289	564529	216802.0	666969.0	1070010.0	633622.0
SRZ187290	92663	70691.0	240362.0	327640.0	64176.0
SRZ187291	1694652	151207.0	2207602.0	5209077.0	482894.0
SRZ187292	952458	125846.0	1394244.0	3946518.0	291968.0
SRZ187293	200314	46740.0	534395.0	1482695.0	1411716.0
SRZ187294	358939	114804.0	1051128.0	2388524.0	1977887.0
SRZ187295	443813	151637.0	622566.0	1246795.0	1140312.0
SRZ187296	1096407	332342.0	1925567.0	4361052.0	1814186.0
SRZ187297	574602	279673.0	1204984.0	2807206.0	1324288.0
SRZ187298	828897	233697.0	1803328.0	4409228.0	1310361.0
SRZ187299	389737	145536.0	428785.0	677881.0	570599.0
SRZ187300	406246	100425.0	356807.0	801116.0	860268.0
SRZ187301	172174	70616.0	543250.0	343876.0	1181567.0
SRZ187302	523426	223583.0	1058807.0	2465980.0	574909.0
SRZ187303	163191	145293.0	726837.0	1735987.0	257107.0
SRZ187304	291843	174839.0	1453901.0	3797264.0	477147.0
SRZ187305	331940	147670.0	2770236.0	4013994.0	664212.0
SRZ187306	1541418	254538.0	2481619.0	6623923.0	460943.0
SRZ187307	458960	129382.0	933742.0	2050546.0	1391289.0
SRZ187308	617769	81732.0	861354.0	1484377.0	695810.0
SRZ187309	290127	116854.0	508999.0	1494089.0	1080232.0
SRZ187310	351624	95353.0	624596.0	1614911.0	821844.0
SRZ187311	644482	215052.0	932810.0	2337217.0	957452.0
SRZ187312	527230	175180.0	1175639.0	2985329.0	863274.0
SRZ187313	564412	145385.0	1248550.0	3431756.0	814408.0
SRZ187314	724680	170658.0	922673.0	2489696.0	1399431.0
SRZ187315	390571	75798.0	194368.0	397149.0	250903.0
SRZ187316	300797	60472.0	306534.0	533203.0	313014.0
SRZ187317	1118495	248022.0	1564060.0	4309574.0	852627.0
SRZ187318	420741	133239.0	720062.0	1445792.0	548283.0
SRZ187319	280440	128976.0	838061.0	2718272.0	500405.0
SRZ187320	299219	117665.0	1241302.0	3827086.0	581332.0
SRZ187321	1615502	183048.0	1286065.0	2533654.0	961130.0
SRZ187322	1286387	133462.0	1347180.0	3178228.0	984409.0
SRZ187323	1130406	111768.0	1127788.0	2573214.0	791435.0
SRZ187324	827312	87572.0	1344913.0	2017912.0	450556.0
SRZ187325	131624	78030.0	138730.0	216472.0	343130.0
SRZ187326	371630	111978.0	357231.0	674022.0	514549.0
SRZ187327	242668	129770.0	414724.0	789876.0	497723.0
SRZ187328	315756	122972.0	505157.0	1004858.0	517445.0
SRZ187329	750807	150392.0	1192068.0	2720697.0	685198.0
SRZ187330	713096	117870.0	1031396.0	2236274.0	594750.0
SRZ187331	832806	140691.0	1076540.0	2167920.0	635812.0
SRZ187332	755830	166341.0	1197388.0	2954953.0	1052112.0
SRZ187333	229748	125076.0	264830.0	462351.0	178046.0
SRZ187334	327006	139456.0	434220.0	684579.0	348460.0
SRZ187335	677965	145141.0	802239.0	1656525.0	479350.0
SRZ187336	319400	98853.0	844377.0	1925651.0	736955.0
SRZ187337	409451	89949.0	408104.0	874269.0	964594.0
SRZ187338	417554	86649.0	430054.0	801739.0	981988.0
SRZ187339	772604	76438.0	356829.0	1182454.0	1744808.0
SRZ187340	226016	233596.0	1375089.0	429568.0	248218.0
SRZ187341	197651	52346.0	625827.0	1063316.0	512531.0
SRZ187342	260690	86315.0	744153.0	1634704.0	510768.0
SRZ187343	346179	80453.0	860609.0	2040731.0	602419.0
SRZ187344	140414	54075.0	592533.0	1350033.0	453101.0
SRZ187345	1498902	229540.0	2731920.0	7115262.0	291574.0
SRZ187346	954675	191787.0	2134784.0	4872467.0	432862.0
SRZ187347	562126	72836.0	746107.0	1789412.0	718167.0
SRZ187348	515593	112198.0	610331.0	1730893.0	535128.0
SRZ187349	241390	104269.0	350499.0	548080.0	555668.0
SRZ187350	1652733	210833.0	3734688.0	7544083.0	507062.0
SRZ187351	655272	54297.0	1162098.0	2742570.0	124492.0
SRZ187352	893575	122343.0	1052691.0	2403198.0	172938.0
SRZ187353	382193	117463.0	689108.0	2168195.0	2365935.0
SRZ187354	401758	79995.0	275336.0	521289.0	537093.0
SRZ187355	833647	252614.0	1542661.0	3542257.0	758931.0
SRZ187356	219472	101234.0	760444.0	1862241.0	477393.0
SRZ187357	4561150	1663368.0	8025817.0	26155149.0	4371823.0
SRZ187358	1765132	776055.0	3672537.0	10164820.0	911143.0
SRZ187359	478376	292230.0	1013807.0	2450894.0	345658.0
SRZ187360	1004749	388930.0	2798152.0	7017248.0	540124.0
SRZ187361	2370447	219497.0	4913484.0	15586095.0	581412.0
SRZ187362	917635	130103.0	1439245.0	2831373.0	1903165.0
SRZ187363	391629	156063.0	654417.0	1721661.0	486857.0
SRZ187364	213573	207702.0	413201.0	786865.0	288063.0
SRZ187365	210678	120119.0	220865.0	505971.0	206114.0
SRZ187366	1192108	158997.0	1930749.0	6130381.0	97050.0
SRZ187367	346478	51151.0	526729.0	1485054.0	64628.0
SRZ187368	428662	46899.0	636851.0	1781200.0	182097.0
SRZ187369	306225	47429.0	175366.0	373438.0	197298.0
SRZ187370	354300	133799.0	545013.0	958484.0	512792.0
SRZ187371	967907	146290.0	1581388.0	4290965.0	1272154.0
SRZ187372	828009	168239.0	857089.0	1888062.0	680154.0
SRZ187373	967282	108993.0	1534813.0	3320904.0	527692.0
SRZ187374	1062504	237893.0	617724.0	1732894.0	561370.0
SRZ187375	657307	100433.0	923817.0	2029114.0	731644.0
SRZ187376	539563	174048.0	1136841.0	2110728.0	1275772.0
SRZ187377	401735	224990.0	146367.0	400066.0	206503.0
SRZ187378	783045	124428.0	950034.0	2263983.0	483208.0
SRZ187379	178943	95496.0	173162.0	406537.0	1384519.0
SRZ187380	1148497	394216.0	1142519.0	3635697.0	666540.0
SRZ187381	1404436	139139.0	1605834.0	2647403.0	387753.0
SRZ187382	499657	229495.0	664930.0	1361192.0	1811993.0
SRZ187383	554148	85202.0	592411.0	1521268.0	603309.0
SRZ187384	849060	104569.0	1334977.0	3192816.0	319613.0
SRZ187385	789290	85675.0	1183467.0	2981972.0	156491.0
SRZ187386	871567	183002.0	1234830.0	3028084.0	557746.0
SRZ187387	120275	47284.0	311649.0	757842.0	2186556.0
SRZ187388	200903	48708.0	176042.0	477815.0	940211.0
SRZ187389	541458	62341.0	925324.0	2268748.0	191378.0
SRZ187390	473556	128012.0	678393.0	1828234.0	297897.0
SRZ187391	91601	82836.0	126005.0	276932.0	1729223.0
SRZ187392	781342	120922.0	992300.0	2399427.0	141209.0
SRZ187393	887944	82351.0	741196.0	1708842.0	390410.0
SRZ187394	92545	91779.0	31544.0	69265.0	29469.0
SRZ187395	408430	56833.0	397425.0	623772.0	325815.0
SRZ187396	275659	165229.0	171720.0	303081.0	1344961.0
SRZ187397	253043	163926.0	1163297.0	2783887.0	513643.0
SRZ187398	391118	56984.0	703221.0	2028478.0	203346.0
SRZ187399	1109878	155814.0	655540.0	1249904.0	1212915.0
SRZ187400	127265	66990.0	169227.0	428418.0	214440.0
SRZ187401	329099	87487.0	737043.0	2614904.0	441316.0
SRZ187402	545461	214105.0	1440048.0	5081096.0	541755.0
SRZ187403	1344494	583399.0	752540.0	3710010.0	2770358.0
SRZ187404	976814	586413.0	1250099.0	5665316.0	2594823.0
SRZ187405	306421	149625.0	1386542.0	3927563.0	722311.0
SRZ187406	2180591	135273.0	798505.0	1923249.0	699753.0
SRZ187407	532675	140895.0	158408.0	360812.0	256355.0
SRZ187408	580891	102737.0	523196.0	981492.0	452604.0
SRZ187409	305535	177186.0	703541.0	1318797.0	3271686.0
SRZ187410	262386	112612.0	722011.0	2109305.0	529608.0
SRZ187411	460698	112197.0	499454.0	1418641.0	497512.0
SRZ187412	236881	112156.0	655139.0	2207899.0	3183682.0
SRZ187413	231527	167014.0	125514.0	215500.0	453219.0
SRZ187414	335540	59037.0	519741.0	1190435.0	299411.0
SRZ187415	382219	55528.0	815134.0	2367735.0	403445.0
SRZ187416	207512	14011.0	694452.0	1247732.0	267677.0
SRZ187417	166262	105706.0	264179.0	743294.0	504576.0
SRZ187418	307200	30963.0	1079187.0	2138552.0	108210.0
SRZ187419	227248	60871.0	653864.0	1520874.0	382714.0
SRZ187420	646263	138205.0	218487.0	532515.0	233271.0
SRZ187421	673601	75440.0	1333559.0	3047223.0	657056.0
SRZ187422	894765	185474.0	1474238.0	3242800.0	1647689.0
SRZ187423	264403	45175.0	984445.0	1697803.0	606607.0
SRZ187424	617883	79569.0	481122.0	737134.0	2571859.0
SRZ187425	144425	54356.0	213679.0	462363.0	1581470.0
SRZ187426	180095	133839.0	294201.0	457554.0	175291.0
SRZ187427	253336	129150.0	605966.0	1355326.0	319179.0
SRZ187428	383415	142837.0	1167696.0	3108213.0	705558.0
SRZ187429	712788	129276.0	1150074.0	2692726.0	1440136.0
SRZ187430	2091223	409535.0	1663826.0	3464207.0	870967.0
SRZ187431	612913	267762.0	2267582.0	27572714.0	1146413.0
SRZ187432	240480	215657.0	788714.0	7248001.0	449360.0
SRZ187433	113661	115673.0	1022146.0	24360877.0	215935.0
SRZ187434	516667	252872.0	2036792.0	19612516.0	1028872.0
SRZ187435	1630880	303139.0	1560409.0	3533028.0	2667770.0
SRZ187436	748846	76564.0	494134.0	890754.0	857418.0
SRZ187437	270681	87071.0	291558.0	590792.0	1462507.0
SRZ187438	520602	188765.0	854893.0	3137392.0	2021822.0
SRZ187439	195919	127490.0	522562.0	916485.0	1254419.0
SRZ187440	316359	209785.0	424614.0	659125.0	551690.0
SRZ187441	183769	120171.0	714977.0	4216662.0	635418.0
SRZ187442	146943	61974.0	376782.0	549161.0	1250580.0
SRZ187443	493003	124286.0	860727.0	1869889.0	1173883.0
SRZ187444	407693	65967.0	725161.0	1499324.0	768082.0
SRZ187445	251219	42060.0	668830.0	1296083.0	581811.0
SRZ187446	432831	64588.0	747124.0	1439942.0	658616.0
SRZ187447	402565	86876.0	954906.0	1817609.0	933175.0
SRZ187448	364987	102827.0	369123.0	683941.0	772731.0
SRZ187449	102928	116071.0	754302.0	1941446.0	321959.0
SRZ187450	565671	246988.0	1975270.0	7162249.0	363319.0
SRZ187451	263416	51488.0	639418.0	995891.0	417156.0
SRZ187452	310942	28252.0	366580.0	649790.0	262703.0
SRZ187453	651896	98888.0	643800.0	1194956.0	1367896.0
SRZ187454	720561	108501.0	760363.0	1385682.0	1442755.0
SRZ187455	695113	132223.0	757389.0	1195161.0	907222.0
SRZ187456	570513	94996.0	610349.0	1287695.0	1155066.0
SRZ187457	532445	77327.0	583630.0	1082652.0	1165869.0
SRZ187458	315683	59714.0	469530.0	849233.0	749753.0
SRZ187459	575210	132876.0	811201.0	1635016.0	1335025.0
SRZ187460	499443	74313.0	816763.0	914592.0	1085040.0
SRZ187461	491395	104824.0	681222.0	1066781.0	1280667.0
SRZ187462	370881	45596.0	448153.0	1103558.0	569065.0
SRZ187463	296928	35590.0	438550.0	832050.0	609924.0
SRZ187464	207603	64554.0	439214.0	1023406.0	598151.0
SRZ187465	279695	46978.0	330404.0	699920.0	547771.0
SRZ187466	139290	47962.0	123422.0	626461.0	921350.0
SRZ187467	430204	85719.0	434750.0	1216993.0	928907.0
SRZ187468	93855	26673.0	224747.0	905557.0	426350.0
SRZ187469	401357	49196.0	529477.0	971300.0	697356.0
SRZ187470	354410	96738.0	466185.0	1128763.0	615202.0
SRZ187471	301195	54461.0	346330.0	963518.0	666540.0
SRZ187472	501725	53678.0	686302.0	972927.0	1010997.0
SRZ187473	361660	64357.0	997414.0	1994521.0	766271.0
SRZ187474	318936	58160.0	1027844.0	1324006.0	888424.0
SRZ187475	289983	42892.0	864261.0	1662400.0	835487.0
SRZ187476	496095	78929.0	1180493.0	2428746.0	1175365.0
SRZ187477	424481	154314.0	637520.0	1140284.0	860896.0
SRZ187478	880532	626920.0	3655657.0	9437341.0	638670.0
SRZ187479	670254	112457.0	862387.0	1583236.0	1397580.0
SRZ187480	479188	84852.0	195179.0	1017478.0	801616.0
SRZ187481	660228	105416.0	1026979.0	1799339.0	1348889.0
SRZ187482	621478	122573.0	913912.0	1596814.0	1155899.0
SRZ187483	460560	74361.0	965776.0	1890482.0	1125993.0
SRZ187484	1069342	212438.0	2084057.0	7057525.0	266847.0
SRZ187485	594331	102481.0	1655541.0	4279911.0	329991.0
SRZ187486	409213	73984.0	593979.0	2445615.0	276861.0
SRZ187487	427586	150287.0	596043.0	2666792.0	383278.0
SRZ187488	245226	145124.0	356479.0	2028238.0	177555.0
SRZ187489	675402	96986.0	1561436.0	2560131.0	518386.0
SRZ187490	793507	89272.0	1889914.0	3041818.0	601043.0
SRZ187491	438291	73831.0	829560.0	1304318.0	648967.0
SRZ187492	374545	70785.0	860190.0	1817676.0	937967.0
SRZ187493	402157	91667.0	917464.0	1686285.0	842339.0
SRZ187494	362091	60588.0	829833.0	1533505.0	710463.0
SRZ187495	410465	67107.0	828167.0	1750087.0	935577.0
SRZ187496	606766	106811.0	923183.0	1666202.0	1089240.0
SRZ187497	833882	225062.0	1034292.0	2121927.0	1364296.0
SRZ187498	590805	67638.0	763515.0	1669444.0	1002476.0
SRZ187499	251396	44442.0	339195.0	989995.0	438108.0
SRZ187500	382133	71821.0	369116.0	1718647.0	887736.0
SRZ187501	250514	48635.0	389688.0	700571.0	575520.0
SRZ187502	276526	48304.0	393402.0	570349.0	607786.0
SRZ187503	191574	24715.0	406967.0	641636.0	455957.0
SRZ187504	231748	46806.0	323835.0	479471.0	576543.0
SRZ187505	166978	46330.0	197201.0	640603.0	972338.0
SRZ187506	403922	63085.0	776492.0	1179123.0	523709.0
SRZ187507	220572	33880.0	580212.0	1137727.0	528178.0
SRZ187508	679793	143385.0	1449978.0	3281858.0	1463322.0
SRZ187509	408731	144663.0	1211204.0	2155692.0	1895646.0
SRZ187510	241442	88216.0	627188.0	1622565.0	2606299.0
SRZ187511	73555	64704.0	522565.0	2622894.0	141831.0
SRZ187512	418662	81900.0	811807.0	2040720.0	936126.0
SRZ187513	866234	237811.0	2304634.0	4033566.0	3805955.0
SRZ187514	190501	24492.0	753259.0	1287443.0	711516.0
SRZ187515	160637	41254.0	624659.0	1424153.0	692308.0
SRZ187516	174863	68601.0	353364.0	785359.0	1219868.0
