	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus
SRZ187317	2556341	1132411	3685099	5929502	1755299
SRZ187318	787257	452901	1702550	2248203	929695
SRZ187319	627141	468599	1873799	3453310	842423
SRZ187320	713876	533644	2895101	4902564	1142448
SRZ187321	2789526	644622	2719203	3794710	1706622
SRZ187322	2144773	467270	2497470	4178644	1631471
SRZ187323	1778349	410558	2086931	4098847	1383979
SRZ187324	1256555	302459	2227411	2674081	817663
SRZ187325	300878	292624	355108	419200	594892
SRZ187326	565629	377886	747788	948849	812607
SRZ187327	375674	356647	900929	1189334	731747
SRZ187328	498454	442673	1171772	1429913	788346
SRZ187329	1345601	431349	1966682	3383692	1225656
SRZ187330	1190691	394072	1736481	2824466	1081303
SRZ187331	1413960	439895	1877271	2914860	1196792
SRZ187332	1372140	483801	2034265	3804257	1810422
SRZ187333	505808	391433	614580	778288	395519
SRZ187334	581561	466515	1025843	1119933	631574
SRZ187335	974661	469665	1621154	2252774	848395
SRZ187336	594714	373801	1789834	2672008	1110841
SRZ187337	944105	234964	1076012	1442134	1721690
SRZ187338	925538	240675	1133951	1286135	1732714
SRZ187339	1029430	199836	819311	1549871	2750993
SRZ187340	425519	550420	1720328	667155	565226
SRZ187341	370195	284509	1363069	1586529	900498
SRZ187342	447001	306519	1596737	2200599	852276
SRZ187343	591839	331887	1896249	2798951	956691
SRZ187344	373651	226497	1430156	2256868	746034
SRZ187345	2458574	534445	4402592	8608003	649910
SRZ187346	2072935	551238	4114735	6506048	802700
SRZ187347	935251	206864	1407538	2364110	1066906
SRZ187348	842494	1205090	1111289	2176862	883168
SRZ187349	429948	369830	852136	876321	747693
SRZ187350	2954261	577995	5654125	9117314	1013824
SRZ187351	1223626	167871	1800123	3362232	249308
SRZ187352	1512915	392986	1810750	3032567	328237
SRZ187353	735738	334959	1366762	2563544	3390046
SRZ187354	618855	326241	674017	845134	718510
SRZ187355	1877867	575909	2193249	4183865	996136
SRZ187356	510993	362850	1234433	2410464	642490
SRZ187357	8431526	3954517	12255861	31677846	5906705
SRZ187358	3162000	1513617	5531878	11877787	1522590
SRZ187359	949443	612135	1706906	3176417	557363
SRZ187360	2323202	1152533	4661726	8636163	1353934
SRZ187361	4096287	636020	7417236	17651515	977723
SRZ187362	1547624	352912	2152533	3550868	2593248
SRZ187363	704286	431570	1092672	2157836	810806
SRZ187364	399773	1626277	873790	1144073	570080
SRZ187365	390092	358752	578026	832306	421732
SRZ187366	2156870	415001	3369217	7527643	290799
SRZ187367	663635	120214	1025406	1826579	124802
SRZ187368	756907	135360	1097330	2186041	288290
SRZ187369	411866	143437	438186	551093	319502
SRZ187370	523916	414048	977597	1278067	771920
SRZ187371	2025233	514696	3308179	5447340	1978694
SRZ187372	1152012	451932	1797994	2433883	968412
SRZ187373	1909431	300167	2883254	4337825	897106
SRZ187374	1317410	595758	1290608	2213620	886154
SRZ187375	1368206	309113	1995212	3030674	1295048
SRZ187376	1146965	356309	2019741	2696708	2061057
SRZ187377	563021	364493	285337	547110	322289
SRZ187378	1505775	308209	1971292	3105082	873372
SRZ187379	597113	269418	607450	825266	2306052
SRZ187380	1494426	719088	2141271	4270757	956458
SRZ187381	2254283	426299	2874340	3689989	810219
SRZ187382	1053815	522326	1565387	2056491	2810427
SRZ187383	801498	262462	1103149	1882805	1021682
SRZ187384	1660903	335837	2459325	4155646	675847
SRZ187385	1452316	264029	2128466	3733429	334972
SRZ187386	1584078	620299	2219945	3947693	792201
SRZ187387	743658	211615	720591	1047875	2624075
SRZ187388	316166	127077	384982	642685	1332850
SRZ187389	1095483	223222	1756077	2919539	393391
SRZ187390	964416	298448	1433767	2529646	566710
SRZ187391	224389	240587	357600	488261	2374850
SRZ187392	1432427	676831	1914321	3211217	388374
SRZ187393	1409146	257418	1731837	2563922	728052
SRZ187394	177939	242758	167558	153751	111650
SRZ187395	805012	178159	1107372	1184032	827501
SRZ187396	621970	439741	465502	608696	2411315
SRZ187397	640613	560118	2179304	3596092	1050367
SRZ187398	896738	168835	1401824	2639133	508441
SRZ187399	1475754	399208	1357059	1843445	1676668
SRZ187400	271868	264025	582221	788068	414308
SRZ187401	687264	306849	1452165	3297666	709314
SRZ187402	1091581	565195	2399480	5920317	862971
