	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus
SRZ187150	1184170	1193342	1411342	1155222	971310
SRZ187151	1641890	522440	2319132	2566882	1067416
SRZ187152	1823054	594992	2575284	2725232	1224790
SRZ187153	1806868	1111914	2201130	1860380	1729346
SRZ187154	743232	339530	1112458	1504112	605290
SRZ187155	1315876	432870	2026166	2753406	1038496
SRZ187156	1943616	659992	2611394	3419762	1206008
SRZ187157	1020808	357136	2037086	2397554	702348
SRZ187158	718006	278954	1569442	1316862	684338
SRZ187159	742316	497116	1469570	1100764	925722
SRZ187160	526306	376116	654472	675756	199728
SRZ187161	1311710	588182	1765656	2708532	756006
SRZ187162	863760	526604	1880434	1702760	791006
SRZ187163	565456	419954	1033030	1004098	330840
SRZ187164	971188	357412	1246404	1271338	633462
SRZ187165	1111618	776846	2252422	1946210	1253988
SRZ187166	1298236	176582	2062524	3685494	263822
SRZ187167	1340002	456340	2396742	3037056	4406398
SRZ187168	1023132	678554	2101896	1951646	1088460
SRZ187169	1271466	245192	2365706	4356672	297260
SRZ187170	824612	393594	1521258	1457088	1116708
SRZ187171	785984	962134	1106162	1095644	691798
SRZ187172	1418922	862828	1994670	2719852	879226
SRZ187173	1558732	505074	2718522	3154526	1251758
SRZ187174	1718780	853584	2602814	2383476	1384898
SRZ187175	635112	141390	1010728	1382218	200828
SRZ187176	699780	359318	1304962	1544792	3128520
SRZ187177	835042	517510	1530724	1457346	937586
SRZ187178	701320	202896	864086	1189216	280400
SRZ187179	926572	489758	2001780	2500862	2019720
SRZ187180	1358530	1015050	1597662	1234816	810990
SRZ187181	688886	231482	1109818	1304516	567522
SRZ187182	932966	365704	1469898	2017838	1614602
SRZ187183	1291176	1177386	1503266	1500212	950492
SRZ187184	1036680	237918	1611946	3313816	263036
SRZ187185	704642	598282	1086152	1199660	985474
SRZ187186	784528	593416	1705968	1452568	876066
SRZ187187	654340	256428	1156664	1621150	517136
SRZ187188	1293030	602948	1438354	1666650	1357952
SRZ187189	1048870	640640	1333520	1171708	776500
SRZ187190	880162	275316	1352150	1906636	453092
SRZ187191	803854	417662	1661820	2072996	2266356
SRZ187192	530516	392294	587034	461216	419958
SRZ187193	859780	171900	1626582	2763988	262938
SRZ187194	730946	347104	1122276	1468682	570296
SRZ187195	3463456	1679258	4993408	5685450	2207928
SRZ187196	823148	175814	1827572	2855708	259796
SRZ187197	760842	352320	1763588	2636492	692032
SRZ187198	1762634	1214402	3624296	3704914	2020102
SRZ187199	1599808	289316	2626030	4825644	453946
SRZ187200	2490086	888290	4809250	4946090	2663854
SRZ187201	1774484	1662868	2367846	2804600	1333290
SRZ187202	2128496	709592	2778326	4170794	1464856
SRZ187203	2063524	666762	2698198	4186298	1469538
SRZ187204	1467324	1065776	1718094	2056236	885702
SRZ187206	381006	134072	784746	784788	172650
SRZ187207	1016992	416698	2358394	3609688	890356
SRZ187208	780642	339454	2481990	4058784	1074276
SRZ187209	909266	384120	1796148	3194588	883006
SRZ187210	755568	317468	1761010	2318362	784118
SRZ187211	296598	158080	686104	819082	330784
SRZ187212	1607448	303464	1067052	1613686	425990
SRZ187213	1164070	542064	1651448	2274880	873710
SRZ187214	1295374	398110	1457094	2293464	804226
SRZ187215	1514088	448490	2106552	3479848	939018
SRZ187216	897626	345370	1440406	2179066	637236
SRZ187217	983420	373752	1424768	1915924	707490
SRZ187218	760742	247860	1655938	2938120	562682
SRZ187219	894270	342868	1648122	2906810	728980
SRZ187220	543374	333728	1048174	1121662	526862
SRZ187221	469158	282420	1005374	992834	468516
SRZ187222	619306	365752	1204528	1271386	576216
SRZ187223	267316	175782	451780	475690	280718
SRZ187224	602964	353390	1089888	1636812	483016
SRZ187225	549108	292058	1128852	1647826	501524
SRZ187226	660018	306298	1389638	2026608	575714
SRZ187227	513410	341458	1295654	1339152	597444
SRZ187228	469462	304884	809076	1553358	493514
SRZ187229	510422	243534	1167468	3180934	478848
SRZ187230	1823396	457128	2713728	4308648	925264
SRZ187231	1029724	635208	1044988	1367308	564782
SRZ187232	1470698	573030	2155046	3040108	1032132
SRZ187233	830288	409110	1276690	1620100	616928
SRZ187234	971008	444730	1804982	3558252	620142
SRZ187235	809012	416482	1602458	2972838	562974
SRZ187236	420790	265468	546696	507662	1824390
SRZ187237	360326	256756	649448	520308	677160
SRZ187238	254370	233660	767816	744422	599764
SRZ187239	1011322	420156	1561848	1657722	1328916
SRZ187240	1419974	573844	2602022	2426504	2067854
SRZ187241	583848	466962	1103612	935902	1252696
SRZ187242	438102	319724	828562	787552	886092
SRZ187243	739364	380018	2068472	3066390	1506960
SRZ187244	858494	385364	1552206	1890422	2424206
SRZ187245	1005620	610704	2080418	2331072	4135902
SRZ187246	1001724	701626	2136798	5192058	3894842
SRZ187247	366518	327648	769822	786382	1261388
SRZ187248	682106	617284	1274868	1332640	3186008
SRZ187249	650286	447496	1168250	1416152	3282554
SRZ187250	342314	263954	636196	718546	2140028
SRZ187251	1724444	570298	2437492	2871858	1998618
SRZ187252	429944	178256	678670	644150	574186
SRZ187253	664878	493496	1146860	903642	1367206
SRZ187254	506160	377774	922598	731764	868164
SRZ187255	798362	609786	1824384	1522918	1199084
SRZ187256	719140	596166	1628370	1301098	1048708
SRZ187257	925900	690594	2068080	1611670	1158332
SRZ187258	1030502	360154	1913108	2177772	939550
SRZ187259	546556	230814	1204156	1239688	622058
SRZ187260	1883440	1856048	2477814	2690568	1552602
SRZ187261	806658	428130	1436922	1755468	3303448
SRZ187262	830568	626628	1902922	1928556	1378116
SRZ187263	676784	570324	1880488	1809970	1434116
SRZ187264	576694	446498	1415344	1557626	957758
SRZ187265	278280	121916	643018	514764	392980
SRZ187266	219338	149214	832158	552304	371672
SRZ187267	189890	144200	294244	207198	341746
SRZ187268	311046	214546	491626	408292	637056
SRZ187269	1018032	605138	1671648	1680186	1718982
SRZ187270	809460	527940	1902354	1406350	1410662
SRZ187271	849384	597926	2228496	1736164	1402976
SRZ187272	911022	530338	2665948	2129346	1576820
SRZ187273	559684	328356	1123990	1321814	1489456
SRZ187274	276566	186064	553806	505756	1815986
SRZ187275	621326	318426	1275388	1841920	2595714
SRZ187276	1199236	788776	2454580	2180216	2574578
SRZ187277	942374	660596	2356340	2617922	1738582
SRZ187278	921168	646584	2422802	2854768	1879376
SRZ187279	678096	361580	1894770	2239796	1316740
SRZ187280	555240	317898	2023948	2410086	886054
SRZ187281	493566	308748	2515708	2215502	885294
SRZ187282	773414	489348	3440294	4726146	1115132
SRZ187283	1200248	476912	2002266	2095290	1041664
SRZ187284	1254134	410064	2282124	2399634	1268932
SRZ187285	871102	384292	1791492	1690128	1855690
SRZ187286	310398	159460	417730	400722	415672
SRZ187287	496630	313484	777782	821384	1251762
SRZ187288	424360	292950	717494	596098	596912
SRZ187289	746154	616912	1449894	1130922	1033448
SRZ187290	263554	258916	595310	443956	344680
SRZ187291	1385920	347320	2270252	3012318	1047860
SRZ187292	772374	246516	1416662	2000548	684860
SRZ187293	526028	223968	1016314	1282870	1679198
SRZ187294	659408	328472	1414230	1706576	2395552
SRZ187295	772530	486362	1393384	1354228	2136174
SRZ187296	1188950	793346	2500094	2681498	2239438
SRZ187297	753760	562478	2088528	2033400	1577114
SRZ187298	979734	726272	2676262	2963938	1870060
SRZ187299	466422	251662	676084	593614	1029026
SRZ187300	491406	304656	702328	710146	1571656
SRZ187301	368822	270830	724216	600036	2193850
SRZ187302	687586	479906	1784326	1728684	1074880
SRZ187303	325718	241502	1097992	1181816	505450
SRZ187304	516230	364884	1923478	2153786	852916
SRZ187305	573400	379606	2729866	2491076	915790
SRZ187306	1690218	491596	3310508	4947482	947620
SRZ187307	793350	391660	1604748	1784224	1862912
SRZ187308	779316	332814	1508122	1534544	1155170
SRZ187309	547168	270808	1184804	1369010	1551428
SRZ187310	594184	307454	1229574	1505686	1466986
SRZ187311	849152	511538	1660568	1767638	1462260
SRZ187312	768432	562156	1945040	2420366	1315130
SRZ187313	855068	599174	2222794	2923352	1330844
SRZ187314	1225484	628694	1483524	2116516	2534322
SRZ187315	552284	280602	661692	643228	578152
SRZ187316	303178	169536	545440	492802	445792
SRZ187317	2747076	1262706	3018708	3116086	1580856
SRZ187318	676100	330934	1134312	1170388	769606
SRZ187319	441388	347812	1024240	1331878	548224
SRZ187320	718590	477046	2132898	2491532	1033446
SRZ187321	2043902	737896	2230278	2443290	1922500
SRZ187322	1297404	457658	1620880	2037404	1532646
SRZ187323	1186718	438336	1562072	1805888	1397360
SRZ187324	958668	323896	1767910	1648008	992084
SRZ187325	421176	349414	741168	608264	804434
SRZ187326	468236	345198	779906	664080	843884
SRZ187327	398890	349136	823740	723974	797330
SRZ187328	560910	480968	1195236	999404	903890
SRZ187329	1018504	408688	1289856	1544318	1147780
SRZ187330	934602	401036	1239932	1362232	1078296
SRZ187331	1090754	455234	1425988	1520428	1199486
SRZ187332	896696	443008	1492634	1966262	1734722
SRZ187333	512082	376710	885178	760208	569328
SRZ187334	560910	443514	1015442	890184	757856
SRZ187335	641594	339270	1092258	1117948	742434
SRZ187336	424814	277570	1135090	1284006	792004
SRZ187337	513554	231438	765524	784136	1491320
SRZ187338	477922	221204	733604	707584	1469372
SRZ187339	481570	245136	688232	905618	2256688
SRZ187340	409278	437664	1434886	472398	676898
SRZ187341	315982	232744	878160	803754	702670
SRZ187342	347178	230000	957788	969722	701020
SRZ187343	394668	253482	1109748	1200518	667214
SRZ187344	280222	205694	1073194	1138248	556856
SRZ187345	1491322	481962	2941626	4793934	892984
SRZ187346	1386148	545314	3102312	3859386	1195946
SRZ187347	537072	208414	956252	1340886	1046996
SRZ187348	726960	321740	1249024	1483398	994746
SRZ187349	519504	441894	980822	732010	846036
SRZ187350	1419150	408420	2887916	4184310	1016426
SRZ187351	691482	196874	1170462	1614446	398968
SRZ187352	1136258	585878	1324676	1673462	516694
SRZ187353	719332	412964	1200912	1617080	2941968
SRZ187354	635930	375980	829666	723380	829982
SRZ187355	1516630	550958	1680036	2601434	942458
SRZ187356	544424	368734	1254666	1741974	729546
SRZ187357	8802812	4043836	11683552	22769106	6739968
SRZ187358	2638706	1330966	4334184	7410274	1720732
SRZ187359	837252	566228	1590402	2114982	709688
SRZ187360	2016742	1060984	3631580	5351690	1647606
SRZ187361	2734628	549426	4939660	10625960	1257218
SRZ187362	1345152	436504	1506350	1872734	2120976
SRZ187363	887422	599318	1250768	1598808	1025336
SRZ187364	525472	504558	1057008	1000224	816822
SRZ187365	408466	336186	768330	706454	592898
SRZ187366	1465962	363630	2609824	4645666	533864
SRZ187367	353126	94396	616174	734704	210020
SRZ187368	456858	139654	686910	1016286	370232
SRZ187369	396190	240668	581674	498382	481558
SRZ187370	570826	450422	1016700	938790	892298
SRZ187371	1428908	536090	2259668	3111784	2025738
SRZ187372	907006	458218	1617218	1536868	986542
SRZ187373	924092	246418	1670156	2057804	943664
SRZ187374	915852	508100	1373768	1361224	919286
SRZ187375	750098	250712	1249838	1450344	1145478
SRZ187376	514534	278198	956178	1102220	1734348
SRZ187377	428712	301308	466634	411634	343418
SRZ187378	869076	281236	1437818	1466196	923072
SRZ187379	403080	270486	576218	596082	1956798
SRZ187380	1264074	571704	2370602	2258656	1064056
SRZ187381	1556156	426502	2493268	2357548	1160010
SRZ187382	905276	510874	1578324	1474414	2607002
SRZ187383	649748	342440	1017120	1218420	1064070
SRZ187384	914670	289702	1669344	2006320	744722
SRZ187385	765650	213422	1338280	1783114	398820
SRZ187386	920786	344664	1494136	1941326	847626
SRZ187387	332796	225088	802328	874414	2265720
SRZ187388	313772	203202	485136	481992	1250136
SRZ187389	550392	207462	1150588	1412036	462232
SRZ187390	616648	277538	1058020	1337904	658620
SRZ187391	263430	263048	403416	415272	2128624
SRZ187392	884062	292610	1423052	1682664	576214
SRZ187393	967398	306338	1519072	1519766	861356
SRZ187394	250882	270874	312652	233366	280114
SRZ187395	615332	277856	996040	905090	1194246
SRZ187396	804136	561444	561686	521666	2362396
SRZ187397	562476	379106	1427336	1730414	883960
SRZ187398	423386	163718	801594	1094314	523270
SRZ187399	1058886	416104	1056280	1142120	1497892
SRZ187400	276372	209576	545112	529612	399174
SRZ187401	635756	299162	1398276	2259006	754000
SRZ187402	1461518	714970	2119340	3783732	1022390
SRZ187403	1900574	958754	1759926	3601734	3322882
SRZ187404	2009046	1071296	2548620	5118044	3085148
SRZ187405	806344	389804	2383450	3325366	1267104
SRZ187406	2201258	341054	1493832	1886194	1287382
SRZ187407	664644	411772	583522	496508	533298
SRZ187408	722448	351018	1124826	1027804	728064
SRZ187409	684590	474582	1156418	1394114	3633464
SRZ187410	699944	411460	1716816	2089756	1114974
SRZ187411	727960	303848	810464	1131004	837510
SRZ187412	513334	321380	1049202	1675610	3516892
SRZ187413	463678	443944	440132	427704	703572
SRZ187414	618808	287160	1023322	1135552	731162
SRZ187415	474484	202076	846580	1244774	908816
SRZ187416	276688	162762	688064	754908	674686
SRZ187417	783938	427208	933232	1157584	1215136
SRZ187418	458156	186890	1311960	1654850	512706
SRZ187419	244816	139626	667534	898232	613890
SRZ187420	720664	334614	717224	644568	549126
SRZ187421	621500	201252	1196568	1710132	935716
SRZ187422	1267852	575642	2165070	2484030	2823918
SRZ187423	488818	244996	1185708	1313916	1466124
SRZ187424	406900	276014	503936	538322	3362346
SRZ187425	426812	276736	560762	569236	2276960
SRZ187426	417296	434640	635704	558210	488642
SRZ187427	481518	358858	1040456	1123444	673640
SRZ187428	622420	459796	1705406	2103064	1035850
SRZ187429	717464	360392	1524404	1853092	2642156
SRZ187430	2369268	794260	2100018	2801092	1638682
SRZ187431	963022	555112	3341456	22427810	1669454
SRZ187432	428060	389300	1573624	5794206	867360
SRZ187433	287368	250698	1848768	19598072	639178
SRZ187434	866078	523618	3013870	14998194	1556192
SRZ187435	2089060	761756	2722932	3110248	4434746
SRZ187436	876002	308964	1090500	1145678	1694280
SRZ187437	510344	273328	808900	864698	2114948
SRZ187438	857586	416554	1414016	2835222	2768476
SRZ187439	498856	370412	1001576	1033566	2023108
SRZ187440	628188	582862	949776	846602	1034370
SRZ187441	402808	343584	1505826	3480950	1059776
SRZ187442	352526	247938	681592	646728	2360898
SRZ187443	686142	365882	1246578	1385978	1794756
SRZ187444	556374	281914	1012008	1134884	1419814
SRZ187445	434192	232338	945024	1014252	1080478
SRZ187446	601422	261174	1116718	1158278	1307826
SRZ187447	678716	362562	1452572	1521716	1656478
SRZ187448	537746	394646	1072586	891926	1159662
SRZ187449	261426	296630	1304024	1629218	586314
SRZ187450	846976	558718	3451206	6422710	1010728
SRZ187451	528496	222482	1088030	1048882	982158
SRZ187452	393752	154826	646336	638188	590592
SRZ187453	678904	341906	1084946	1069776	2299284
SRZ187454	735818	331694	1161710	1163054	2576536
SRZ187455	722926	384084	988072	970420	1720548
SRZ187456	591456	291860	897240	929480	1955968
SRZ187457	586516	301044	945438	902072	2140542
SRZ187458	403596	232168	739024	722616	1582464
SRZ187459	708062	348810	1223330	1240132	2389972
SRZ187460	581580	298762	1086564	971290	2178934
SRZ187461	578750	325214	1041058	1002160	2434768
SRZ187462	276676	154158	438980	513640	989600
SRZ187463	307820	165784	515282	549724	1188298
SRZ187464	250052	159726	390620	496130	1203872
SRZ187465	239978	153024	388304	423602	1204740
SRZ187466	237022	176370	430938	642728	2073618
SRZ187467	423306	250624	643714	754164	1882802
SRZ187468	184672	132642	311878	390686	964582
SRZ187469	442972	185826	554412	595716	1205960
SRZ187470	741578	481828	775228	658850	1280082
SRZ187471	331648	194706	444816	513156	1169590
SRZ187472	664734	252434	821982	818720	1690664
SRZ187473	328778	169500	692340	860502	1166400
SRZ187474	399586	225916	887076	858350	1587552
SRZ187475	359836	174426	722784	868136	1225662
SRZ187476	490178	233106	898232	1158478	1628056
SRZ187477	621136	462736	1342940	1275868	1959554
SRZ187478	1888946	1535616	4293458	6290660	2228620
SRZ187479	688016	322412	1160402	1190978	2430174
SRZ187480	547802	243034	724374	993390	1390972
SRZ187481	659518	251914	1009696	1135070	1864416
SRZ187482	704228	354068	1121660	1194238	1721154
SRZ187483	588962	267946	1036094	1145994	1766054
SRZ187484	1395806	486778	2724612	5312354	740336
SRZ187485	914370	312592	1846040	2783556	657214
SRZ187486	652530	246092	1237242	1942154	524588
SRZ187487	858620	435998	1652474	2880696	818598
SRZ187488	473610	330182	904886	2038458	465632
SRZ187489	852874	320436	1620584	1721744	1089328
SRZ187490	1079766	396056	1998348	2071986	1278892
SRZ187491	455730	233262	946916	1017664	1233134
SRZ187492	579278	280046	1203000	1398130	1688222
SRZ187493	529354	258636	1079884	1206794	1565530
SRZ187494	433034	214700	941682	1078782	1395034
SRZ187495	553138	266512	1110164	1311428	1727834
SRZ187496	700176	296642	1046516	1120326	1755378
SRZ187497	1268274	678846	1404674	1573424	2183032
SRZ187498	651502	258388	949358	1061640	1590024
SRZ187499	388058	201700	655712	794038	1000420
SRZ187500	452758	257822	764360	1183564	1639768
SRZ187501	351292	204190	551122	561022	974242
SRZ187502	354838	164508	619342	583676	1038276
SRZ187503	217998	116802	416640	411696	816438
SRZ187504	277012	148252	478556	447458	943276
SRZ187505	358538	201128	407346	523812	1642962
SRZ187506	448238	154888	829750	829596	778408
SRZ187507	305598	173522	768762	796038	826704
SRZ187508	1444672	539286	2824082	2973258	2317050
SRZ187509	828170	437590	1790024	1901950	2573248
SRZ187510	534920	327996	1014398	1245086	3704752
SRZ187511	181272	166786	904796	1980098	354504
SRZ187512	319530	188968	484790	724816	1181920
SRZ187513	1704264	854928	3551690	3651312	5994142
SRZ187514	200336	91858	453332	572182	961090
SRZ187515	202250	113082	456694	626858	974122
SRZ187516	298670	210214	458308	529222	2006612
SRZ187517	885304	387776	1968882	1825880	1433008
SRZ187518	324130	141182	650858	673684	470694
SRZ187519	348030	174268	818316	705966	571842
SRZ187520	990774	598802	1607240	1893576	2413278
SRZ187521	432424	364020	1702892	2800750	734174
SRZ187522	1110202	607930	3757760	8111892	1100064
SRZ187523	562120	258930	1063450	1021976	1141754
SRZ187524	1180484	621948	2283512	2298696	2417992
SRZ187525	712058	331200	1324910	1422580	1379456
SRZ187526	559432	249584	1150686	1085534	1189166
SRZ187527	385886	217798	971722	812800	918958
SRZ187528	441620	198280	1017792	881210	922002
SRZ187529	570110	209098	1247076	1100602	884468
SRZ187530	411874	155794	923512	777420	657418
SRZ187531	589530	258040	1344354	1174820	1143984
SRZ187532	1867392	1045622	4637946	4824164	4339260
SRZ187533	470650	217346	1049220	950994	987052
SRZ187534	487390	209662	1099802	962820	969412
SRZ187535	431156	205702	994824	890388	1068390
SRZ187536	319064	140152	530416	601784	607620
SRZ187537	717758	371332	1601702	1501628	2050044
SRZ187538	1425838	733172	3337996	2964382	3589696
SRZ187539	919344	440524	1890416	1806336	2316332
SRZ187540	963342	377612	1716416	1570400	2150160
SRZ187541	1372462	525640	2413964	2466208	1949270
SRZ187542	835856	343164	1682980	1621372	1395778
SRZ187543	804508	293844	1418778	1076388	967854
SRZ187544	1420810	523272	1942024	2113048	1753410
SRZ187545	708336	282844	1534040	1516812	1124516
SRZ187546	336710	259968	519168	573770	1242146
SRZ187547	548148	522784	2615342	3682242	913782
SRZ187548	662820	412274	2779066	5848946	833300
SRZ187549	295876	111408	570546	484240	513332
SRZ187550	426802	256472	923138	796826	2076230
SRZ187551	302000	285068	618498	565490	3898222
SRZ187552	449336	186186	972428	844342	736004
SRZ187553	450996	219728	944470	895190	1231924
SRZ187554	417028	160234	845480	701206	866850
SRZ187555	481858	198124	1069146	871702	925926
SRZ187556	359616	202002	887534	684578	1313122
SRZ187557	319658	143950	699970	620392	566710
SRZ187558	559606	266422	1174954	1141556	1050764
SRZ187559	639522	292496	1254378	1155808	1059130
SRZ187560	632930	315098	1521108	1436398	1530536
SRZ187561	535198	267390	1435020	1286650	1249576
SRZ187562	458970	244220	984558	878324	915746
SRZ187563	569794	247768	1279768	1095946	1087858
SRZ187564	838108	428058	1794520	1649364	2178876
SRZ187565	331676	176320	709188	621480	700380
SRZ187566	437256	233462	950696	820180	1038110
SRZ187567	520090	249450	1097086	977112	1067238
SRZ187568	465020	221264	992952	891526	1046150
SRZ187569	532378	293060	954746	857850	1166036
SRZ187570	433194	206936	891410	833556	1062714
SRZ187571	819192	378714	1623514	1527316	1727714
SRZ187572	309312	77018	585428	424350	378394
SRZ187573	285610	152988	605468	523162	813390
SRZ187574	759492	328008	1320262	1305916	1629432
SRZ187575	494104	230442	999202	951694	1169598
SRZ187576	371428	143420	669698	670478	901232
SRZ187577	647034	304716	1378494	1267364	1417820
SRZ187578	468258	190634	940086	851366	1003370
SRZ187579	117294	58552	249560	217502	374298
SRZ187580	149680	101282	397766	317254	540392
SRZ187581	261620	107628	490622	492216	683966
SRZ187582	495828	211394	1015866	962146	1251100
SRZ187583	516604	261688	1116108	1128568	1502792
SRZ187584	345724	120264	489142	507784	548832
SRZ187585	676894	241318	1037838	1092182	1169714
SRZ187586	393360	328632	317556	352926	453262
SRZ187587	405084	199244	692000	808264	914604
SRZ187588	264510	97520	437130	411936	342506
SRZ187589	147756	58728	264484	296046	296924
SRZ187590	385864	181440	828954	733176	780954
SRZ187591	384470	143210	497682	554108	608884
SRZ187592	517536	172210	807218	630104	649274
SRZ187593	440962	176936	651464	693408	693822
SRZ187594	302588	132374	615220	531218	720206
SRZ187595	519918	322858	920192	630118	733946
SRZ187596	228790	111056	417318	380104	445692
SRZ187597	902826	328176	1414308	1405678	1150662
SRZ187598	663812	308464	1138498	1240938	1071120
SRZ187599	338732	156544	672010	610582	666798
SRZ187600	310358	188392	658438	743384	1139030
SRZ187601	859706	543032	1515532	1606574	3070864
SRZ187602	685560	386018	1162342	1500688	2482684
SRZ187603	376702	266140	809378	839046	1307612
SRZ187604	728560	394826	1104868	1494994	4122264
SRZ187605	647852	410932	893890	989846	2140004
SRZ187606	646682	342438	972248	1073418	2274614
SRZ187607	331998	195330	603386	603996	1328534
SRZ187608	246818	136616	435926	484858	968100
SRZ187609	369938	183810	486072	639898	1134998
SRZ187610	214470	185218	906296	1443178	401896
SRZ187611	480856	242326	854340	875004	1746242
SRZ187612	609328	503326	675002	760208	1536084
SRZ187613	748546	338338	1236446	1300844	2498882
SRZ187614	482078	199066	869288	872630	1482580
SRZ187615	437662	218956	963002	1054072	1658208
SRZ187616	486416	306156	963380	1153140	2481512
SRZ187617	857390	469074	1642574	1782058	3322622
SRZ187618	481764	204470	742514	888074	1340816
SRZ187619	537704	229318	858960	1110042	1856304
SRZ187620	518710	248900	1041560	1238104	2063386
SRZ187621	407664	394978	691934	864598	2230754
SRZ187622	233980	205602	896266	1521730	476888
SRZ187623	395830	229224	1703504	2793862	560136
SRZ187624	684980	319922	984426	1159758	2232860
SRZ187625	368840	164164	652318	668504	1304354
SRZ187626	371410	175646	631920	716922	1114044
SRZ187627	1526462	1053450	2334854	2490396	3353162
SRZ187628	444168	252630	890420	1131602	1818620
SRZ187629	443360	233226	706788	749918	2054844
SRZ187630	372060	173824	650364	736004	1795944
SRZ187631	364766	174878	547138	616072	1458782
SRZ187632	1920348	702400	2062732	2446622	1532362
SRZ187633	2866088	819462	1454886	1963126	1756572
SRZ187634	1595500	461004	720772	881618	804684
SRZ187635	926982	260532	390060	388010	477106
SRZ187636	2594444	514474	945574	1114216	901674
SRZ187637	3184060	554258	1091054	1342300	1138048
SRZ187638	5073740	685598	2121296	2602670	1229256
SRZ187639	1945512	709898	1583074	2638106	1255182
SRZ187640	3592880	496284	1416870	1731324	929762
SRZ187641	1495130	313032	861176	1259904	674676
SRZ187642	2604916	744132	2819390	3507822	1835670
SRZ187643	2109576	824736	2989646	4442234	1986214
SRZ187644	2791882	674724	2436284	2909632	1048674
SRZ187645	1274798	362344	1285930	1610504	578534
SRZ187646	808080	299280	1014882	1374274	387826
SRZ187647	737782	294122	956314	1400262	350912
SRZ187648	17210	19060	29622	23842	26700
SRZ187649	35020	36916	86786	82842	50014
SRZ187650	29072	21312	45908	40980	24502
SRZ187651	25758	20144	44282	39006	24446
SRZ187652	27888	25780	46524	37362	27556
