	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus
SRZ187119	171638	26106.0	194306.0	550688.0	145790.0
SRZ187120	126856	22450.0	21452.0	172326.0	51960.0
SRZ187121	109766	39110.0	84454.0	422878.0	128378.0
SRZ187122	156254	34578.0	200336.0	408518.0	771908.0
SRZ187123	460792	136194.0	693944.0	1384064.0	274270.0
SRZ187124	310348	34442.0	735478.0	1380924.0	36232.0
SRZ187125	139740	41698.0	342714.0	984364.0	417806.0
SRZ187126	94316	68724.0	96248.0	354810.0	52986.0
SRZ187127	82238	4910.0	109142.0	293478.0	10552.0
SRZ187128	6604	6626.0	44178.0	81658.0	213338.0
SRZ187129	31470	24080.0	80606.0	258762.0	432344.0
SRZ187130	205264	92930.0	253294.0	530256.0	225154.0
SRZ187131	150384	31384.0	260628.0	566600.0	327832.0
SRZ187132	78658	28040.0	55350.0	179004.0	92646.0
SRZ187133	94826	21756.0	177898.0	454440.0	84998.0
SRZ187134	141788	37134.0	229986.0	479860.0	331870.0
SRZ187135	261720	86388.0	270084.0	460870.0	327358.0
SRZ187136	252636	46214.0	315212.0	665196.0	370326.0
SRZ187137	72776	25228.0	126502.0	296072.0	574116.0
SRZ187138	291910	111352.0	270914.0	552364.0	259036.0
SRZ187139	100944	22524.0	227334.0	523998.0	117664.0
SRZ187140	803940	83924.0	1884276.0	3208620.0	500184.0
SRZ187141	91150	20840.0	34514.0	166990.0	81586.0
SRZ187142	169916	28150.0	296252.0	751716.0	53244.0
SRZ187143	123310	18606.0	289832.0	389024.0	98736.0
SRZ187144	204546	48614.0	85110.0	207460.0	195904.0
SRZ187145	471326	39022.0	1258708.0	3596636.0	81498.0
SRZ187146	511128	58150.0	365234.0	757854.0	183922.0
SRZ187147	149048	73394.0	148570.0	405396.0	132752.0
SRZ187148	207132	40312.0	354684.0	842968.0	76498.0
SRZ187149	75974	16566.0	79816.0	187208.0	56338.0
SRZ187150	247208	104108.0	205514.0	356398.0	278988.0
SRZ187151	422674	64798.0	700546.0	1218162.0	356970.0
SRZ187152	466708	69258.0	686768.0	1220466.0	401130.0
SRZ187153	539156	148134.0	439766.0	729082.0	715664.0
SRZ187154	222670	72324.0	300300.0	800058.0	239842.0
SRZ187155	439676	90634.0	601318.0	1563664.0	436142.0
SRZ187156	718722	143778.0	697688.0	1907828.0	439402.0
SRZ187157	241264	55132.0	603310.0	1280954.0	148484.0
SRZ187158	160422	17576.0	266536.0	434460.0	139268.0
SRZ187159	228628	59778.0	245478.0	329338.0	261796.0
SRZ187160	76092	20300.0	151236.0	272336.0	24844.0
SRZ187161	341274	107466.0	576268.0	1632356.0	201424.0
SRZ187162	170092	89578.0	312718.0	587162.0	115074.0
SRZ187163	71818	58262.0	167328.0	304704.0	47692.0
SRZ187164	236732	75218.0	198908.0	502738.0	179344.0
SRZ187165	306044	121936.0	382526.0	663578.0	355388.0
SRZ187166	688506	33366.0	1105744.0	2864402.0	31342.0
SRZ187167	469990	67054.0	977420.0	1890924.0	2739542.0
SRZ187168	306906	103852.0	486270.0	903832.0	397276.0
SRZ187169	601936	69852.0	1225828.0	3378902.0	44216.0
SRZ187170	174634	68294.0	339790.0	533848.0	399936.0
SRZ187171	197158	96702.0	435100.0	588332.0	246522.0
SRZ187172	362724	202408.0	621146.0	1533814.0	363952.0
SRZ187173	429454	67894.0	707618.0	1656344.0	492532.0
SRZ187174	493588	198318.0	366058.0	698466.0	384644.0
SRZ187175	210688	15094.0	379348.0	806524.0	26444.0
SRZ187176	180620	60330.0	444504.0	872516.0	1886962.0
SRZ187177	338146	101202.0	354954.0	656998.0	325276.0
SRZ187178	252638	20148.0	274196.0	667802.0	67882.0
SRZ187179	159206	60180.0	742812.0	1481334.0	836532.0
SRZ187180	184228	86650.0	237490.0	399388.0	211306.0
SRZ187181	149950	34170.0	272892.0	614790.0	172954.0
SRZ187182	280970	50604.0	407002.0	1151288.0	789626.0
SRZ187183	304178	102336.0	447142.0	679914.0	340450.0
SRZ187184	377522	31648.0	753028.0	2408802.0	25608.0
SRZ187185	143408	99228.0	317912.0	630656.0	296860.0
SRZ187186	157426	91956.0	310702.0	531870.0	250944.0
SRZ187187	137748	43038.0	343438.0	905102.0	122108.0
SRZ187188	437116	159870.0	404706.0	944634.0	525744.0
SRZ187189	240904	89422.0	228286.0	469992.0	187740.0
SRZ187190	235774	43178.0	428080.0	1082614.0	101448.0
SRZ187191	165608	53498.0	575036.0	1163308.0	1154944.0
SRZ187192	85228	23054.0	37036.0	82622.0	95730.0
SRZ187193	276078	23464.0	638178.0	1917712.0	20226.0
SRZ187194	207794	48592.0	364700.0	824910.0	196906.0
SRZ187195	749230	298770.0	1287474.0	3033862.0	648138.0
SRZ187196	273712	33572.0	900286.0	2064142.0	33914.0
SRZ187197	177188	50368.0	769310.0	1771462.0	228950.0
SRZ187198	420196	228798.0	933936.0	1860914.0	723682.0
SRZ187199	764912	66782.0	1511920.0	3814878.0	141036.0
SRZ187200	716466	134444.0	1270180.0	2432260.0	1180554.0
SRZ187201	289294	182628.0	654776.0	1351502.0	327620.0
SRZ187202	747836	116044.0	876296.0	2415622.0	569070.0
SRZ187203	708028	120716.0	857718.0	2490462.0	619724.0
SRZ187204	225024	125100.0	390152.0	961982.0	215760.0
SRZ187206	81866	12362.0	330586.0	407216.0	13892.0
SRZ187207	195144	65414.0	918934.0	2371468.0	380084.0
SRZ187208	188816	54278.0	1014208.0	2837872.0	501856.0
SRZ187209	320792	98922.0	703170.0	2328076.0	324692.0
SRZ187210	310520	53432.0	673664.0	1470338.0	282894.0
SRZ187211	57598	13180.0	129930.0	360460.0	51002.0
SRZ187212	1117620	64968.0	455170.0	1064882.0	153816.0
SRZ187213	456658	111192.0	614592.0	1452236.0	414850.0
SRZ187214	732550	87776.0	579830.0	1573858.0	429094.0
SRZ187215	742016	128314.0	1010948.0	2577286.0	433376.0
SRZ187216	343644	73244.0	518882.0	1434744.0	215278.0
SRZ187217	446718	88696.0	537882.0	1159694.0	241720.0
SRZ187218	310632	51502.0	655370.0	2134354.0	238898.0
SRZ187219	320148	61184.0	478074.0	1933606.0	294914.0
SRZ187220	144590	38906.0	122746.0	390640.0	135712.0
SRZ187221	115280	33072.0	126022.0	324964.0	73454.0
SRZ187222	180458	70120.0	203604.0	452944.0	114446.0
SRZ187223	65546	34280.0	60190.0	140176.0	51254.0
SRZ187224	220978	74580.0	343886.0	1064004.0	152000.0
SRZ187225	171900	77202.0	370542.0	1080852.0	156118.0
SRZ187226	247140	75640.0	459518.0	1315726.0	199734.0
SRZ187227	159362	63094.0	346754.0	596560.0	212762.0
SRZ187228	153754	72362.0	128816.0	1030582.0	157144.0
SRZ187229	196048	39668.0	315202.0	2526550.0	119630.0
SRZ187230	498508	61328.0	1040920.0	2949398.0	293476.0
SRZ187231	230314	97376.0	208720.0	725874.0	191580.0
SRZ187232	510740	126418.0	600084.0	1858024.0	410516.0
SRZ187233	246854	72626.0	271086.0	780644.0	132652.0
SRZ187234	315602	107012.0	489572.0	2397428.0	111078.0
SRZ187235	224838	93668.0	411110.0	1931602.0	101528.0
SRZ187236	144542	32252.0	70392.0	125372.0	380504.0
SRZ187237	61740	30026.0	92674.0	125054.0	115310.0
SRZ187238	42634	37064.0	146308.0	272992.0	90446.0
SRZ187239	483958	67140.0	482272.0	939082.0	545800.0
SRZ187240	542342	81270.0	828816.0	1233238.0	890840.0
SRZ187241	136516	63414.0	135366.0	315170.0	329536.0
SRZ187242	142464	29002.0	95494.0	275228.0	287782.0
SRZ187243	179792	66958.0	520722.0	1810638.0	491916.0
SRZ187244	448152	63676.0	475260.0	1198458.0	1339196.0
SRZ187245	441376	78408.0	628096.0	1194274.0	1698472.0
SRZ187246	324850	210284.0	665310.0	3906938.0	2235650.0
SRZ187247	90132	37124.0	117130.0	270612.0	274326.0
SRZ187248	154298	103182.0	224520.0	555790.0	1042174.0
SRZ187249	107806	91286.0	251102.0	610146.0	1054478.0
SRZ187250	77136	25038.0	137550.0	241822.0	503804.0
SRZ187251	649048	92152.0	735146.0	1479800.0	763190.0
SRZ187252	91740	6536.0	100650.0	213026.0	105704.0
SRZ187253	151162	50794.0	93298.0	158416.0	335260.0
SRZ187254	201656	58242.0	110152.0	228720.0	245996.0
SRZ187255	258918	105772.0	362940.0	559544.0	354630.0
SRZ187256	206846	79174.0	234000.0	390326.0	269512.0
SRZ187257	290082	120150.0	414506.0	565654.0	364186.0
SRZ187258	232578	57020.0	450102.0	1015356.0	203724.0
SRZ187259	120338	27318.0	294480.0	515378.0	111738.0
SRZ187260	304116	222734.0	546102.0	1123278.0	375842.0
SRZ187261	212376	45468.0	355546.0	953950.0	1552370.0
SRZ187262	279618	115316.0	408590.0	983918.0	449930.0
SRZ187263	203282	94162.0	487934.0	827774.0	518926.0
SRZ187264	181996	44480.0	353632.0	735576.0	393844.0
SRZ187265	47414	11876.0	139848.0	165754.0	29550.0
SRZ187266	12926	5714.0	65960.0	61380.0	21900.0
SRZ187267	6264	5492.0	3506.0	9218.0	28566.0
SRZ187268	59198	22522.0	46498.0	67630.0	144096.0
SRZ187269	359958	74576.0	345868.0	687982.0	581594.0
SRZ187270	291122	35352.0	210414.0	299426.0	494116.0
SRZ187271	278428	45054.0	409138.0	568320.0	441220.0
SRZ187272	408518	42216.0	557196.0	678590.0	659886.0
SRZ187273	120544	61544.0	244428.0	514312.0	453324.0
SRZ187274	54950	21184.0	61966.0	117782.0	532466.0
SRZ187275	80584	42526.0	215034.0	1152140.0	892628.0
SRZ187276	425544	110252.0	368436.0	778998.0	729820.0
SRZ187277	300808	67490.0	433320.0	1224456.0	584344.0
SRZ187278	351062	82582.0	557990.0	1428292.0	782140.0
SRZ187279	326120	33188.0	488664.0	1115590.0	568794.0
SRZ187280	233588	20422.0	442046.0	1346578.0	281052.0
SRZ187281	69780	21052.0	426646.0	785874.0	170250.0
SRZ187282	214294	52592.0	924952.0	3066672.0	248590.0
SRZ187283	281242	66934.0	395970.0	909296.0	226190.0
SRZ187284	306090	49096.0	572926.0	1094912.0	316226.0
SRZ187285	209198	33086.0	440220.0	756748.0	524144.0
SRZ187286	109854	21498.0	27876.0	134922.0	51698.0
SRZ187287	156156	78914.0	152376.0	325412.0	318850.0
SRZ187288	155966	38074.0	83752.0	168998.0	214202.0
SRZ187289	256058	90504.0	199574.0	322016.0	287890.0
SRZ187290	33826	26762.0	45738.0	78970.0	23362.0
SRZ187291	517016	58698.0	751226.0	1741990.0	263490.0
SRZ187292	249632	47194.0	451222.0	1230818.0	150184.0
SRZ187293	54646	16420.0	150950.0	477902.0	769586.0
SRZ187294	113728	47546.0	371524.0	966128.0	1070878.0
SRZ187295	184452	70258.0	282614.0	557990.0	572456.0
SRZ187296	460038	130490.0	600514.0	1408752.0	787808.0
SRZ187297	239922	69458.0	401828.0	905102.0	617794.0
SRZ187298	346000	93034.0	643756.0	1470024.0	584630.0
SRZ187299	73610	68592.0	86046.0	159652.0	243200.0
SRZ187300	84152	30326.0	104112.0	230370.0	402340.0
SRZ187301	59750	24018.0	75206.0	114050.0	601934.0
SRZ187302	174070	69844.0	308576.0	666948.0	253668.0
SRZ187303	44068	33798.0	226170.0	572498.0	81078.0
SRZ187304	95998	45398.0	514842.0	1230436.0	155144.0
SRZ187305	107476	42628.0	1271212.0	1464086.0	208484.0
SRZ187306	622558	125676.0	1123370.0	3136636.0	288698.0
SRZ187307	204432	51354.0	379698.0	927426.0	905952.0
SRZ187308	197588	45080.0	323444.0	611660.0	436472.0
SRZ187309	132374	52376.0	259172.0	779064.0	688466.0
SRZ187310	177968	46222.0	359190.0	835918.0	506410.0
SRZ187311	330466	98644.0	330298.0	870142.0	546704.0
SRZ187312	290150	79208.0	502976.0	1375530.0	484948.0
SRZ187313	314038	66242.0	545644.0	1653620.0	462742.0
SRZ187314	341676	85134.0	389072.0	1109372.0	763204.0
SRZ187315	146368	27858.0	65748.0	129954.0	93764.0
SRZ187316	126598	21864.0	101642.0	167236.0	116868.0
SRZ187317	459136	87030.0	495478.0	1336148.0	307632.0
SRZ187318	184730	43268.0	230910.0	424440.0	222512.0
SRZ187319	71572	33934.0	225462.0	737494.0	122728.0
SRZ187320	97912	36802.0	407816.0	1268976.0	184160.0
SRZ187321	718686	82854.0	477430.0	955692.0	526494.0
SRZ187322	479656	58564.0	440096.0	1065014.0	527296.0
SRZ187323	483360	48456.0	399674.0	868488.0	417006.0
SRZ187324	391992	41360.0	537348.0	797404.0	241180.0
SRZ187325	60612	31670.0	61388.0	97008.0	173272.0
SRZ187326	168740	45810.0	105622.0	207462.0	260506.0
SRZ187327	122844	52396.0	118298.0	238430.0	258396.0
SRZ187328	163786	56526.0	163252.0	300608.0	270272.0
SRZ187329	244306	58024.0	352980.0	801470.0	317070.0
SRZ187330	253536	52962.0	323140.0	665478.0	283128.0
SRZ187331	326494	61004.0	342150.0	674368.0	308562.0
SRZ187332	246518	65528.0	394162.0	988204.0	557266.0
SRZ187333	92422	46728.0	113456.0	183366.0	80230.0
SRZ187334	147546	54020.0	140654.0	230364.0	164392.0
SRZ187335	269202	45670.0	218878.0	456406.0	176628.0
SRZ187336	107302	28038.0	220880.0	525628.0	240778.0
SRZ187337	129920	30250.0	108526.0	252640.0	467244.0
SRZ187338	112288	33200.0	114850.0	231268.0	474372.0
SRZ187339	155590	29774.0	119754.0	466592.0	941086.0
SRZ187340	91068	77308.0	908628.0	136818.0	108536.0
SRZ187341	60126	12364.0	156424.0	271328.0	192824.0
SRZ187342	102882	18026.0	200082.0	405680.0	195528.0
SRZ187343	105962	18314.0	233920.0	536696.0	203986.0
SRZ187344	41120	12588.0	185748.0	447888.0	132210.0
SRZ187345	567244	95698.0	1190368.0	3252800.0	174002.0
SRZ187346	319124	91868.0	879990.0	2021488.0	267642.0
SRZ187347	149290	29522.0	260630.0	766294.0	444962.0
SRZ187348	217324	44542.0	277970.0	783836.0	279576.0
SRZ187349	110662	41492.0	119234.0	176556.0	281818.0
SRZ187350	511524	87412.0	1364476.0	2904388.0	257922.0
SRZ187351	202136	23610.0	405176.0	925184.0	62454.0
SRZ187352	295732	47752.0	371128.0	867866.0	99314.0
SRZ187353	178450	50848.0	314216.0	1018188.0	1436576.0
SRZ187354	196776	27232.0	77156.0	160038.0	265218.0
SRZ187355	357006	119342.0	823342.0	1876612.0	500288.0
SRZ187356	108348	46044.0	435970.0	1041394.0	312334.0
SRZ187357	2523498	1007328.0	4775694.0	15353932.0	3118662.0
SRZ187358	962956	484904.0	1939944.0	5365290.0	567886.0
SRZ187359	202900	163026.0	492562.0	1222618.0	204488.0
SRZ187360	481946	194312.0	1327934.0	3473408.0	311090.0
SRZ187361	1019390	116016.0	2450948.0	8465790.0	364456.0
SRZ187362	416324	61748.0	545938.0	1098812.0	1153322.0
SRZ187363	197724	79788.0	290974.0	770478.0	291286.0
SRZ187364	111686	106230.0	197574.0	384806.0	172996.0
SRZ187365	94492	51520.0	96154.0	224528.0	108594.0
SRZ187366	467210	74880.0	899912.0	3069648.0	50140.0
SRZ187367	84060	13368.0	152486.0	374352.0	32946.0
SRZ187368	134068	22952.0	213864.0	577008.0	111838.0
SRZ187369	149446	17974.0	62818.0	155114.0	111062.0
SRZ187370	183886	55348.0	188106.0	349942.0	269988.0
SRZ187371	318190	63330.0	578924.0	1756858.0	802752.0
SRZ187372	389674	70778.0	320720.0	712424.0	359630.0
SRZ187373	240810	32030.0	455666.0	1099452.0	308090.0
SRZ187374	430600	86026.0	203414.0	584322.0	252630.0
SRZ187375	166538	36460.0	247094.0	601234.0	412440.0
SRZ187376	118260	63176.0	285080.0	551888.0	718916.0
SRZ187377	149498	58020.0	55088.0	138840.0	85376.0
SRZ187378	206518	45610.0	267726.0	618220.0	255574.0
SRZ187379	48526	40994.0	43808.0	138054.0	725032.0
SRZ187380	535236	100608.0	548182.0	1135116.0	354096.0
SRZ187381	561418	53378.0	528794.0	964634.0	226444.0
SRZ187382	169842	121160.0	227388.0	481274.0	1040352.0
SRZ187383	220904	29924.0	247296.0	638670.0	307600.0
SRZ187384	233904	36642.0	435340.0	1060482.0	163192.0
SRZ187385	226332	33034.0	424164.0	1075898.0	86074.0
SRZ187386	260636	83416.0	405630.0	1085490.0	365370.0
SRZ187387	46800	24644.0	176582.0	396210.0	1587040.0
SRZ187388	77916	18592.0	71084.0	177856.0	597194.0
SRZ187389	153524	23306.0	323266.0	795468.0	92864.0
SRZ187390	176064	68946.0	210082.0	640638.0	176854.0
SRZ187391	31292	38390.0	35350.0	99052.0	1131102.0
SRZ187392	252006	50042.0	333584.0	821450.0	63574.0
SRZ187393	432848	31356.0	256494.0	602322.0	218456.0
SRZ187394	38782	43816.0	9756.0	25158.0	10652.0
SRZ187395	212658	31524.0	125416.0	212802.0	182910.0
SRZ187396	128824	84704.0	75330.0	118284.0	814650.0
SRZ187397	86830	49818.0	358402.0	932608.0	187228.0
SRZ187398	88900	16124.0	204902.0	623338.0	70144.0
SRZ187399	537848	80322.0	263344.0	467316.0	778164.0
SRZ187400	37508	18060.0	47532.0	123236.0	72004.0
SRZ187401	142980	36878.0	350748.0	1390246.0	295476.0
SRZ187402	298770	96646.0	725050.0	2710722.0	355016.0
SRZ187403	797374	386846.0	381068.0	2243424.0	1985920.0
SRZ187404	579126	388772.0	740906.0	3507828.0	1869414.0
SRZ187405	170990	63340.0	733198.0	2047662.0	494340.0
SRZ187406	1438652	75736.0	361906.0	982516.0	473244.0
SRZ187407	289370	59610.0	74386.0	152502.0	134586.0
SRZ187408	286904	42112.0	208436.0	382494.0	206706.0
SRZ187409	152984	97496.0	346434.0	686972.0	2349900.0
SRZ187410	114360	56388.0	354600.0	1013144.0	320584.0
SRZ187411	197870	46644.0	205512.0	609398.0	301058.0
SRZ187412	85000	59970.0	271718.0	988844.0	2163400.0
SRZ187413	104194	70334.0	58136.0	104754.0	278212.0
SRZ187414	189260	25414.0	231038.0	530486.0	195646.0
SRZ187415	93380	21068.0	219120.0	689884.0	213454.0
SRZ187416	63508	6300.0	215886.0	405938.0	154076.0
SRZ187417	72634	49886.0	103656.0	328602.0	333258.0
SRZ187418	98184	14360.0	393632.0	806102.0	64206.0
SRZ187419	59304	21590.0	191028.0	464300.0	206402.0
SRZ187420	364082	50412.0	94044.0	207706.0	134420.0
SRZ187421	159302	24716.0	410758.0	1059718.0	368018.0
SRZ187422	351942	77512.0	504476.0	1138942.0	920784.0
SRZ187423	77692	19750.0	286398.0	550044.0	383338.0
SRZ187424	150878	37624.0	118444.0	201506.0	1464264.0
SRZ187425	58608	28178.0	69300.0	157122.0	1017822.0
SRZ187426	74272	37000.0	88908.0	147138.0	75674.0
SRZ187427	90328	38868.0	198270.0	468700.0	120932.0
SRZ187428	158974	42226.0	376674.0	1074554.0	267884.0
SRZ187429	185620	52982.0	414112.0	910076.0	847312.0
SRZ187430	1143458	232962.0	814036.0	1674348.0	460550.0
SRZ187431	273506	100996.0	1235306.0	20064428.0	596980.0
SRZ187432	95110	73874.0	397898.0	4689744.0	254198.0
SRZ187433	38058	34148.0	635160.0	18496156.0	105156.0
SRZ187434	204268	84444.0	952380.0	13280276.0	510192.0
SRZ187435	962526	139834.0	627016.0	1453884.0	1582822.0
SRZ187436	437658	39886.0	166926.0	332142.0	498028.0
SRZ187437	120056	44774.0	107916.0	270850.0	971430.0
SRZ187438	235248	89428.0	416654.0	1862446.0	1311268.0
SRZ187439	90970	61448.0	252200.0	434994.0	811652.0
SRZ187440	155728	86534.0	116876.0	187258.0	320526.0
SRZ187441	68902	39142.0	310268.0	2468902.0	386398.0
SRZ187442	47860	28388.0	107302.0	203886.0	728084.0
SRZ187443	114080	51278.0	211774.0	506256.0	654286.0
SRZ187444	79286	24936.0	162494.0	404966.0	435066.0
SRZ187445	57082	15016.0	156262.0	341270.0	337000.0
SRZ187446	98076	23698.0	187594.0	404708.0	383926.0
SRZ187447	107582	29624.0	250550.0	549900.0	535564.0
SRZ187448	142606	36472.0	123732.0	217534.0	414994.0
SRZ187449	51498	43596.0	337896.0	847348.0	153732.0
SRZ187450	289492	139802.0	1151036.0	4564668.0	214266.0
SRZ187451	62748	18026.0	149364.0	267756.0	232260.0
SRZ187452	63228	9402.0	70648.0	162762.0	135674.0
SRZ187453	211558	42552.0	188786.0	400088.0	736826.0
SRZ187454	225122	42992.0	237080.0	455236.0	777440.0
SRZ187455	230670	59926.0	218262.0	405772.0	519908.0
SRZ187456	177378	36848.0	160798.0	374308.0	604820.0
SRZ187457	173812	27862.0	162222.0	327874.0	620684.0
SRZ187458	87564	25742.0	123998.0	243026.0	405260.0
SRZ187459	187566	57634.0	281514.0	552438.0	723972.0
SRZ187460	150598	32544.0	260932.0	326850.0	606620.0
SRZ187461	161556	47698.0	230398.0	360502.0	685206.0
SRZ187462	65264	13994.0	103376.0	242474.0	282518.0
SRZ187463	63342	13824.0	101094.0	207162.0	329010.0
SRZ187464	41256	24430.0	82862.0	225082.0	320502.0
SRZ187465	50336	18336.0	66804.0	146124.0	300796.0
SRZ187466	78616	20562.0	68792.0	366524.0	576884.0
SRZ187467	121694	34712.0	112028.0	321458.0	492150.0
SRZ187468	19452	11924.0	44236.0	169344.0	212176.0
SRZ187469	97918	18890.0	130666.0	268136.0	361196.0
SRZ187470	85078	52312.0	113840.0	272236.0	323220.0
SRZ187471	68876	21276.0	87652.0	213672.0	345846.0
SRZ187472	154420	24610.0	202354.0	325740.0	556860.0
SRZ187473	81580	26270.0	247150.0	483372.0	444744.0
SRZ187474	94454	26266.0	296688.0	364786.0	535978.0
SRZ187475	79982	16814.0	224616.0	453214.0	490860.0
SRZ187476	116938	33412.0	297036.0	631058.0	670646.0
SRZ187477	176500	76460.0	256020.0	488266.0	526280.0
SRZ187478	328270	213582.0	1241380.0	3548116.0	263990.0
SRZ187479	226152	50460.0	236422.0	472206.0	827866.0
SRZ187480	232424	37798.0	82198.0	494354.0	441682.0
SRZ187481	182586	48158.0	255806.0	492302.0	851830.0
SRZ187482	213900	53288.0	255820.0	470670.0	750326.0
SRZ187483	98314	33512.0	237494.0	517040.0	707418.0
SRZ187484	373928	125422.0	954016.0	3649390.0	168134.0
SRZ187485	240760	48032.0	660760.0	1811224.0	202394.0
SRZ187486	197350	35172.0	252390.0	1095780.0	172798.0
SRZ187487	223588	73034.0	278570.0	1755722.0	223668.0
SRZ187488	126218	72844.0	189240.0	1508700.0	97952.0
SRZ187489	196414	34866.0	548166.0	889520.0	265950.0
SRZ187490	256594	41780.0	733620.0	1097590.0	315080.0
SRZ187491	109788	34090.0	269064.0	476756.0	364194.0
SRZ187492	121254	30654.0	301814.0	699742.0	530414.0
SRZ187493	113636	40856.0	317756.0	602070.0	477574.0
SRZ187494	97836	26780.0	268968.0	535170.0	404782.0
SRZ187495	119318	30074.0	287996.0	665114.0	528022.0
SRZ187496	200560	42044.0	264060.0	521566.0	616064.0
SRZ187497	321914	93352.0	322064.0	708464.0	767052.0
SRZ187498	202076	26484.0	227000.0	483722.0	580762.0
SRZ187499	100660	15416.0	99826.0	409194.0	233218.0
SRZ187500	132840	29752.0	113984.0	685856.0	448794.0
SRZ187501	60628	20312.0	75704.0	172802.0	363510.0
SRZ187502	77874	24710.0	89352.0	159742.0	401070.0
SRZ187503	40810	10894.0	74080.0	135018.0	302336.0
SRZ187504	57070	21754.0	65910.0	121148.0	370536.0
SRZ187505	59562	22678.0	65470.0	271560.0	581678.0
SRZ187506	83928	18912.0	153124.0	281988.0	323320.0
SRZ187507	49640	13560.0	127780.0	262318.0	336340.0
SRZ187508	199544	57384.0	479896.0	1188118.0	944394.0
SRZ187509	96208	56168.0	352066.0	715078.0	1206332.0
SRZ187510	73840	36348.0	190004.0	580956.0	1803810.0
SRZ187511	38334	23094.0	239618.0	1433264.0	72866.0
SRZ187512	87892	26204.0	165154.0	426452.0	534466.0
SRZ187513	269908	107624.0	742358.0	1420940.0	2450616.0
SRZ187514	45304	8570.0	176152.0	336256.0	415194.0
SRZ187515	39654	17314.0	167168.0	374772.0	399586.0
SRZ187516	80964	36602.0	101298.0	217822.0	706996.0
SRZ187517	90164	34602.0	258072.0	539402.0	409386.0
SRZ187518	50826	9246.0	95664.0	247562.0	141984.0
SRZ187519	33764	5620.0	73132.0	139212.0	112122.0
SRZ187520	274248	145190.0	425636.0	941960.0	1123586.0
SRZ187521	79098	47504.0	448276.0	1713262.0	196924.0
SRZ187522	425718	151944.0	1510262.0	6057468.0	239042.0
SRZ187523	58362	21792.0	105302.0	260574.0	348868.0
SRZ187524	110482	58132.0	249080.0	586898.0	666812.0
SRZ187525	115498	26360.0	168890.0	440542.0	414886.0
SRZ187526	64582	21110.0	164160.0	303622.0	387140.0
SRZ187527	27372	8822.0	70288.0	119746.0	231336.0
SRZ187528	44732	12880.0	140286.0	222028.0	191174.0
SRZ187529	58932	13146.0	161000.0	314390.0	224380.0
SRZ187530	70844	7092.0	154484.0	206414.0	156066.0
SRZ187531	53890	19058.0	169214.0	295686.0	249656.0
