#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	SRR6507280	SRR6507279	SRR6507278	SRR6507277	SRR5788468	SRR5788467	SRR5788466	SRR5788465	SRR5788464	SRR5788463	SRR5788462	SRR5788461	SRR5788460	SRR5788459	SRR5788458	SRR5788457	SRR5788456	SRR5788455	SRR5788454	SRR5788453	SRR5788452	SRR5788451	SRR5788450	SRR5788449	SRR5788448	SRR5788447	SRR5788446	SRR5788445	SRR5788444	SRR5788443	SRR5788442	SRR5788441	SRR5788440	SRR5788439	SRR5788438	SRR5788437	SRR5788436	SRR5788435	SRR5788434	SRR5788433	SRR5788432	SRR5788431	SRR5788430	SRR5788429	SRR5788428	SRR5788427	SRR5788426	SRR5788425	SRR5788424	SRR5788423	SRR5788422	SRR5788421	SRR5788420	SRR5788419	SRR5788418	SRR5788417	SRR5788416	SRR5788415	SRR5788414	SRR5788413	SRR5788412	SRR5788411	SRR5788410	SRR5788409	SRR5788408	SRR5788407	SRR5788406	SRR5788405	SRR5788404	SRR5788403	SRR5788402	SRR5788401	SRR5788400	SRR5788399	SRR5788398	SRR5788397	SRR5788396	SRR5788395	SRR5788394	SRR5788393	SRR5788392	SRR5788391	SRR5788390	SRR5788389	SRR5788388	SRR5788387	SRR5788386	SRR5788385	SRR5788384	SRR5788383	SRR5788382	SRR5788381	SRR5788380	SRR5788379	SRR5788378	SRR5788377	SRR5788376	SRR5788375	SRR5788374	SRR5788373	SRR5788372	SRR5788371	SRR5788370	SRR5788369	SRR5788368	SRR5788367	SRR5788366	SRR5788365	SRR5788364	SRR5788363	SRR5788362	SRR5788361	SRR5788360	SRR5788359	SRR5788358	SRR5788357	SRR5788356	SRR5788355	SRR5788354	SRR5788353	SRR5788352	SRR5788351	SRR5788350	SRR5788349	SRR5788348	SRR5788347	SRR5788346	SRR5788345	SRR5788344	SRR5788343	SRR5788342	SRR5788341	SRR5788340	SRR5788339	SRR5788338	SRR5788337	SRR5788336	SRR5788335	SRR5788334	SRR5788333	SRR5788332	SRR5788331	SRR5788330	SRR5788329	SRR5788328	SRR5788327	SRR5788326	SRR5788325	SRR5788324	SRR5788323	SRR5788322	SRR5788321	SRR5788320	SRR5788319	SRR5788318	SRR5788317	SRR5788316	SRR5788315	SRR5788314	SRR5788313	SRR5788312	SRR5788311	SRR5788310	SRR5788309	SRR5788308	SRR5788307	SRR5788306	SRR5788305	SRR5788304	SRR5788303	SRR5788302	SRR5788301	SRR5788300	SRR5788299	SRR5788298	SRR5788297	SRR5788296	SRR5788295	SRR5788294	SRR5788293	SRR5788292	SRR5788291	SRR5788290	SRR5788289	SRR5788288	SRR5788287	SRR5788286	SRR5788285	SRR5788284	SRR5788283	SRR5788282	SRR5788281	SRR5788280	SRR5788279	SRR5788278	SRR5788277	SRR5788276	SRR5788275	SRR5788274	SRR5788273	SRR5788272	SRR5788271	SRR5788270	SRR5788269	SRR5788268	SRR5788267	SRR5788266	SRR5788265	SRR5788264	SRR5788263	SRR5788262	SRR5788261	SRR5788260	SRR5788259	SRR5788258	SRR5788257	SRR5788256	SRR5788255	SRR5788254	SRR5788253	SRR5788252	SRR5788251	SRR5788250	SRR5788249	SRR5788248	SRR5788247	SRR5788246	SRR5788245	SRR5788244	SRR5788243	SRR5788242	SRR5788241	SRR5788240	SRR5788239	SRR5788238	SRR5788237	SRR5788236	SRR5788235	SRR5788234	SRR5788233	SRR5788232	SRR5788231	SRR5788230	SRR5788229	SRR5788228	SRR5788227	SRR5788226	SRR5788225	SRR5788224	SRR5788223	SRR5788222	SRR5788221	SRR5788220	SRR5788219	SRR5788218	SRR5788217	SRR5788216	SRR5788215	SRR5788214	SRR5788213	SRR5788212	SRR5788211	SRR5788210	SRR5788209	SRR5788208	SRR5788207	SRR5788206	SRR5788205	SRR5788204	SRR5788203	SRR5788202	SRR5788201	SRR5788200	SRR5788199	SRR5788198	SRR5788197	SRR5788196	SRR5788195	SRR5788194	SRR5788193	SRR5788192	SRR5788191	SRR5788190	SRR5788189	SRR5788188	SRR5788187	SRR5788186	SRR5788185	SRR5788184	SRR5788183	SRR5788182	SRR5788181	SRR5788180	SRR5788179	SRR5788178	SRR5788177	SRR5788176	SRR5788175	SRR5788174	SRR5788173	SRR5788172	SRR5788171	SRR5788170	SRR5788169	SRR5788168	SRR5788167	SRR5788166	SRR5788165	SRR5788164	SRR5788163	SRR5788162	SRR5788161	SRR5788160	SRR5788159	SRR5788158	SRR5788157	SRR5788156	SRR5788155	SRR5788154	SRR5788153	SRR5788152	SRR5788151	SRR5788150	SRR5788149	SRR5788148	SRR5788147	SRR5788146	SRR5788145	SRR5788144	SRR5788143	SRR5788142	SRR5788141	SRR5788140	SRR5788139	SRR5788138	SRR5788137	SRR5788136	SRR5788135	SRR5788134	SRR5788133	SRR5788132	SRR5788131	SRR5788130	SRR5788129	SRR5788128	SRR5788127	SRR5788126	SRR5788125	SRR5788124	SRR5788123	SRR5788122	SRR5788121	SRR5788120	SRR5788119	SRR5788118	SRR5788117	SRR5788116	SRR5788115	SRR5788114	SRR5788113	SRR5788112	SRR5788111	SRR5788110	SRR5788109	SRR5788108	SRR5788107	SRR5788106	SRR5788105	SRR5788104	SRR5788103	SRR5788102	SRR5788101	SRR5788100	SRR5788099	SRR5788098	SRR5788097	SRR5788096	SRR5788095	SRR5788094	SRR5788093	SRR5788092	SRR5788091	SRR5788090	SRR5788089	SRR5788088	SRR5788087	SRR5788086	SRR5788085	SRR5788084	SRR5788083	SRR5788082	SRR5788081	SRR5788080	SRR5788079	SRR5788078	SRR5788077	SRR5788076	SRR5788075	SRR5788074	SRR5788073	SRR5788072	SRR5788071	SRR5788070	SRR5788069	SRR5788068	SRR5788067	SRR5788066	SRR5788065	SRR5788064	SRR5788063	SRR5788062	SRR5788061	SRR5788060	SRR5788059	SRR5788058	SRR5788057	SRR5788056	SRR5788055	SRR5788054	SRR5788053	SRR5788052	SRR5788051	SRR5788050	SRR5788049	SRR5788048	SRR5788047	SRR5788046	SRR5788045	SRR5788044	SRR5788043	SRR5788042	SRR5788041	SRR5788040	SRR5788039	SRR5788038	SRR5788037	SRR5788036	SRR5788035	SRR5788034	SRR5788033	SRR5788032	SRR5788031	SRR5788030	SRR5788029	SRR5788028	SRR5788027	SRR5788026	SRR5788025	SRR5788024	SRR5788023	SRR5788022	SRR5788021	SRR5788020	SRR5788019	SRR5788018	SRR5788017	SRR5788016	SRR5788015	SRR5788014	SRR5788013	SRR5788012	SRR5788011	SRR5788010	SRR5788009	SRR5788008	SRR5788007	SRR5788006	SRR5788005	SRR5788004	SRR5788003	SRR5788002	SRR5788001	SRR5788000	SRR5787999	SRR5787998	SRR5787997	SRR5787996	SRR5787995	SRR5787994	SRR5787993	SRR5787992	SRR5787991	SRR5787990	SRR5787989	SRR5720344	SRR5720343	SRR5720342	SRR5720341	SRR5720340	SRR5720339	SRR5720338	SRR5720337	SRR5720336	SRR5720335	SRR5720334	SRR5720333	SRR5720332	SRR5720331	SRR5720330	SRR5720329	SRR5720328	SRR5720327	SRR5720326	SRR5720325	SRR5720324	SRR5720323	SRR5720322	SRR5720321	SRR5720320	SRR5720319	SRR5720318	SRR5720317	SRR5720316	SRR5720315	SRR5720314	SRR5720313	SRR5720312	SRR5720311	SRR5720310	SRR5720309	SRR5720308	SRR5720307	SRR5720306	SRR5720305	SRR5720304	SRR5720303	SRR5720302	SRR5720301	SRR5720300	SRR5720299	SRR5720298	SRR5720297	SRR5720296	SRR5720295	SRR5720294	SRR5720293	SRR5720292	SRR5720291	SRR5720290	SRR5720289	SRR5720288	SRR5720287	SRR5720286	SRR5720285	SRR5720284	SRR5720283	SRR5720282	SRR5720281	SRR5720280	SRR5720279	SRR5720278	SRR5720277	SRR5720276	SRR5720275	SRR5720274	SRR5720273	SRR5720272	SRR5720271	SRR5720270	SRR5720269	SRR5720268	SRR5720267	SRR5720266	SRR5720265	SRR5720264	SRR5720263	SRR5720262	SRR5720261	SRR5720260	SRR5720259	SRR5720258	SRR5720257	SRR5720256	SRR5720255	SRR5720254	SRR5720253	SRR5720252	SRR5720251	SRR5720250	SRR5720249	SRR5720248	SRR5720247	SRR5720246	SRR5720245	SRR5720244	SRR5720243	SRR5720242	SRR5720241	SRR5720240	SRR5720239	SRR5720238	SRR5720237	SRR5720236	SRR5720235	SRR5720234	SRR5720233	SRR5720232	SRR5720231	SRR5720230	SRR5720229	SRR5720228	SRR5720227	SRR5720226	SRR5720225	SRR5720224	SRR5720223	SRR5720222	SRR5720221	SRR5720220	SRR5720219
UNKNOWN	-1	99.64535	98.25117	99.06114000000001	97.96894	99.31169	99.10266	97.47057	96.9029	99.26212	98.07245999999999	97.96713000000001	97.76642	98.39276	98.38973	98.43048	97.94389	99.56066	99.91098000000001	99.88805	99.93682	99.4605	97.09102	96.77917	99.3382	99.77664	99.58830999999999	99.70766	99.74651	99.74043	99.76581	99.84346	99.83885	99.86976999999999	99.85072	99.81518	99.79601	99.36409	99.15438	99.3019	99.80277	99.54913	99.32115999999999	99.22515	99.08489	99.87379	99.88042	99.9359	99.88544	97.93500999999999	98.17528	99.35609000000001	99.70957	99.46462	98.59956	99.69659	98.10019	98.80833	98.69899000000001	99.6915	99.91169000000001	99.73693	97.10234	99.1319	99.3799	99.79741999999999	99.81951	98.50655	98.84252	99.19553	99.49283	98.83669	98.18089	98.07053	98.29508	98.35458	98.0926	98.37541999999999	99.53041	98.36094	98.77425	98.17548000000001	97.60331	97.74218	98.13367	99.39238	99.88024	98.71248	99.07334	96.5664	99.17478	97.71153000000001	98.73952	99.37946	99.66911	99.56225	98.41935	98.82183	99.76974	98.58610999999999	99.15718000000001	99.7073	99.86769	99.1356	99.5396	99.95591999999999	99.67771	99.14520999999999	99.75445	99.64180999999999	96.97807	98.25541	97.93443	99.29353	98.09151	97.86957	98.94591	97.63398000000001	97.39405	97.10429	99.11851	99.81039	99.89709	99.90836999999999	99.63084	99.83986	99.89477	99.81438	99.89707	92.46384	96.98899	99.75381999999999	87.62564	95.10308	82.81708	99.88105999999999	99.87714	99.91095	97.49179000000001	97.74318000000001	97.77195	99.66214000000001	97.54118000000001	99.09272	98.9089	99.64363	99.47721999999999	97.71511	97.00554	98.59293000000001	98.79341	99.77658000000001	99.72069	99.4649	99.33041999999999	98.8394	98.81313	98.56886999999999	99.67563	99.63274	97.67907	99.14834	99.83981999999999	99.83468	99.80542	99.88363000000001	99.84374	99.84433	99.85178	99.86653000000001	99.87087	99.85576	98.9451	98.36514	98.49918000000001	98.58418	98.44949	98.06	98.01866	97.98526	98.47868000000001	99.41662	97.53466999999999	99.42989	99.41403000000001	99.02474000000001	99.86654	99.41289	99.26086	99.75196	99.64739	99.13645	99.23409000000001	99.23200000000001	98.76424	98.52423	97.76323000000001	97.70414	97.89407	98.03696	98.52394	99.46803	99.70452	98.60085	97.58702	97.51737	98.9432	98.50445	99.87561	98.19693000000001	98.21113000000001	99.2807	99.19611	98.58676	98.56402	98.92184	98.73302	99.5673	98.6452	97.19555	99.06721	98.99042	99.70204	99.76594	99.8074	98.56451	98.40314000000001	98.04401999999999	98.58306	99.6721	99.75646	99.78685	98.74365999999999	98.40153000000001	98.61105	99.78709	99.69121	99.73593000000001	99.74407	99.64549	99.89304	99.79581999999999	99.88747	99.85754	99.72802	99.76171	99.46661	99.41551	98.99412	97.67471	99.65478	99.88826999999999	99.71243	99.77988	98.31035	98.52216999999999	99.87601	98.59043	99.69171	99.71598	99.65250999999999	99.70877	99.74958000000001	99.61811	99.66241	99.67596	99.6284	99.90493000000001	99.82500999999999	99.61466	99.80476999999999	99.84217	99.89066	99.7759	99.95691	99.75814	99.67883	99.82794	99.87933000000001	98.58066	99.86695	99.44108	98.47907	98.80226	99.81454000000001	97.01876	96.96629	99.61409	99.79337	96.5121	96.50950999999999	96.51779	95.97673	99.93082	99.80944000000001	98.07769	98.39573	98.73080999999999	99.15053	98.47532	97.00728000000001	97.16802	98.6173	99.77758	96.92813000000001	99.65913	97.84543000000001	98.26909	98.77784	98.64558000000001	99.40522	99.38217	99.32202	99.35983	99.31188	99.36237	97.93698	98.05695	99.03259	98.20523	99.62911	98.80592	99.71752	99.8906	98.53795	98.77405999999999	97.6121	99.54221	99.89928	99.5383	99.37184	98.17541	98.30629	98.10502	99.7053	99.50057	99.87693	99.9139	99.05216	97.46592	98.51049	98.74268000000001	99.89385	99.90025	97.55308000000001	97.64551999999999	99.16704	99.06099	98.24687	98.83723	98.80241	98.77654	98.92964	98.9317	99.23395	98.81612	98.74537	98.1435	99.81384	98.9337	99.68491999999999	97.46248	99.79769	99.38918000000001	99.59496999999999	99.7893	99.39039	99.57242	99.76293000000001	99.73533	99.70135	98.61846	98.64966	99.88044000000001	99.90708000000001	98.46221	97.95485	98.83539	98.6203	98.37640999999999	98.77051999999999	98.09029	98.46696999999999	99.6324	99.61841	99.18925	99.41543	99.26518	97.3115	99.71128	98.81059	99.44327	99.51184	99.81832	99.83835	99.84599	99.81231	99.87524	99.83033	99.77011999999999	99.84385	99.74914	99.85327	99.89446	99.77098000000001	97.08462	99.72287	99.63081	99.60948	99.73085	99.55359	98.7031	96.75588	99.75883	99.88512	98.74105	98.64974000000001	98.68743	98.61564	98.81605	98.94194	98.97771999999999	98.89114000000001	98.87333000000001	98.78111	99.91166	98.9092	97.36625	97.57486999999999	97.81643000000001	97.60642	97.66429000000001	98.04956	98.20966	98.25142	97.78423000000001	97.68706999999999	99.45283	99.73241999999999	99.69385	99.90525	99.87609	99.83736	99.84552	99.79603	99.8274	99.52926	99.63637	99.22892	98.35409	99.37996	95.80249	97.43592	98.90424	96.75725	96.79238000000001	99.30836	96.74474000000001	97.23864	99.80245	97.75239	98.29332	99.37255	99.44655999999999	99.86121	99.77679	99.75225	98.19728	97.96424	97.38061	97.66606	97.79463	98.37285	99.80865	99.16053000000001	97.41642	97.62386	98.32275	97.55081	99.14123000000001	99.49829	99.84748	98.8891	99.68966	99.49342	99.57342	98.24257	98.64877	99.8257	99.30269	98.90028000000001	98.87456	98.87858	99.84082	99.32729	99.15335	99.49478	98.52225	99.40584	97.04879	96.65897	99.00310999999999	99.73964000000001	99.64194	97.70855999999999	99.61169	99.42024	99.09399	99.75861	98.3555	99.12657	99.5571	97.68936	99.64589000000001	99.33671	96.46583000000001	99.62403	99.59602	98.91351999999999	99.66345	99.3827	99.58223000000001	98.97246	99.57718	95.43332	99.20875	99.04460999999999	95.61319	99.44395	98.11529	96.56493	96.75121999999999	99.56756	98.78825	99.33776	99.14859	97.81272	99.30634	96.33185999999999	99.69792	99.37991	97.36095999999999	99.7081	99.68845	99.29009	99.6359	99.73185	99.74974	99.67284000000001	99.57670999999999	99.79500999999999	98.55658000000001	99.51366999999999	97.98684	99.73796	99.50646	97.32895	99.78814	97.58032	99.33751	97.08218000000001	97.18175	99.48456999999999	96.31094	99.50235	99.87416	99.6684	99.26271	99.76041	99.77972	99.10556	99.58714	99.60543	99.60385	99.79221	99.39218000000001	99.69739	99.46059	99.15706999999999	99.27627	99.36095	99.51302	97.50245	96.99918000000001	99.44497	99.46056	99.65026	99.35798	96.45116999999999	99.16832	99.25579	99.59031	99.40267	99.59291	99.93271	99.86431	99.12771	98.59881	99.31989	99.35415	99.55283	98.984	97.21526	99.57160999999999	99.44923	99.45371	99.63277	96.44646	99.83633	99.78929000000001	97.4411
k__Archaea	2157	0.03269634228393396	0	0.01835310795385216	0	0	0.6815455775349546	0	0	0.004923886566723826	0	0	0	0	0.0003309101111390324	0	0	0.258531140800273	0.01534538443327917	0.01473233439951373	0.014928112601059453	0.1686582392915373	0	0.001324405542936373	0.04701103684359364	0.012920597870458456	0	0.0005942322788097249	0.0005463413244567538	0.019555445413974405	0.0036552129445286304	0	0	0	0	0	0	0.4321872853530043	0.5956318867589088	0.015012302612239313	0.05204634299120929	0.3769190768427109	0.5862974561933086	0.6544071630112536	0.7510125635446685	0.002807146098058837	0.00400385264032676	0.009351687658837121	0.015900071625301982	0	0	0.39203479068107816	0.1538617581813026	0.2761512713671133	0	0.019917844132926226	0	0	0	0.1255837449521593	0.024451254569711933	0.04973166437622255	0.01025190871723722	0.32915088837424705	0.3096635947980129	0.04644672412779678	0.02028503096443206	0.002488534328340169	0.0030535446075775287	0.28844351368373594	0.12313224240784347	0.02699246536082236	0.010500646446172171	0.013716995769834006	0.009160338045395258	0.008071613337865451	0.016035100983136312	0.003248507821896193	0.14825815617014454	0	0	0	0.0030476336698696893	0.0031216652175007353	0.006202197984660104	0.13120775011445213	0	0	0	0	0.5945168231128644	0	0.9971706731084911	0.00032398588441393667	0.13808756091409194	0.252912127802266	0	0	0	1.056307225392537	0.8028807757096664	0.1562060899461567	0.007426844566359095	0.6387632951993394	0.36723877612392253	0.0029720674702450717	0.002109642406386366	0.7738160780163827	0.17038771194286415	0.027825184395295768	0	0.004868973569570728	0.006410904793567854	0.2176278927672822	0.009744171343881131	0	0.4776367045639779	0	0	0	0.005515746945886454	0.0012514830501890646	0.015479627998157181	0.0007220618042161727	0	0.025710263910017503	0.0007350762735098156	0	0.0005732663657946077	0.1214956329040439	0	0.048109259572889036	0.2785988304068052	0.18533964459911254	0.04122526844676022	0.02748639838427564	0.0645274208298267	0.022426428634147826	0.008107777330387641	0	0	0.0020323830795782594	0.0016265095819373012	0	0.3345241496597293	0.10511073051865376	0.20810778541836505	0	0	0	0.027126073014541414	0.10541183483102676	0.1167512895537118	0.2678090596159577	0.26438087481661515	0.040435945260082984	0.021922050339665218	0.023123950934781246	0.1520447421989752	0.14193481245482134	0	0.01529408816464601	0	0	0	0	0.0007786722790857977	0.0004596885044417503	3.40006232030655e-05	0.0004437604097067863	0.00012928709470594042	0.00011593642405035507	0.0028038282169114684	0.001264894928445895	0.001856511022645361	0.003184322934124477	0.013796424460352556	0	0	0	0	0.12842602462003316	0.0030720503746702824	0.040702333607837884	0.3027432571377832	0.6057425388090446	0	0.1951873689808372	0.2306828930906731	0.011430469712376398	0.07891473506093122	0.6687499002369053	0.5854731357011753	0.0025863783548530266	0.002050990382433948	0	0	0	0	0.0032272366098613408	0.001793121529346789	0.1512412321534448	9.88375948835832e-05	0.0054898598915246784	0	0	0.2505104953705326	0.019374590780935588	0.07370387557785886	0	0	0	0.00043530638340894	0	0	0	0	0.02903720728519005	0	0	0	0	0.2034498514155796	0.16012719340968826	0.1069014931335944	0	0	0	0	0.13939461935014005	0.050396152263142584	0.046276380936578175	0	0.0005191829248196259	0	0.0009951640760417354	0.029766334768186138	0	0	0.00022366107683175385	0.006723065645864696	0.024867044256794868	0.011896024497557823	0.016637950746048097	0.046061203160479326	0.12882747988445808	0.016585753854802918	0.1904094839074942	0.4761029164771271	0.000382974844400112	0.23364924240048016	0.04975801538102235	0.13389762295848268	0.12295780536282855	0.012057024480299302	0.014734901562962725	0.0611905234195834	0.008616262587430009	0.02811542929190316	0.051761260843686166	0.03156755962997276	0.01115954212946638	0.013694475845448957	0.015192671012931168	0.011465309763408696	0.01152379726194729	0.014955367921211944	0	0	0.1375242666903425	0.0009274129265596652	0.0011935411779067766	0.00034260653371293357	0.00024166801105416627	0.0050151146617573965	0.030976378133641656	0.039888886046183514	0.0703014697729795	0.04752101411437959	0	0	0.3080510683254328	0	0.009464055622165094	0.003922311104572054	0	0	0.0966135420692404	0.004666841515194057	0	0	0	0	0.009000922763126033	0	0	0	0	0.3801576413677157	0.4755517229349107	0.001499652733103726	0	0	0.0002449739769783413	0.13009587592054914	0.10927494088292597	0	0	0	0	0	0	0	0	0	0	0.010246605280070141	0.012429493594589842	0	0.007920340102196135	0.1911299002511666	0	0.10943385593897156	0.07841242677028079	0	0	0	0.14631962708903992	0.0138422715001994	0	0.2208496989767014	0.009021876631315479	0.008570846637382706	0	0.1504435222763318	0.27537450235041744	0	0	0.0008518205982004137	0.000315746800135074	0	0.0003520496772362081	0.00458349698630835	0	0	0.0007433091826058334	0	0	0	0	0	0	0	0	0	0	0	0	0.0409918707297236	0	0.03083647209596868	0	0.08884794745616477	0.2935782601102665	0	0.09488397736036136	0.3338323660991589	0.27270267421313193	0	0.0005423352183110731	0.12198500825415327	0	0	0.0006911788952802207	0.0032177642991509693	0	0	0	0	0	0	0	0	0.0713911637522146	0.008777027035240694	0.04408616967584512	0	0.21581698609796016	0	0.13965155970294454	0.5793046829373921	0.06622608592252277	0.056010648272850135	0.0038563496179909525	0.0028340129345581604	0.0020238430163820576	0.003242447832447365	0	0.0015455741145324628	0.03070857486771818	0.006396316419707099	0.019158946805497103	0.00398457601596748	0.05271506804969039	0.08004601416345726	0	0.04986602718043882	0.08909989501512727	0.005912080652534868	0.07136508635507251	0.22832725621162536	0.1101592565656992	0	0	0.0006686093999429844	0	0	0	0	0	0	0	0	0	0	0.011032807436296404	0	0.0027549001926667287	0.0026082301939787072	0.005060428182331391	0.00818077311757986	0.0024020435433857712	0.006181126802285481	0.00866400690630934	0.01296311190851864	0.0061248306146095355	0.002900178094553061	0.028829806275235306	0.000265275972500108	0.0010160075801033818	0	0	0.020320750345938502	0.017069995296825853	0.036366285395655236	0.015772418380648124	0.25986702935324635	0.15288601305037808	0.04588309678788845	0.0020328620749256398	0.4007737331906585	0	0.00042076568211122766	0.7840053695522482	0	0	0.32697073343543553	0	0	0.030259744810370456	0.004709874175535791	0	0.07345316403627157	0.3669599273651632	0.04567991603557845	0.10841120427082332	0.17738728414529914	0	0	0.006043973531624671	0.0035107068146022816	1.2215916823332236	0.006829321243495889	0.06594855029895012	0.6640878892141127	0.004186954238749937	0.003228696864007821	0.008802857231980923	0.0033997245497164267	0.4935706309533728	0.2571874948440083	0.01480772117879977	0	0.0005925581698613446	0	0.2614408901920791	0.004767742010122328	0	0.07930703040216712	0.03995436392911865	0.14747218201679566	0.12603442547171131	0.07034283979045254	0.08036973795943061	0.35860532243419074	0.04769463903210837	0.31422607929000435	0	0.40657968611306783	0	0	0.052907096494072534	0	0.09767540842267816	0	0.2059676734473641	0.34056007244495473	0.1778352670255631	0	0	0.17993804479137993	0.19812995069084996	0	0.18682721293419247	0.05490043459061796	0	0.1493009231952267	0.0017795915021796718	0.3456100294602055	0.01964199145642526	0.4180109767019464	0.0313165826904553	0	0.2032605180062424	0	0.5469354034795192	0.035258318925195514	0	0.33742802703323416	0.11271511994624207	0	0	0.2844189793310365	0.014593517771853725	0.4696897765234708	0.4587940491127596	0.0014138595335289295	0.3960414753558028	0	0.03351319281159865	0.33764340176839913	0	0.0003008572505627627	0	0.0043115958403794	0.17136321698865448	0	0.05712369482266755	0.1977646610649932	0.07416678719136248	0.09917231068266047	0	0.03238521949958312	0	0.023938100472215198	0.234390778744285	0.025292932501323653	0.01655347373600953	0	0.155895703778655	0	0.0006729976224349233	0.33866097804760736	0	0.3619155679833922	0.05474050786237894	0.054205896185409684	0	0.0964010683322734	0	0.6104837798756197	0.08239812586699563	0	0.0441992811013307	0.06619517901807644	0.3868761916869229	0.05208225609971552	0.03673275330388049	0	0.4380168721920296	0.03932034529012921	0.22011773344601773	0.021963438200392517	0	0.19118884864774596	0.17413968202553134	0.15952266226702444	0.4498189137018036	0	0.427128066492804	0.40250597465525145	0.04555417909875131	0.2480293226886631	0.2213930987493367	0	0.04779743820899191	0.04893979274300368	0.3043091640993061	0.43117497226172935	0.042383736019147064	0.3046894861039953	0.002295249198811663	0	0.08929290338573928	0.09331239920168008	0.3900637617133999	0.0022191078628386977	0	0.06005658624342819	0.0046781694781980725	0
k__Archaea|p__Candidatus_Heimdallarchaeota	2157|1936272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008107777330387641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040685708049172575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014098698874225556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
