	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus
SRZ187258	589819	50875.0	1047176.0	2897705.0	338717.0
SRZ187259	363810	24056.0	784152.0	1727793.0	197690.0
SRZ187260	809474	316960.0	1096802.0	3078339.0	620337.0
SRZ187261	483160	39461.0	702397.0	2040652.0	2463066.0
SRZ187262	574173	158123.0	950812.0	2643947.0	934360.0
SRZ187263	436269	100765.0	1126258.0	2829302.0	1076014.0
SRZ187264	374610	44408.0	759931.0	2171373.0	866902.0
SRZ187265	100674	19721.0	270032.0	489234.0	33727.0
SRZ187266	14576		64314.0	93055.0	24851.0
SRZ187267	17170	5406.0	5780.0	20991.0	35975.0
SRZ187268	121040	18212.0	81767.0	136884.0	222599.0
SRZ187269	603727	72053.0	580511.0	1619496.0	942271.0
SRZ187270	422455	26236.0	352739.0	803723.0	784041.0
SRZ187271	438412	23869.0	617885.0	1288644.0	709161.0
SRZ187272	616478	23403.0	747550.0	1471336.0	1045870.0
SRZ187273	284699	56471.0	537891.0	1374376.0	629398.0
SRZ187274	129565	14258.0	128045.0	409940.0	674181.0
SRZ187275	114191	33704.0	339741.0	1634147.0	1102898.0
SRZ187276	719599	77876.0	739551.0	1944213.0	1019292.0
SRZ187277	518022	54702.0	889040.0	3032270.0	962440.0
SRZ187278	624056	62219.0	1156843.0	3583055.0	1290082.0
SRZ187279	549194	18466.0	883690.0	2663152.0	972633.0
SRZ187280	411854	15017.0	720822.0	2724550.0	480546.0
SRZ187281	80931	27289.0	696293.0	1887755.0	302441.0
SRZ187282	421727	56830.0	1586524.0	6703918.0	505040.0
SRZ187283	633986	64928.0	800224.0	2441817.0	346183.0
SRZ187284	712984	43951.0	1111120.0	2950233.0	475746.0
SRZ187285	481980	17554.0	892584.0	1686766.0	804813.0
SRZ187286	272027	36956.0	74122.0	355929.0	110716.0
SRZ187287	295000	90762.0	291326.0	745842.0	780405.0
SRZ187288	307716	36808.0	166334.0	447424.0	462558.0
SRZ187289	513677	128013.0	458604.0	953915.0	586626.0
SRZ187290	61828	38550.0	141215.0	279760.0	48031.0
SRZ187291	1415860	42874.0	1764298.0	4940271.0	427511.0
SRZ187292	791884	59691.0	1118216.0	3736570.0	234848.0
SRZ187293	116029	5638.0	409801.0	1369184.0	1274089.0
SRZ187294	274783	50710.0	815651.0	2237902.0	1767320.0
SRZ187295	361627	80624.0	495729.0	1170365.0	950722.0
SRZ187296	983879	136780.0	1342772.0	4104726.0	1675726.0
SRZ187297	485126	70008.0	800948.0	2614673.0	1216771.0
SRZ187298	727216	85847.0	1361346.0	4077744.0	1181343.0
SRZ187299	267919	119874.0	245152.0	587127.0	456571.0
SRZ187300	302260	27845.0	227560.0	698072.0	718619.0
SRZ187301	123904	9394.0	145151.0	274575.0	943402.0
SRZ187302	421761	84275.0	738249.0	2277166.0	482849.0
SRZ187303	106124	76691.0	492849.0	1599351.0	193526.0
SRZ187304	213661	77229.0	1011048.0	3574925.0	366705.0
SRZ187305	238542	63236.0	2303681.0	3738353.0	545088.0
SRZ187306	1296878	126212.0	1971266.0	6246870.0	383597.0
SRZ187307	370902	80213.0	675016.0	1921621.0	1271669.0
SRZ187308	461773	31860.0	562204.0	1301257.0	623488.0
SRZ187309	233648	78778.0	392071.0	1405139.0	978939.0
SRZ187310	293235	47010.0	498023.0	1371537.0	705576.0
SRZ187311	546933	93345.0	686096.0	2213916.0	870772.0
SRZ187312	470625	54609.0	821868.0	2819401.0	786112.0
SRZ187313	514121	54913.0	945032.0	3258761.0	752567.0
SRZ187314	566400	48767.0	705036.0	2297166.0	1182230.0
SRZ187315	315866	31876.0	134367.0	328415.0	215915.0
SRZ187316	274769	21715.0	191370.0	463675.0	283098.0
SRZ187317	837134	75497.0	1026461.0	3948253.0	674073.0
SRZ187318	332418	44607.0	420725.0	1207836.0	465776.0
SRZ187319	197235	38977.0	555753.0	2538565.0	430243.0
SRZ187320	191316	26505.0	793981.0	3552509.0	494653.0
SRZ187321	1278498	39759.0	880541.0	2258147.0	785849.0
SRZ187322	1028210	48338.0	993630.0	2911534.0	826474.0
SRZ187323	942251	31137.0	833922.0	2365866.0	657179.0
SRZ187324	715421	26792.0	1129127.0	1876811.0	382813.0
SRZ187325	97029	31048.0	87536.0	179983.0	304784.0
SRZ187326	316681	42517.0	249920.0	612908.0	451865.0
SRZ187327	209467	58473.0	282464.0	703501.0	465580.0
SRZ187328	276067	41405.0	320160.0	910792.0	485868.0
SRZ187329	591811	47091.0	931795.0	2564777.0	560398.0
SRZ187330	554554	44499.0	843301.0	2096562.0	484242.0
SRZ187331	720816	51990.0	775134.0	1997635.0	499298.0
SRZ187332	590862	66113.0	956304.0	2768925.0	886715.0
SRZ187333	171299	56283.0	205371.0	398719.0	147623.0
SRZ187334	263722	44673.0	278942.0	587785.0	306891.0
SRZ187335	596864	34739.0	547338.0	1521913.0	411097.0
SRZ187336	259585	23438.0	563568.0	1745689.0	673291.0
SRZ187337	333952	31080.0	258072.0	773231.0	831051.0
SRZ187338	304936	24145.0	249705.0	714461.0	823863.0
SRZ187339	714725	19912.0	259121.0	1115388.0	1510626.0
SRZ187340	174285	152351.0	1291389.0	382578.0	193338.0
SRZ187341	152086	11470.0	386877.0	935019.0	408609.0
SRZ187342	222283	24841.0	497966.0	1520688.0	445723.0
SRZ187343	246516	19550.0	586943.0	1869032.0	524413.0
SRZ187344	98390	4717.0	345098.0	1204373.0	395580.0
SRZ187345	1168068	90343.0	2198907.0	6665620.0	241928.0
SRZ187346	669339	66446.0	1591346.0	4488166.0	382008.0
SRZ187347	466839	19479.0	567441.0	1647604.0	636385.0
SRZ187348	451757	42746.0	458639.0	1636740.0	449183.0
SRZ187349	190397	25902.0	235215.0	457123.0	526285.0
SRZ187350	1325581	94050.0	3067377.0	7057575.0	414019.0
SRZ187351	509322	22660.0	912820.0	2597523.0	105489.0
SRZ187352	703032	49765.0	772633.0	2183054.0	146609.0
SRZ187353	320077	31259.0	525158.0	2056217.0	2102888.0
SRZ187354	368898	36720.0	180656.0	449800.0	518507.0
SRZ187355	599116	133081.0	1316355.0	3336612.0	722331.0
SRZ187356	177789	60875.0	650995.0	1720149.0	450513.0
SRZ187357	3599085	977585.0	6498568.0	24800561.0	4029818.0
SRZ187358	1390530	536362.0	3119102.0	9687891.0	830419.0
SRZ187359	340807	182204.0	842055.0	2284409.0	312726.0
SRZ187360	654123	141406.0	2249145.0	6651483.0	450863.0
SRZ187361	1818673	123028.0	4037413.0	14993829.0	510392.0
SRZ187362	773706	52958.0	1213079.0	2730777.0	1713911.0
SRZ187363	306821	38342.0	539896.0	1638040.0	399958.0
SRZ187364	131204	103958.0	284190.0	699591.0	257820.0
SRZ187365	157361	32563.0	143187.0	429713.0	161636.0
SRZ187366	886018	88558.0	1523692.0	5745866.0	72457.0
SRZ187367	291916	13359.0	392266.0	1387658.0	50538.0
SRZ187368	332930	18607.0	439259.0	1673157.0	163868.0
SRZ187369	279306	20771.0	117101.0	339778.0	168932.0
SRZ187370	314545	75299.0	390063.0	883451.0	467239.0
SRZ187371	674443	58012.0	1173716.0	3976478.0	1126803.0
SRZ187372	751830	116609.0	590821.0	1754970.0	625254.0
SRZ187373	737177	32833.0	1119277.0	3070463.0	482390.0
SRZ187374	971176	59727.0	436009.0	1609004.0	506558.0
SRZ187375	472243	35863.0	682713.0	1830404.0	638440.0
SRZ187376	346940	79183.0	821236.0	1879464.0	1114476.0
SRZ187377	372327	184947.0	101825.0	365704.0	187790.0
SRZ187378	630530	59539.0	714856.0	2078157.0	398222.0
SRZ187379	102878	40608.0	88983.0	336045.0	1179407.0
SRZ187380	1050811	111694.0	868542.0	2307989.0	614874.0
SRZ187381	1205465	52605.0	1321771.0	2374126.0	327996.0
SRZ187382	393258	133382.0	479362.0	1207363.0	1582600.0
SRZ187383	498075	35837.0	458460.0	1452328.0	509833.0
SRZ187384	676490	26011.0	1010795.0	2955892.0	264864.0
SRZ187385	598537	26052.0	935526.0	2725600.0	137875.0
SRZ187386	690421	87915.0	957279.0	2776429.0	520403.0
SRZ187387	90982	11628.0	245283.0	699863.0	2044706.0
SRZ187388	173302	23007.0	132128.0	453032.0	851280.0
SRZ187389	405559	12297.0	687980.0	2088884.0	154112.0
SRZ187390	368745	72089.0	483376.0	1653360.0	252899.0
SRZ187391	77011	29255.0	90402.0	238859.0	1543775.0
SRZ187392	632357	64371.0	686243.0	2235774.0	103973.0
SRZ187393	795428	26257.0	512624.0	1554138.0	335313.0
SRZ187394	84409	55091.0	16378.0	53441.0	20979.0
SRZ187395	320746	35005.0	209141.0	542279.0	248918.0
SRZ187396	210247	92228.0	114655.0	259273.0	1075265.0
SRZ187397	163198	37829.0	866025.0	2594343.0	410028.0
SRZ187398	296442	11656.0	531543.0	1855187.0	159275.0
SRZ187399	987789	74568.0	459594.0	1114040.0	1124015.0
SRZ187400	97203	16091.0	88308.0	374816.0	183156.0
SRZ187401	231072	26734.0	505493.0	2468799.0	405565.0
SRZ187402	436540	112548.0	1176989.0	4846363.0	492760.0
SRZ187403	1104091	455020.0	517843.0	3495752.0	2538164.0
SRZ187404	761409	447086.0	939437.0	5310728.0	2407122.0
SRZ187405	221545	40303.0	1065196.0	3695444.0	641116.0
SRZ187406	1984309	72162.0	562086.0	1786494.0	634804.0
SRZ187407	464295	70116.0	118675.0	334438.0	225128.0
SRZ187408	483209	21790.0	356578.0	863242.0	391689.0
SRZ187409	240144	107807.0	558845.0	1218019.0	3069862.0
SRZ187410	176173	30290.0	509803.0	1924685.0	465409.0
SRZ187411	327568	39754.0	376441.0	1316400.0	451292.0
SRZ187412	154342	44288.0	484016.0	2075147.0	2945389.0
SRZ187413	190818	96348.0	77565.0	176921.0	402505.0
SRZ187414	292633	15700.0	398907.0	1097511.0	267686.0
SRZ187415	282817	17529.0	658068.0	2212245.0	332927.0
SRZ187416	149777	3753.0	586720.0	1182161.0	223584.0
SRZ187417	106692	42096.0	181710.0	653046.0	446660.0
SRZ187418	243021	5398.0	849877.0	1984246.0	80845.0
SRZ187419	177948	12358.0	531013.0	1380077.0	338960.0
SRZ187420	599179	74809.0	152186.0	469070.0	209613.0
SRZ187421	456596	23231.0	1046948.0	2827601.0	543243.0
SRZ187422	652009	62685.0	1061553.0	2963963.0	1395457.0
SRZ187423	167210	15749.0	720544.0	1554040.0	516302.0
SRZ187424	553557	33075.0	299556.0	656706.0	2177843.0
SRZ187425	87428	13687.0	136652.0	388900.0	1363675.0
SRZ187426	144321	57491.0	177613.0	393144.0	138289.0
SRZ187427	183289	56065.0	415790.0	1228507.0	268340.0
SRZ187428	319380	35404.0	796997.0	2880054.0	628689.0
SRZ187429	359301	59603.0	836088.0	2412153.0	1189735.0
SRZ187430	1725860	247807.0	1398621.0	3247899.0	706818.0
SRZ187431	458551	77178.0	1564498.0	26896777.0	992350.0
SRZ187432	159092	67834.0	542435.0	7025930.0	369243.0
SRZ187433	84181	40258.0	706881.0	24131510.0	137774.0
SRZ187434	350836	113033.0	1491640.0	19236041.0	834234.0
SRZ187435	1393295	125916.0	1125081.0	3176918.0	2260141.0
SRZ187436	655985	32048.0	248817.0	729385.0	720872.0
SRZ187437	200412	41088.0	176439.0	504566.0	1290531.0
SRZ187438	427760	90866.0	654544.0	2942564.0	1762732.0
SRZ187439	142828	36458.0	397374.0	832322.0	1083303.0
SRZ187440	254373	110880.0	268657.0	574600.0	487531.0
SRZ187441	131853	37993.0	458600.0	3996483.0	559559.0
SRZ187442	89077	17332.0	247404.0	472509.0	1032039.0
SRZ187443	339693	41549.0	601269.0	1664574.0	979685.0
SRZ187444	279361	17055.0	481230.0	1366643.0	657502.0
SRZ187445	151629	5254.0	414193.0	1164855.0	472636.0
SRZ187446	275231	12526.0	476872.0	1324528.0	558682.0
SRZ187447	248342	24279.0	577276.0	1601167.0	764457.0
SRZ187448	307320	38473.0	226216.0	592223.0	702540.0
SRZ187449	90118	38445.0	572074.0	1798791.0	292680.0
SRZ187450	435810	115981.0	1515225.0	6819944.0	317539.0
SRZ187451	178653	7006.0	364149.0	892646.0	352473.0
SRZ187452	193214	6903.0	175428.0	573130.0	193438.0
SRZ187453	570626	35079.0	408505.0	1065273.0	1139428.0
SRZ187454	563120	18086.0	526771.0	1258160.0	1235892.0
SRZ187455	556691	76417.0	492440.0	1096056.0	759099.0
SRZ187456	442661	30971.0	424119.0	1186480.0	985775.0
SRZ187457	427749	15498.0	344815.0	1012174.0	940035.0
SRZ187458	205015	15863.0	234126.0	754562.0	623037.0
SRZ187459	465517	48466.0	610021.0	1499985.0	1133719.0
SRZ187460	372621	17275.0	581092.0	781211.0	880136.0
SRZ187461	367336	26189.0	483065.0	961152.0	1047587.0
SRZ187462	259434	11389.0	327884.0	1038004.0	459414.0
SRZ187463	162467	11188.0	227474.0	750795.0	497473.0
SRZ187464	138542	27101.0	321280.0	937054.0	490799.0
SRZ187465	196667	21689.0	235224.0	616270.0	442277.0
SRZ187466	133340	35574.0	98129.0	606559.0	756905.0
SRZ187467	377666	35706.0	276039.0	1101429.0	735980.0
SRZ187468	71985	6183.0	163850.0	853307.0	321764.0
SRZ187469	271507	8026.0	359925.0	874043.0	566802.0
SRZ187470	238071	58267.0	314675.0	1050919.0	502953.0
SRZ187471	228484	10623.0	242838.0	904586.0	538111.0
SRZ187472	385914	13188.0	413615.0	868681.0	859156.0
SRZ187473	286773	38212.0	849131.0	1881380.0	667365.0
SRZ187474	244099	14087.0	824892.0	1239765.0	721607.0
SRZ187475	226967	12614.0	677116.0	1584804.0	710672.0
SRZ187476	370485	24561.0	976938.0	2293666.0	1020532.0
SRZ187477	343260	85293.0	452710.0	1027031.0	716093.0
SRZ187478	620151	224608.0	2597217.0	8820388.0	476891.0
SRZ187479	554127	33614.0	610412.0	1432494.0	1183542.0
SRZ187480	422715	45984.0	124367.0	935052.0	672548.0
SRZ187481	502623	42040.0	748606.0	1640842.0	1212021.0
SRZ187482	467688	54967.0	660316.0	1447930.0	1021006.0
SRZ187483	299739	27252.0	651968.0	1739409.0	944881.0
SRZ187484	878196	131572.0	1657774.0	6643202.0	227488.0
SRZ187485	443020	33899.0	1331299.0	4058765.0	277871.0
SRZ187486	320869	21083.0	427617.0	2280077.0	240167.0
SRZ187487	298600	58249.0	382132.0	2510842.0	351313.0
SRZ187488	191718	86681.0	271113.0	1957669.0	151396.0
SRZ187489	545728	16473.0	1223075.0	2344205.0	426031.0
SRZ187490	621562	20149.0	1455332.0	2857778.0	490097.0
SRZ187491	315484	29991.0	576901.0	1212555.0	524246.0
SRZ187492	254670	23741.0	618661.0	1674867.0	776747.0
SRZ187493	286154	28200.0	712986.0	1590751.0	695870.0
SRZ187494	243258	13218.0	616113.0	1451871.0	613251.0
SRZ187495	303742	16963.0	599699.0	1611795.0	762586.0
SRZ187496	438854	30662.0	671213.0	1515179.0	905552.0
SRZ187497	680823	115297.0	739175.0	1968584.0	1150624.0
SRZ187498	499858	17675.0	560669.0	1522760.0	834124.0
SRZ187499	208342	19851.0	277674.0	933942.0	345001.0
SRZ187500	330760	21533.0	294154.0	1647452.0	733592.0
SRZ187501	167076	17833.0	202196.0	583490.0	509507.0
SRZ187502	189202	16191.0	201685.0	502017.0	532756.0
SRZ187503	137776	6650.0	277012.0	581862.0	397797.0
SRZ187504	126702	18094.0	103217.0	411612.0	497434.0
SRZ187505	134337	23700.0	133157.0	573186.0	792653.0
SRZ187506	290270	14067.0	525179.0	1043514.0	469341.0
SRZ187507	134569	14185.0	381370.0	1004242.0	467559.0
SRZ187508	456042	49116.0	965344.0	2975968.0	1305795.0
SRZ187509	259804	37084.0	821621.0	1937406.0	1722580.0
SRZ187510	153638	13792.0	439824.0	1485467.0	2240172.0
SRZ187511	63342	34287.0	386963.0	2522380.0	121471.0
SRZ187512	341098	27246.0	655194.0	1939011.0	832475.0
SRZ187513	592366	69322.0	1688515.0	3586878.0	3300215.0
SRZ187514	140776	3583.0	642517.0	1228711.0	626031.0
SRZ187515	123483	14629.0	576237.0	1360286.0	595905.0
SRZ187516	143032	29594.0	315671.0	755117.0	1014157.0
SRZ187517	360228	20043.0	579476.0	1512843.0	608027.0
SRZ187518	157590	4621.0	246341.0	946455.0	234357.0
SRZ187519	67394	6019.0	151075.0	384017.0	144005.0
SRZ187520	498459	149364.0	776407.0	2264410.0	1577645.0
SRZ187521	121009	53726.0	816878.0	3741527.0	358248.0
