	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus
SRZ187124	8816481	1026948	8759221	8624153	1926113
SRZ187125	2864296	1256252	4892866	5031967	3905323
SRZ187126	1354280	1507062	1854364	2544305	1060045
SRZ187127	1387746	266076	2006150	2376827	641669
SRZ187128	483046	323228	1080122	963753	1465615
SRZ187129	1179821	726191	2431397	2371298	2881110
SRZ187130	4455080	1711712	4957618	5166064	3140670
SRZ187131	2201238	966100	4263534	3564462	2853268
SRZ187132	1102696	808375	1468271	1843060	1120385
SRZ187133	2135721	1046664	2686437	3439928	1400078
SRZ187134	2554019	1066863	4059839	3569875	3384965
SRZ187135	2800111	1751679	5042258	5074579	3043097
SRZ187136	3447124	969659	4796339	5162169	3339055
SRZ187137	941709	498459	1641377	1738631	2738189
SRZ187138	1873171	1170956	3408191	2880406	1762013
SRZ187139	2571066	874034	4309109	4572909	2293231
SRZ187140	6407125	1903395	10900725	13301683	4613427
SRZ187141	810847	553532	1351862	1229698	973788
SRZ187142	3634862	944131	4947607	5647733	2117921
SRZ187143	3345831	848845	4361627	3961877	2014925
SRZ187144	1554833	994445	2460913	2181582	1775815
SRZ187145	4348470	949083	8091903	11760586	1562105
SRZ187146	5696818	1344562	4573877	4827012	1888832
SRZ187147	1979222	1116113	3187598	3106682	1429671
SRZ187148	2626002	628565	3951620	5705367	1033836
SRZ187149	1843628	1197125	2087979	2081874	1765775
SRZ187150	2891582	3745637	3752545	3263616	2184935
SRZ187151	4510950	1511381	6812407	7464131	2489428
SRZ187152	4835007	3014913	8176392	7671697	2834936
SRZ187153	4250437	4344857	5537001	4796572	3649591
SRZ187154	2483478	1115237	3987174	4866932	1388585
SRZ187155	3929671	1144747	6342881	8090119	2258075
SRZ187156	4918469	1764906	6856919	8579490	2718197
SRZ187157	3824218	1104102	6712040	7726360	1878405
SRZ187158	2519121	891762	5060078	4285063	1815643
SRZ187159	1742565	1257769	3847411	3252880	2094392
SRZ187160	1948028	1298987	2213634	2501698	585388
SRZ187161	4275394	1698303	5454709	7478459	1890466
SRZ187162	2340811	1314414	4686528	4415590	1982847
SRZ187163	2163163	1426604	3447575	3449697	988745
SRZ187164	2651042	1012862	5742655	3669833	1630956
SRZ187165	3087139	2076155	6456008	5771458	3176540
SRZ187166	3368603	437849	4253061	7100185	601642
SRZ187167	3957056	1283544	7089081	8100047	8100119
SRZ187168	2554089	1703558	5299127	5014199	2593779
SRZ187169	2923406	483535	4628855	7875472	591113
SRZ187170	4816384	1232051	7261670	5101397	2569517
SRZ187171	2622887	3466744	3252888	3319255	1745396
SRZ187172	4791993	2456239	6621443	7918961	2878783
SRZ187173	4838284	1447265	8209447	10142109	2802091
SRZ187174	4851815	2207074	11487116	6713737	3292975
SRZ187175	2131986	438042	3040837	4676056	546588
SRZ187176	2816331	1031294	4405799	4756953	5935530
SRZ187177	2046909	1321002	4216135	4228972	2235666
SRZ187178	2498634	702485	2888674	3956046	725393
SRZ187179	3261178	1576812	5895334	6731134	4325098
SRZ187180	4815184	2956255	4542048	3663140	1991650
SRZ187181	2804484	760351	4282460	4869839	1507210
SRZ187182	3374305	1108841	4579412	5557955	3272461
SRZ187183	3655278	3210500	4337655	4494699	2282719
SRZ187184	3201304	622526	3973121	7464135	687162
SRZ187185	2920037	1958991	3306097	3405799	2272731
SRZ187186	2804225	1558400	4560457	4117536	2124810
SRZ187187	2874593	908660	4514181	5586474	1421928
SRZ187188	3496126	1592753	4183429	4444943	2860578
SRZ187189	2833438	1582743	3526856	3396007	1937045
SRZ187190	2873339	755977	4239384	5687297	1166484
SRZ187191	2643731	1216209	4805136	6271757	4588635
SRZ187192	1320782	953653	1663102	1552699	1021698
SRZ187193	2549976	458489	4224511	6551474	705597
SRZ187194	2136885	977906	3457832	4277133	1360022
SRZ187195	9274204	4121442	15990357	13517148	5181198
SRZ187196	2388575	443002	4202678	6169152	619278
SRZ187197	2315368	1002070	5008208	6608104	1590570
SRZ187198	4831294	3091419	9582693	9026605	6195564
SRZ187199	3987110	677581	5762679	9304756	966693
SRZ187200	7532813	2361500	13967821	14160620	5557264
SRZ187201	4778971	4306230	6341470	7088844	3155129
SRZ187202	5905438	1781083	8052535	11084408	3190108
SRZ187203	5835278	1769853	7960738	11169278	3177836
SRZ187204	3915965	2692995	4709703	5640249	2223423
SRZ187206	1832650	700592	2323098	2436620	560923
SRZ187207	3495938	1626771	6801537	10471650	2330408
SRZ187208	2779632	1130947	7217911	11740736	2737948
SRZ187209	4101030	1526477	6823251	12064023	3135276
SRZ187210	2953489	1230171	6205728	8536431	2707127
SRZ187211	1809592	988375	4213806	5429230	2028564
SRZ187212	5403163	1257232	3567864	5030124	1220238
SRZ187213	3619837	2416111	4773198	6258117	2161813
SRZ187214	4202961	1952968	4729452	7239985	2169239
SRZ187215	5527453	1598284	7547810	12212568	2887779
SRZ187216	3798621	1395490	5559969	8011992	2295491
SRZ187217	4093007	1553271	5914895	8060927	2704581
SRZ187218	3005459	889392	7277590	10780414	1836842
SRZ187219	3077711	1185304	5759742	9450279	2033576
SRZ187220	1981376	962338	3605176	4362325	1565854
SRZ187221	1610690	953739	3512418	3518855	1499120
SRZ187222	2332579	1234576	4436812	4755608	1908654
SRZ187223	1291263	759584	2123285	2337304	1180345
SRZ187224	2497795	1511343	3683285	4957589	1684567
SRZ187225	2163517	1009312	3754238	4981022	1530814
SRZ187226	2330118	921849	4339893	5957105	1631315
SRZ187227	1747086	1069878	4564764	4426034	1734117
SRZ187228	1968920	1340042	3949214	5029306	1950897
SRZ187229	1814641	898286	3740689	7382443	1566623
SRZ187230	6789456	1448239	7372787	10308913	2230779
SRZ187231	5022634	3274077	4636283	4823395	1977510
SRZ187232	5292081	1755493	7878191	10138421	3765635
SRZ187233	3301107	1410814	4881111	6113676	2105310
SRZ187234	4077628	1550124	7331649	11273523	2229008
SRZ187235	3428424	1515133	6070676	9772130	2063948
SRZ187236	1447923	1579257	1916552	1849201	5713323
SRZ187237	1632213	1194891	3455842	3150390	2908512
SRZ187238	1470749	1365795	4405207	4263387	3460900
SRZ187239	2896443	1284387	4318539	4521728	3554565
SRZ187240	5058009	1616717	7852494	7242082	5778419
SRZ187241	1960037	1435216	3591801	3198313	3579682
SRZ187242	1548647	1230974	3496822	3323652	3020522
SRZ187243	2673680	1268115	6976426	9120883	3784335
SRZ187244	2666622	1068212	3943081	4659606	5728136
SRZ187245	3561633	1804607	5814176	6084757	10749545
SRZ187246	2573501	2008031	4501058	9429393	7153621
SRZ187247	1607615	1439217	3710152	3777940	4617298
SRZ187248	2191367	1837269	3995869	4071020	8562951
SRZ187249	3301831	1650523	5746322	5860061	10754162
SRZ187250	1666023	993563	3045123	3281754	7143300
SRZ187251	6556552	1719747	8779289	9778188	5144507
SRZ187252	1636449	725182	2964180	3081399	1792463
SRZ187253	2075211	1496353	3885575	3233686	3807951
SRZ187254	2209056	1141053	3430119	2632678	2778558
SRZ187255	2395237	1756532	7542098	5518600	3348005
SRZ187256	1966921	1619403	5901562	4542421	2865630
SRZ187257	2325470	1788219	6155508	5108125	3051528
SRZ187258	4484039	1222800	7587563	8925619	3076267
SRZ187259	2563322	828143	5226013	5181880	1918794
SRZ187260	10206543	6566218	9384967	12169446	4306563
SRZ187261	2907981	1361822	5093093	5546676	7877091
SRZ187262	2437123	1765864	6061852	6088896	3996111
SRZ187263	2150238	1830078	6664188	7800317	4311206
SRZ187264	1901063	1552748	5257860	6160445	2993401
SRZ187265	1414948	345111	2008688	1719118	954393
SRZ187266	645677	398225	2152601	1587094	984393
SRZ187267	540181	421350	888255	708675	945586
SRZ187268	1047806	723600	1757084	1540363	2227291
SRZ187269	2782602	1688037	4905694	4963989	4021561
SRZ187270	1814004	1365508	5474460	4295219	3232347
SRZ187271	2017191	1536482	6437894	5257994	4624060
SRZ187272	2080154	1444126	10012112	6018618	3639516
SRZ187273	2183770	874465	4086002	4463315	3676543
SRZ187274	1309322	539199	2193739	1885074	4063032
SRZ187275	1680160	4604454	3604690	3907005	5344451
SRZ187276	3105706	1991886	6806991	6691194	5927925
SRZ187277	3221760	1992427	7302805	10185754	4379055
SRZ187278	2597302	1952257	7857473	8830973	4696052
SRZ187279	1811964	1179147	6005305	6825914	3565606
SRZ187280	1509152	1081717	6059178	6622275	2505353
SRZ187281	1462814	1031780	7348009	6624096	2668048
SRZ187282	2484467	1557619	9658658	12800567	3512160
SRZ187283	6339484	1592781	7280567	7267622	2799223
SRZ187284	4667768	1260734	8606741	8265901	3305542
SRZ187285	3039112	1112978	5833817	5258519	4468745
SRZ187286	1312999	635858	2354836	1788636	1445971
SRZ187287	1624500	942059	2701884	2889420	3639756
SRZ187288	1269075	955359	2836575	2343343	1808894
SRZ187289	2091877	2206497	5094339	4096996	3020275
SRZ187290	929577	875324	2779999	2196686	1207857
SRZ187291	4992730	1032823	9745137	9869091	2764021
SRZ187292	2956642	763015	5023453	6995414	1873257
SRZ187293	2671227	794298	4778349	5997933	4189612
SRZ187294	2862938	1120707	5714744	5763271	5867433
SRZ187295	2562886	1421373	4604774	4167053	5997119
SRZ187296	3655835	2685592	11719900	9375203	6703024
SRZ187297	2442462	2009276	8854165	7441776	4677364
SRZ187298	3418056	2443477	11238554	10605853	5707359
SRZ187299	3033392	1064751	4131899	3365753	3968860
SRZ187300	2307441	1178542	3263910	3206907	5362250
SRZ187301	1569912	1035511	3401940	2653299	6322631
SRZ187302	2949691	1731092	6284068	6723487	3424698
SRZ187303	1282714	999352	4668071	4297605	1925699
SRZ187304	1836474	1398183	6544944	7650085	3046859
SRZ187305	1985278	1380303	8069387	8125281	3211518
SRZ187306	4551623	1113700	9277734	11589211	1990029
SRZ187307	2531966	1197848	4890600	4967825	3831372
SRZ187308	2846819	897693	5134622	4816944	2576057
SRZ187309	1726903	721287	3081466	3344652	3212141
SRZ187310	1714877	802597	3038953	3580506	3248047
SRZ187311	2057354	1354812	5640974	5236076	3434349
SRZ187312	1986213	1515388	5530892	6384990	3173019
SRZ187313	2127889	1605812	6429062	7485159	3237150
SRZ187314	3539829	1670182	4434596	5861796	6675564
SRZ187315	1853651	944961	2384191	2496316	1848159
SRZ187316	899171	617864	2081302	1954640	1441101
SRZ187317	7653085	3702758	10586695	11247096	5338767
SRZ187318	2354620	1226814	4507678	4753417	2513848
SRZ187319	1945301	1488044	4707907	5759816	2374991
SRZ187320	2654980	1742814	8141043	8954721	3758699
SRZ187321	5862863	2561612	6915247	7473802	4701850
SRZ187322	4061057	1203635	6190347	6659273	3806254
SRZ187323	4110442	1140299	4857819	6494295	3465695
SRZ187324	2522636	920615	4874826	4730705	2489520
SRZ187325	1175251	1039257	2058441	1770968	2446633
SRZ187326	1300255	1511871	2508007	2268827	2428151
SRZ187327	1053918	972672	2649520	2563585	2042540
SRZ187328	1384355	1237234	3610274	3257085	2425158
SRZ187329	3531985	1109820	4391758	5465401	4124481
SRZ187330	2843712	1053728	3969076	4684109	2857401
SRZ187331	3604388	1909289	4556457	5119542	3119703
SRZ187332	3035601	1178972	4724521	6381712	4342277
SRZ187333	1704404	1062910	2480512	2678242	1661465
SRZ187334	1609705	1282361	3154881	2762357	2196144
SRZ187335	2043726	1230222	4276759	4439592	2478169
SRZ187336	1661437	1161602	4763843	5254854	2873058
SRZ187337	2860289	835854	3835777	3539960	4431688
SRZ187338	2508302	792752	3682370	3218319	4415069
SRZ187339	2134593	799479	2777436	3082821	5861459
SRZ187340	1536902	1627288	3032761	2175022	1978950
SRZ187341	1340950	1072631	3849991	3672142	2539559
SRZ187342	1595187	1079056	4223739	4486789	2650921
SRZ187343	1756678	1195044	4923848	5417399	2688615
SRZ187344	1047229	826672	3793184	4279863	2086963
SRZ187345	4284765	1268420	7615192	11579524	2138225
SRZ187346	5013319	1580816	9675360	11213933	3009184
SRZ187347	2108695	652483	3393452	4020682	2404535
SRZ187348	2398811	2048163	3793718	4288533	2719470
SRZ187349	1424173	1256728	2942887	2374517	2193475
SRZ187350	5273525	1230307	9442795	12378702	2874824
SRZ187351	2567994	582429	3770663	5420057	1076917
SRZ187352	4224844	1937587	4351825	5215164	1402327
SRZ187353	2330725	1300069	3580364	4246023	6307498
SRZ187354	1965019	1266297	2960545	2852622	2318386
SRZ187355	4641759	1791052	3891969	5697933	1961229
SRZ187356	1783086	1140328	3080581	3932180	1499170
SRZ187357	21604759	8519612	25951247	46640090	13002341
SRZ187358	7303245	3184757	10894062	17204209	4127469
SRZ187359	2442340	1279609	4361037	5360004	1727192
SRZ187360	6161448	2694685	9864089	13442207	4440680
SRZ187361	7889530	1417075	12357971	22230537	2950989
SRZ187362	3894073	1403207	4632508	5584092	4338449
SRZ187363	2457859	1833978	3293414	4088405	2280498
SRZ187364	1408925	2381320	2860225	2772449	1950363
SRZ187365	1205639	937293	2535556	2170543	1568969
SRZ187366	4167613	914964	6347133	11411041	1307611
SRZ187367	1548859	355725	2316848	2897388	634738
SRZ187368	1861143	383137	2238166	3262305	834267
SRZ187369	1127290	696890	1835531	1513082	1189665
SRZ187370	1450307	1217170	2952531	2842886	2235325
SRZ187371	5598601	2112194	8639611	9074583	4633418
SRZ187372	2442467	1198378	4532980	4866085	2448503
SRZ187373	4280525	855281	6509779	7290853	2709795
SRZ187374	2637558	1526935	4347466	4527336	2580980
SRZ187375	3747315	894953	5615017	5821202	3146022
SRZ187376	2585953	1389184	4120981	4471285	4301797
SRZ187377	2411488	1358586	1644294	1516854	1059114
SRZ187378	3875562	890243	5793006	5844644	2670400
SRZ187379	2240063	861952	2897822	2648397	5235079
SRZ187380	3107499	1563987	5711344	6802446	2506605
SRZ187381	5564887	1319954	8406772	7471864	3182076
SRZ187382	3699613	1414819	7091625	5180733	6351997
SRZ187383	2211104	1071827	3471688	4014611	2907662
SRZ187384	3915794	951999	6137864	6880799	2087368
SRZ187385	3313020	673721	4836819	5884288	1208133
SRZ187386	3792261	1237511	5511657	6371833	1978288
SRZ187387	1700595	719499	2696235	2493838	3851931
SRZ187388	1137595	719078	1715835	1656145	2629293
SRZ187389	2414421	608666	4031600	4659540	1384035
SRZ187390	2449043	754304	4012296	4521359	1714771
SRZ187391	1265668	1306964	1765497	1613741	4408858
SRZ187392	3636422	1265533	5398787	5817573	2010192
SRZ187393	5246377	1063231	5474657	5247254	2560090
SRZ187394	821907	924546	1607046	931441	1102936
SRZ187395	1852932	778874	3515864	3063196	3339843
SRZ187396	2192398	1729201	1832172	1743107	5409052
SRZ187397	1937792	1345564	4998466	5954619	2922330
SRZ187398	2140363	531610	3349991	4147994	1999557
SRZ187399	2825071	1160867	3382002	3644236	3397013
SRZ187400	1127167	868151	2176387	2184563	1446371
SRZ187401	1978475	930116	3422461	4980749	1730439
SRZ187402	4880687	2599584	5666151	8519639	2589987
SRZ187403	4223157	1892235	4211956	7569195	5607289
SRZ187404	4494051	2066392	5093397	9227489	5001241
SRZ187405	2241116	1022885	5956300	7196823	2672799
SRZ187406	4899459	821021	4003482	4639260	2670036
SRZ187407	2479798	1432254	1733521	1538773	1390804
SRZ187408	1856226	990361	3292473	3150589	1989160
SRZ187409	2034494	1205156	2923256	3297858	6044086
SRZ187410	1944929	1028211	3970846	5040327	2460466
SRZ187411	2816425	940037	2294851	3070878	2134929
SRZ187412	1808276	814520	3009694	4367144	7117972
SRZ187413	1801006	1810744	1374035	1326496	1592393
SRZ187414	1805304	764427	2669020	3019533	1844900
SRZ187415	1980332	684037	3060841	4375975	2426544
SRZ187416	1046676	476158	2384379	2606072	1702876
SRZ187417	2674060	1267619	2932097	3550968	3030267
SRZ187418	1594394	524110	3897982	4774209	1322469
SRZ187419	963874	408595	2229773	3001478	1953011
SRZ187420	1736944	929441	2078986	2025170	1415726
SRZ187421	2668124	683392	4224535	5514621	2326061
SRZ187422	5988122	1785068	8029989	8631678	7244229
SRZ187423	1854554	687382	4368366	4604014	3480951
SRZ187424	1650951	740224	2149195	2210531	7538638
SRZ187425	1527091	754609	2288423	2140887	4767258
SRZ187426	1496768	1789975	2215090	2002075	1491157
SRZ187427	1543386	1259129	3548013	3854681	2173595
SRZ187428	2166235	1717876	6387101	7419743	3463917
SRZ187429	2835948	1071463	5202882	6203219	6409512
SRZ187430	5564767	1908849	5949826	7364986	4083541
SRZ187431	2751749	1764675	7883935	33772430	4284069
SRZ187432	1410692	1255311	4194280	10321241	2289328
SRZ187433	934464	919480	4152185	27248434	1812512
SRZ187434	2850165	3150490	9301931	25111620	4313005
SRZ187435	5535281	1971366	8448087	8894837	10810561
SRZ187436	2288025	913623	3716959	3570303	4047892
SRZ187437	1939745	785585	3181955	2979990	4617646
SRZ187438	2360872	1085310	3884301	6184741	5608222
SRZ187439	1485928	1103093	2972110	2980201	4331121
SRZ187440	1749282	1762154	2955688	2755259	2480380
SRZ187441	1300972	1202354	4469392	7538869	2729315
SRZ187442	1329249	747004	2855375	2277156	5696389
SRZ187443	3410066	1199275	5550710	5686141	4715559
SRZ187444	2913906	1567913	4702078	4722239	3822853
SRZ187445	2132901	800729	4270823	4299967	2875392
SRZ187446	2847778	866538	4790126	5321851	3473056
SRZ187447	3093413	1213041	5994751	5857881	4285578
SRZ187448	1679104	1320015	3406247	3024715	2959133
SRZ187449	795613	941604	3739362	4468837	1776395
SRZ187450	1800277	1176448	6811635	11016357	2355629
SRZ187451	2616199	827071	4907667	4476556	2875830
SRZ187452	2063104	580351	3162476	2950502	1762009
SRZ187453	5274077	1086667	4211161	3943262	6200574
SRZ187454	3038348	1657896	4528163	4357584	6961350
SRZ187455	2644575	1103624	3737794	3477459	4445923
SRZ187456	2424300	936619	3599230	3606897	5425164
SRZ187457	2277451	958973	3692412	3466816	5865905
SRZ187458	1764983	738299	3075113	2924518	4441979
SRZ187459	3076223	1127311	4973940	4756050	6542022
SRZ187460	2422684	928632	4257247	3723346	5823989
SRZ187461	2415574	1029253	4005500	3783468	6571093
SRZ187462	1423201	515658	1971229	2383747	2929811
SRZ187463	2097286	553808	2485505	2461392	3432217
SRZ187464	1563693	520617	1991206	2396081	3511533
SRZ187465	1351460	487254	1864948	1965903	3476726
SRZ187466	562075	467197	1167813	1400792	4622576
SRZ187467	1649379	808628	2525660	3040605	5384749
SRZ187468	765936	422000	1252455	1784463	2901313
SRZ187469	1811638	593673	2341168	2427001	3345440
SRZ187470	2520595	1164579	3646839	2670316	3459706
SRZ187471	1464941	791966	1904903	2293928	3302852
SRZ187472	2698361	789292	3154600	3044116	4469455
SRZ187473	1753959	555457	2874636	3673482	2863048
SRZ187474	1587805	1348048	3359597	3314535	3692801
SRZ187475	1420493	576470	2823119	3373895	2926007
SRZ187476	2109710	732684	4008358	4605006	3963419
SRZ187477	1693784	1133002	4454877	3517415	4416757
SRZ187478	8530905	6066789	16724798	20467499	8254783
SRZ187479	2336028	913221	4019820	4205701	6080306
SRZ187480	1704974	683529	2144143	2688461	3599516
SRZ187481	3284191	785812	4554933	4720188	4339696
SRZ187482	3034956	1168801	4681582	4658464	4001182
SRZ187483	2629029	843225	4514282	4665345	4141595
SRZ187484	4546010	1205129	6980918	11747473	1885463
SRZ187485	3095789	863525	5511057	7648518	1560497
SRZ187486	1871113	642481	3424674	5057695	1201802
SRZ187487	2308747	1159750	4474527	6455081	1959368
SRZ187488	1999032	841017	2372543	3691996	1131013
SRZ187489	2942873	948267	5312000	5620272	3239097
SRZ187490	3485810	1113747	6107913	6494875	3610552
SRZ187491	1994867	705353	3546509	3495980	3531564
SRZ187492	3010981	874637	5154790	4582038	4538117
SRZ187493	2290831	800367	4016721	4154086	4309646
SRZ187494	1781593	630630	3464626	3733135	3865184
SRZ187495	2245344	810448	4055651	4394947	4839264
SRZ187496	2664862	935539	4192019	4173361	4709467
SRZ187497	4837857	3450812	5415526	5537697	5756749
SRZ187498	2266316	790728	3479184	3924091	4082702
SRZ187499	1239656	676903	2197036	2407365	2603202
SRZ187500	1693166	765150	2642622	3707784	4606872
SRZ187501	1852739	971703	2833661	2581779	2512224
SRZ187502	1764643	523489	2929449	2592404	2592369
SRZ187503	1116742	367696	2077112	2011539	2060216
SRZ187504	1421298	468747	2410488	2060220	2396015
SRZ187505	1163803	594254	1491957	1606558	3763525
SRZ187506	2284605	602724	3909747	4703164	2090254
SRZ187507	1434659	585094	3258507	3321172	2026636
SRZ187508	6258398	1778564	10908547	10257360	5552276
SRZ187509	3934100	1391510	7082865	6712524	5826165
SRZ187510	1945562	892522	3538009	3851921	7200524
SRZ187511	599013	554619	2770514	4420275	1125678
SRZ187512	1735454	1011860	2416346	3890606	3053959
SRZ187513	7913909	2389204	12349681	12002772	13166376
SRZ187514	902662	313598	1938668	2351498	2390453
SRZ187515	852084	357905	1788846	2482804	2401080
SRZ187516	892679	537826	1460346	1776232	4727592
SRZ187517	4590355	1327260	8457327	7093654	3891488
SRZ187518	1794232	523884	2975661	3060684	1397051
SRZ187519	1612206	607024	3402807	2879984	2207444
SRZ187520	3071810	1670480	4745519	5591560	5198067
SRZ187521	1384008	1149309	4982169	7345849	2139369
SRZ187522	2407074	1399418	7133419	13826688	2528388
SRZ187523	3044030	939628	4845296	4465618	3074116
SRZ187524	5530915	1886396	9434192	8669282	6144668
SRZ187525	3507891	1041894	5735859	5334052	3454464
SRZ187526	2957038	851798	5149467	4608719	3008186
SRZ187527	1712933	710655	3863374	3177678	2291159
SRZ187528	2011019	676871	4123916	3405701	2506019
SRZ187529	2613040	1117507	5104758	4425304	2454061
SRZ187530	1746112	534448	3693420	3019429	1856021
SRZ187531	2502955	868980	5160464	4442482	3036060
SRZ187532	7047294	2961204	15416610	14996099	10047322
SRZ187533	2148701	730911	4270790	3739635	2656243
SRZ187534	2415455	740178	4339820	3700608	2632204
SRZ187535	1947718	693548	4035424	3456305	2837281
SRZ187536	1965962	557616	2834572	3018548	1823988
SRZ187537	3155611	1200343	6646784	5931735	5439636
SRZ187538	5360324	2136663	11450322	9654131	8465361
SRZ187539	3998406	1407613	8086474	8333422	6117204
SRZ187540	4266582	1271365	7408989	5858745	5519092
SRZ187541	6273459	1693472	9468505	9069568	5117509
SRZ187542	3800877	1143217	6715886	6162179	3667991
SRZ187543	3318718	915663	5168778	3916989	2642600
SRZ187544	6083384	2518186	7772411	7706530	4556468
SRZ187545	3249798	989709	6248777	5801571	2997477
SRZ187546	1071926	810824	2064083	2021119	2824499
SRZ187547	1643832	1467196	10044222	9016186	2580928
SRZ187548	1315843	851341	4960216	8866336	1769814
SRZ187549	1431212	421075	2543945	2083942	1471634
SRZ187550	1955880	795398	3944869	3328204	4799447
SRZ187551	1136399	745847	2184289	2766517	8156543
SRZ187552	2353533	698285	4359467	3513670	2051479
SRZ187553	2201376	750720	4150153	3662134	3262344
SRZ187554	1946900	557318	3605219	2823563	2305800
SRZ187555	2109516	1069963	4412458	3388548	3354306
SRZ187556	1756473	642528	3339908	2377446	3193312
SRZ187557	1699194	551880	3273501	2803076	1648413
SRZ187558	2796506	934104	5013744	4600681	2849681
SRZ187559	3035617	1062823	5208173	4532691	2849900
SRZ187560	2723582	1035602	5931747	5383098	3635999
SRZ187561	2215693	886984	5370930	4578319	3032356
SRZ187562	2123499	1130570	4167609	3477674	2438919
SRZ187563	2713691	848669	5328100	4353402	2907459
SRZ187564	5560751	1338705	6767528	6021347	5333432
SRZ187565	1641012	608118	3169951	2722491	1994870
SRZ187566	2134998	814564	4068276	3434948	2862650
SRZ187567	2580879	1330065	5396600	3976969	2981968
SRZ187568	2389815	776378	4231593	3717193	2864525
SRZ187569	2713208	1129961	4466552	3798853	3287644
SRZ187570	2382415	736719	4334210	3749326	2940164
SRZ187571	3987517	1275068	8836520	6112301	4528126
SRZ187572	1370223	297030	2527101	2306610	1141416
SRZ187573	1415726	527890	2670347	2344481	2453886
SRZ187574	3845297	1131707	5640751	5364229	4619220
SRZ187575	2546902	801051	4552781	4598953	3112019
SRZ187576	2008054	533038	3325056	3084759	2451946
SRZ187577	3059831	1080181	6059302	5048629	3616976
SRZ187578	2223831	668063	4048045	3484172	2589231
SRZ187579	664638	228233	1386880	1171749	1064619
SRZ187580	663030	345393	1676097	1302986	1390049
SRZ187581	1395960	394920	2473475	2987819	1833953
SRZ187582	2249000	679484	4081788	3519671	2953628
SRZ187583	2271632	1154819	4132419	3893978	3547330
SRZ187584	1894457	406767	2519053	2459518	1546372
SRZ187585	3927003	872657	5559432	4955718	3328873
SRZ187586	1932589	1310260	1934067	1974398	1480028
SRZ187587	2682998	764018	3636830	3757934	2649489
SRZ187588	1471445	398851	2381579	2017475	1044894
SRZ187589	806497	233725	1353040	1516991	1051039
SRZ187590	1858791	644522	3582119	3019191	2331553
SRZ187591	2341920	526164	2658682	2817494	1979244
SRZ187592	2245438	534760	3444635	2516753	1811241
SRZ187593	2422541	619888	3209892	3132285	1899737
SRZ187594	1572424	446192	2797897	2250225	1867708
SRZ187595	1576379	1460111	3050570	2103111	1772871
SRZ187596	1350120	450188	2305736	2036729	1382315
SRZ187597	6167804	1278897	7290868	6648118	3626907
SRZ187598	3561613	1065380	5316939	5325601	3201472
SRZ187599	1783504	575892	3275525	2800106	1915412
SRZ187600	1366881	596189	2805883	3195332	2789913
