	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus
SRZ187618	1689798	298006	2171605	2760700	2057272
SRZ187619	1874306	351516	2551218	3372291	3034576
SRZ187620	1536446	349695	2603162	3525332	3152986
SRZ187621	810349	750676	1347240	2018967	3542163
SRZ187622	692143	420119	1973471	3700373	874739
SRZ187623	625237	349369	2477319	4088728	842021
SRZ187624	2261969	460285	2629835	3296736	3426912
SRZ187625	1289061	212276	2061668	2268102	2093891
SRZ187626	1386773	270261	1856810	2300481	1743267
SRZ187627	3952007	1351398	5333927	6650785	5108607
SRZ187628	1263680	342711	2784982	3162537	2827539
SRZ187629	1695560	317670	2229238	2274049	3190428
SRZ187630	1439627	252453	2270774	2536020	2936660
SRZ187631	1466067	402744	1979376	2111849	2373141
SRZ187632	2689268	856344	2894617	4101913	1832395
SRZ187633	3952333	1036334	2224222	3551874	2304614
SRZ187634	2396803	603478	1122946	1669342	1044930
SRZ187635	1494906	318213	512464	706543	566311
SRZ187636	4213852	688268	1519573	2253291	1193924
SRZ187637	4580441	743215	1777491	2691285	1521912
SRZ187638	6780628	824201	3519693	5074284	1555052
SRZ187639	3390752	1175735	3077849	5810123	1863737
SRZ187640	4889826	576054	2311768	3407794	1188447
SRZ187641	2291076	367615	1412971	3214016	889636
SRZ187642	6352904	807324	4085622	6287479	2225023
SRZ187643	4084208	1183182	5511282	9630718	2937437
SRZ187644	3935550	802684	4044183	5214527	1232017
SRZ187645	1823755	425178	2301013	3084079	703434
SRZ187646	1240317	373311	1888485	2728532	463295
SRZ187647	1176741	375527	1790085	2807308	407612
SRZ187648	20881	19261	26113	32033	25996
SRZ187649	47459	33521	82220	150598	43316
SRZ187650	36816	21376	36852	61905	19918
SRZ187651	34965	17623	33894	55573	17353
SRZ187652	36466	23678	34701	44550	21561
SRZ187653	15322	5609	6023	15173	6581
SRZ187654	46639	37693	70089	96497	33081
SRZ187655	264396	135519	540993	839102	191423
SRZ187656	77598	38206	104146	113176	43102
SRZ187657	4146845	754685	3181790	5478155	1408579
SRZ187658	1972605	666999	2390776	3975893	964431
SRZ187659	12876068	6051117	14530704	25476859	7678886
SRZ187660	17370245	5272209	24541077	51596910	12223304
SRZ187661	5227819	1794078	8665054	14977285	3734275
SRZ187662	1031708	165575	943348	1738015	277108
SRZ187663	1324153	289341	1171623	2117956	424734
SRZ187664	902154	183753	944679	1336325	248807
SRZ187665	756796	225881	857827	1449081	302188
SRZ187666	728811	278398	1593143	2546477	791210
SRZ187667	1622509	567612	2841186	4653835	1528100
SRZ187668	3940623	952232	3304986	4864515	1610351
SRZ187669	4314110	804712	3373226	4665156	1345796
SRZ187670	3941641	710701	3420351	5035045	1341849
SRZ187671	5520239	973585	4448036	6698246	1953544
SRZ187672	5190031	879395	3980348	6218719	1902670
SRZ187673	3493099	870798	3285070	5833508	1906689
SRZ187674	3838907	549074	1924525	2630740	1050976
SRZ187675	3742368	674999	1950723	2555534	1030719
SRZ187676	3902225	632314	2032741	2752492	1158731
SRZ187677	1755275	495815	3629762	6272430	1178091
SRZ187678	1939773	1217349	2454273	3622380	1211649
SRZ187679	1681588	351842	2121992	3636255	889397
SRZ187680	2715042	1323497	5700345	10803872	2024267
SRZ187681	2807899	860954	5679878	11026670	1969169
SRZ187682	1769817	558663	2943725	6385909	1034935
SRZ187683	2142794	1220809	3445663	6298025	1125288
SRZ187684	36991576	14667647	81603947	130275224	30251723
SRZ187685	688683	315167	1280388	2002639	530089
