	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus
SRZ187271	1177160	705949	3770095	3436759	1907957
SRZ187272	1314649	628991	4415433	3908314	2158501
SRZ187273	1608038	501378	2732303	3524060	2508409
SRZ187274	758032	212796	1271003	1239185	2687247
SRZ187275	881409	321395	1920780	2845167	3343690
SRZ187276	1948420	1067197	3936105	4726704	3530189
SRZ187277	2281948	1109255	4394247	8127992	2602802
SRZ187278	1645330	1074426	4920821	6771663	3003071
SRZ187279	1210833	540178	3879099	5172856	2217901
SRZ187280	981823	477744	4016950	5085347	1443032
SRZ187281	861740	465953	4664774	4737454	1485989
SRZ187282	1585158	808388	6665572	10425484	1936335
SRZ187283	3201920	740377	4689777	5624612	1486546
SRZ187284	3358542	606044	5863260	6574126	1866778
SRZ187285	1969216	461648	3547949	3757521	2749794
SRZ187286	658916	243683	895308	1024728	648214
SRZ187287	994804	528458	1373897	1935664	2366440
SRZ187288	808065	434730	1433964	1398665	983667
SRZ187289	1310844	930693	2731706	2598822	1622950
SRZ187290	484550	405875	1274713	1181663	508241
SRZ187291	3721694	579405	5318794	8171209	1555201
SRZ187292	2151411	429241	3322191	5877547	1027459
SRZ187293	1467471	269754	2363184	3418850	2740066
SRZ187294	1724996	502401	3458441	4323950	4087710
SRZ187295	1548617	723204	2451405	2726214	3692156
SRZ187296	2393275	1484040	8368164	7071369	4075861
SRZ187297	1517140	1082675	4842406	5438770	2818009
SRZ187298	2031119	1274392	6215773	7841511	3307914
SRZ187299	1944579	452233	2285578	2277147	2217543
SRZ187300	1360057	553641	1634722	2092369	3111788
SRZ187301	840939	466191	1853037	1583816	3960875
SRZ187302	1658842	967609	3930834	5045824	1998582
SRZ187303	824672	574197	2595492	3306977	1100446
SRZ187304	1191320	791628	4539046	6234179	1826219
SRZ187305	1276786	757757	5945846	6607749	1940864
SRZ187306	3448505	695353	5806513	10131390	1205731
SRZ187307	1636477	522189	2973492	3737125	2583619
SRZ187308	1963719	446377	3184181	3594538	1611780
SRZ187309	895462	324656	1789660	2492263	2213057
SRZ187310	1164138	362047	1762349	2673254	2101144
SRZ187311	1411860	762644	2940750	3887140	2172468
SRZ187312	1237545	824169	3601976	4979826	1950018
SRZ187313	1324195	779426	3946455	5704469	1880334
SRZ187314	2415210	858400	2881706	4658751	3981615
SRZ187315	1145959	396084	1131639	1514360	878688
SRZ187316	612941	302382	1268469	1352585	842849
SRZ187317	5345674	2001582	6632931	8565549	3082947
SRZ187318	1527380	658492	2859207	3511750	1502802
SRZ187319	1222466	750161	3114172	4587173	1416133
SRZ187320	1552355	849513	5106450	6807755	2062057
SRZ187321	4318933	993046	4505895	5735906	2849435
SRZ187322	3117100	679940	4604045	5533731	2500720
SRZ187323	2573340	617551	3269368	5384576	2192008
SRZ187324	1849113	440907	3326885	3730054	1411357
SRZ187325	673556	465956	901465	958000	1088333
SRZ187326	875674	543580	1356693	1503508	1302248
SRZ187327	661769	537604	1541481	1808233	1197946
SRZ187328	869310	687398	2119194	2265142	1484955
SRZ187329	2229204	620533	2976691	4456321	1959467
SRZ187330	1898139	564875	2632261	3750321	1765265
SRZ187331	2237480	647197	2990703	4046434	1936460
SRZ187332	2128414	687081	3166733	5240255	2881249
SRZ187333	984701	580835	1266075	1416311	819303
SRZ187334	1115902	722173	1852753	1874265	1193452
SRZ187335	1445916	686609	2658499	3286188	1454969
SRZ187336	1074237	597419	3017606	3950304	1750509
SRZ187337	1987333	379250	2177598	2530346	2885197
SRZ187338	1703844	358853	2118419	2263995	2845168
SRZ187339	1470602	331933	1548554	2265667	4081230
SRZ187340	847687	897422	2209978	1116012	1101996
SRZ187341	767986	499104	2380723	2570891	1494612
SRZ187342	826685	516146	2652455	3269257	1525760
SRZ187343	1070681	572997	3114981	4098694	1560285
SRZ187344	665800	391518	2465200	3263097	1264922
SRZ187345	3409850	734203	5912771	10400755	1182266
SRZ187346	3482393	809607	6480237	9023809	1501443
SRZ187347	1433606	303499	2236096	3197838	1580307
SRZ187348	1437263	1360607	2040748	3084146	1459563
SRZ187349	805671	598593	1548636	1457687	1200571
SRZ187350	4216826	775375	7442142	11049783	1723974
SRZ187351	1880417	261624	2575114	4576338	507451
SRZ187352	2549296	757800	2718081	4070524	606764
SRZ187353	1311955	539545	2216682	3305146	4698328
SRZ187354	1131974	556135	1421860	1623277	1192245
SRZ187355	3192389	951659	2902928	4973713	1325317
SRZ187356	1058512	591676	1946799	3221883	912834
SRZ187357	14478783	5332249	17503836	39641382	8233440
SRZ187358	5221996	1960356	7769469	14677352	2432502
SRZ187359	1627822	836153	2668076	4303196	958333
SRZ187360	4266769	1638176	6858644	11164892	2467153
SRZ187361	6196698	881295	9722957	20381285	1646445
SRZ187362	2566835	632327	3098753	4541405	3331036
SRZ187363	1356495	672031	1821816	3070293	1314657
SRZ187364	847961	1820620	1626405	1904551	1048405
SRZ187365	739981	500763	1431774	1398404	816211
SRZ187366	3119582	525586	4692933	10227854	609397
SRZ187367	1036570	158424	1495180	2339786	264637
SRZ187368	1434631	182346	1552145	2761098	463713
SRZ187369	683804	261242	923921	936768	572012
SRZ187370	906198	625039	1688586	1959119	1311917
SRZ187371	3682064	1061638	5097305	7321182	3035276
SRZ187372	1659461	652295	2868953	3751834	1537991
SRZ187373	3129958	424494	4469593	5964646	1502542
SRZ187374	1854775	834919	2424372	3239435	1463920
SRZ187375	2602349	445739	3602508	4533244	2039309
SRZ187376	1797997	970872	2844632	3605645	3014397
SRZ187377	1680762	589951	643441	891328	525875
SRZ187378	2682882	446857	3591981	4528941	1565643
SRZ187379	1335818	404739	1417701	1698615	3587010
SRZ187380	2145158	958714	3542045	5407051	1480384
SRZ187381	3833991	621712	4936650	5537310	1564126
SRZ187382	2203434	722998	3140503	3521061	4285034
SRZ187383	1306715	463131	1832295	2664811	1722542
SRZ187384	2803875	474645	4001248	5611458	1166517
SRZ187385	2391728	363067	3262118	4967800	609404
SRZ187386	2591891	785421	3492188	5221701	1212983
SRZ187387	1116929	317087	1477573	1721384	3122270
SRZ187388	591394	242677	767637	1048775	1826727
SRZ187389	1792700	321701	2773235	3892323	745752
SRZ187390	1730077	410738	2531106	3593171	960726
SRZ187391	604866	474752	810502	986709	3246802
SRZ187392	2580694	820240	3332112	4561118	922447
SRZ187393	2352062	428640	3274884	3947335	1388053
SRZ187394	459952	431090	480727	439219	356893
SRZ187395	1316377	327236	2104392	2109408	1797507
SRZ187396	1321146	834183	1023834	1137281	3801294
SRZ187397	1242159	797523	3425097	4798651	1821169
SRZ187398	1556052	259637	2272351	3460783	1133721
SRZ187399	2075266	582116	2213627	2800663	2354130
SRZ187400	607830	426145	1231951	1495240	784981
SRZ187401	1269144	478143	2295475	4191311	1072897
SRZ187402	2525520	930525	3590127	7174530	1435544
SRZ187403	3049940	1300160	2719780	6021712	4411764
SRZ187404	3065450	1394240	3645531	8163844	3955730
SRZ187405	1505768	588379	3876060	6182796	1752390
SRZ187406	3417226	414839	2586296	3661309	1655584
SRZ187407	1134074	633828	744887	907785	706881
SRZ187408	1309114	517535	1982127	2233870	1153872
SRZ187409	1186628	640166	1900240	2616773	4994747
SRZ187410	1152012	548166	2451917	3841034	1472750
SRZ187411	1769242	490342	1408872	2405484	1318025
SRZ187412	1111089	421131	1931808	3583579	5862665
SRZ187413	1013278	910108	663471	846219	997625
SRZ187414	1186604	389693	1602401	2237608	998472
SRZ187415	1273079	295857	1968129	3622217	1428976
SRZ187416	658980	172851	1521625	1986587	919135
SRZ187417	1566624	630333	1426204	2381549	1679834
SRZ187418	1047398	224312	2655434	3844464	648563
SRZ187419	646533	199504	1554147	2492318	904398
SRZ187420	1179905	472268	1046899	1314458	759170
SRZ187421	1916125	349941	3045026	4727336	1566912
SRZ187422	3132146	935067	5065874	6671564	4767817
SRZ187423	1197264	274636	2703772	3484598	1997025
SRZ187424	1270172	402041	1395401	1630133	5791142
SRZ187425	805576	362459	1356413	1453620	3440966
SRZ187426	909593	884976	1289700	1337005	780436
SRZ187427	1007080	721103	2186810	2848813	1225806
SRZ187428	1332026	867393	4067536	5680581	1895754
SRZ187429	2117857	555572	3523009	5028636	4234907
SRZ187430	4373618	1225061	3968638	5958393	2612210
SRZ187431	1957029	1105910	5775293	32012090	2857540
SRZ187432	862912	820567	2781938	9261539	1428388
SRZ187433	573798	554499	2928404	26267003	1017042
SRZ187434	1972794	2345561	6690781	23082145	2674508
SRZ187435	4175435	1097261	5640999	7081698	7815480
SRZ187436	1688743	388260	2411490	2681659	2669434
SRZ187437	1249956	345952	1687030	1979279	3212322
SRZ187438	1489664	569278	2401200	4985263	4147662
SRZ187439	884551	541342	1704473	2061839	2988406
SRZ187440	1082796	935189	1726682	1853074	1505770
SRZ187441	792262	662480	2842322	6287627	1673135
SRZ187442	805219	329588	1770755	1587652	3963133
SRZ187443	2319326	578732	3459139	4323034	3064048
SRZ187444	2030470	450093	2890438	3531678	2395897
SRZ187445	1476315	345999	2694974	3198555	1760448
SRZ187446	1968405	357197	2962440	4114277	2056624
SRZ187447	2092800	569053	3712304	4441767	2694711
SRZ187448	1102476	626462	1897927	1923169	1822311
SRZ187449	457098	516977	2419427	3453692	980325
SRZ187450	1314496	773541	5069386	9677250	1296354
SRZ187451	1740008	308154	2888443	3106620	1582237
SRZ187452	1386388	196547	1845838	2041040	927140
SRZ187453	3634880	501676	2585135	2892595	4075877
SRZ187454	2071303	1101580	2788481	3198142	4579083
SRZ187455	1792593	514617	2371223	2567153	2860911
SRZ187456	1559903	443651	2232466	2708981	3557605
SRZ187457	1483155	442971	2252062	2514036	3740112
SRZ187458	1175048	329422	1845597	2080042	2735572
SRZ187459	2011827	517620	2957956	3517264	4233709
SRZ187460	1602811	417625	2607615	2555075	3572516
SRZ187461	1528368	469384	2400075	2662116	4189962
SRZ187462	1025365	251745	1302537	1894162	1884015
SRZ187463	1069422	241677	1582228	1869145	2138505
SRZ187464	930764	248598	1268522	1893115	2212566
SRZ187465	832136	225365	1175379	1468495	2131611
SRZ187466	293156	174032	532938	990198	2899500
SRZ187467	1070284	368880	1459612	2293003	3446751
SRZ187468	432062	180791	724283	1387436	1763847
SRZ187469	1167953	273620	1526574	1861861	2218092
SRZ187470	1472609	519885	1519130	2029729	2128238
SRZ187471	909624	326708	1152280	1755666	2166058
SRZ187472	1734222	356337	1988424	2217948	2983877
SRZ187473	1019223	262396	2013242	3064435	1945680
SRZ187474	1051127	945144	2312265	2542925	2479263
SRZ187475	927252	245745	1869944	2690458	2012421
SRZ187476	1454267	351334	2397089	3785570	2791138
SRZ187477	1133176	551662	3009068	2526529	2830942
SRZ187478	5558170	3357163	11371973	16832214	4143017
SRZ187479	1629622	459296	2603582	3200650	3959718
SRZ187480	1227315	306237	1049839	1946323	2276945
SRZ187481	2332516	393516	3000467	3738509	3023569
SRZ187482	2123192	550152	2994092	3556041	2687212
SRZ187483	1810623	413690	3038639	3706162	2834837
SRZ187484	3307310	679314	5047109	10257870	1049683
SRZ187485	2139658	452177	3923092	6499423	901344
SRZ187486	1205462	310353	2120304	4129806	657472
SRZ187487	1487342	601723	2533961	5044796	1066012
SRZ187488	1532434	466259	1317720	2936391	586901
SRZ187489	2050005	458548	3831778	4617389	1888313
SRZ187490	2441805	540438	4448915	5365653	2124040
SRZ187491	1434456	328318	2316065	2696767	2146978
SRZ187492	1589396	419807	2825777	3592496	2877780
SRZ187493	1621848	398330	2635917	3261854	2758799
SRZ187494	1241324	293726	2272691	2914704	2437935
SRZ187495	1587012	404473	2593765	3418120	3026498
SRZ187496	1828775	460374	2752171	3224091	3108689
SRZ187497	3011190	1960726	3239104	4193783	3757990
SRZ187498	1562529	374216	2293530	3117107	2722510
SRZ187499	744141	259794	1180849	1745046	1571257
SRZ187500	1030181	329115	1398743	2826563	3129889
SRZ187501	1167191	400495	1675131	1833966	1534475
SRZ187502	1211504	228057	1773423	1812711	1615483
SRZ187503	755535	158292	1291303	1469350	1272665
SRZ187504	994824	217581	1492934	1452002	1487396
SRZ187505	630409	225895	799830	1143852	2645039
SRZ187506	1653773	277475	2545018	2731891	1194591
SRZ187507	975112	234640	2040160	2501367	1230469
SRZ187508	4023043	887453	6507384	7672789	3517747
SRZ187509	2744654	718334	4556000	5134885	3996993
SRZ187510	1163224	384877	2191574	2943639	5340702
SRZ187511	335790	292834	1766164	3712642	586481
SRZ187512	1170172	437383	1599559	2955091	2157254
SRZ187513	4258768	1183009	7959280	9126604	9048663
SRZ187514	632422	131646	1376994	1930666	1683326
SRZ187515	533010	152858	1166414	2044428	1677890
SRZ187516	550840	266265	856469	1317558	3373489
SRZ187517	3050102	567206	5075614	4996348	2261812
SRZ187518	1162727	213571	1900194	2371184	833284
SRZ187519	997381	202581	1820899	1833299	772892
SRZ187520	1899458	1000755	3010154	4259745	3685013
SRZ187521	836748	623137	3273977	6059878	1216425
SRZ187522	1738827	943907	5392749	12050504	1512373
SRZ187523	1917762	385865	2777711	3154310	1831063
SRZ187524	3277826	823239	4809762	5855970	3558706
SRZ187525	2387915	481126	3441201	3910144	2118014
SRZ187526	1884180	343144	3007445	3300143	1808521
SRZ187527	1020593	244075	2085310	1968474	1251857
SRZ187528	1282712	232068	2398728	2260013	1332500
SRZ187529	1697301	271615	2931546	3141424	1316478
SRZ187530	1137678	172541	2193929	2049368	956244
SRZ187531	1581972	340679	2890756	3016133	1616663
SRZ187532	4210301	1413572	9042666	10900889	5817479
SRZ187533	1342647	284364	2495397	2590170	1505951
SRZ187534	1382093	243776	2498428	2474978	1399452
SRZ187535	1225608	220699	2324662	2329929	1551698
SRZ187536	1314204	227536	1851147	2329942	1108228
SRZ187537	1977338	472970	3795585	4085548	3062468
SRZ187538	3107786	794733	6005351	6230220	4708748
SRZ187539	2414750	541673	4214812	4614216	3348141
SRZ187540	2682895	446733	4425410	3999500	3203707
SRZ187541	3620545	691458	5182207	6452226	2837030
SRZ187542	2335252	479219	3786036	4407256	2099713
SRZ187543	2004191	232864	2636304	2178116	1049871
SRZ187544	3832224	1483125	3923344	5203686	2437468
SRZ187545	2100952	422811	3813336	4306102	1709465
SRZ187546	705495	493746	993921	1430490	2036675
SRZ187547	891680	750360	7542281	7046659	1208958
SRZ187548	891474	546469	3535618	7761335	1021928
SRZ187549	994605	145536	1562060	1447980	813557
SRZ187550	1332587	326838	2465070	2331143	3121725
SRZ187551	614405	307546	1252096	1209134	5597485
SRZ187552	1487557	243608	2633378	2389499	1076543
SRZ187553	1441492	246028	2404251	2444020	1867209
SRZ187554	1333401	171328	2178313	1844991	1224478
SRZ187555	1325577	225889	2402236	2112454	2132301
SRZ187556	1125205	223057	2022162	1526160	1858068
SRZ187557	1155309	209042	2022440	1961801	892093
SRZ187558	1878822	389226	3168158	3377234	1676222
SRZ187559	2012176	400359	3084680	3114242	1544548
SRZ187560	1738874	402653	3487433	3716851	2129553
SRZ187561	1447583	307926	3187927	3173280	1716317
SRZ187562	1328738	350082	2400204	2346691	1358933
SRZ187563	1770770	299326	3023048	2900361	1580155
SRZ187564	4178076	592769	4047154	4258867	3387396
SRZ187565	1061174	215065	1846500	1846552	1090058
SRZ187566	1393937	332744	2431448	2392736	1717834
SRZ187567	1650379	341281	3532800	2748638	1714905
SRZ187568	1606418	317965	2487168	2604925	1638708
SRZ187569	1785448	451437	2590246	2585556	1882857
SRZ187570	1540529	293154	2530042	2632981	1725516
SRZ187571	2528866	519307	4316208	4281883	2765131
SRZ187572	930581	85289	1527840	1160188	488097
SRZ187573	923317	218248	1667027	1665245	1577589
SRZ187574	2404428	429112	3266885	3903499	2665561
SRZ187575	1684383	309027	2668837	3428087	1911025
SRZ187576	1386205	206562	2058277	2275392	1468641
SRZ187577	1951442	427329	3366772	3551927	2168053
SRZ187578	1508996	256961	2366048	2432091	1545097
SRZ187579	478386	90249	977524	856818	681745
SRZ187580	429839	115602	1035146	858001	817981
SRZ187581	975590	157823	1581177	1695717	1160132
SRZ187582	1442430	290329	2514859	2583622	1945483
SRZ187583	1546251	717584	2606691	2927199	2342454
SRZ187584	1355119	154393	1608035	1847888	883373
SRZ187585	2596337	356107	3097098	3603552	1956940
SRZ187586	1226579	599259	1282768	1521040	897287
SRZ187587	1618343	306055	2273072	2821117	1666959
SRZ187588	1026090	147008	1550150	1518849	573417
SRZ187589	580942	100315	922534	1221495	718263
SRZ187590	1172879	255422	2104868	2060124	1393605
SRZ187591	1616438	236420	1588850	2111751	1305705
SRZ187592	1408275	150884	1963347	1598582	985535
SRZ187593	1706727	273339	1968554	2341851	1151599
SRZ187594	966939	159698	1685072	1552061	1127084
SRZ187595	769730	162309	1585346	1281365	854369
SRZ187596	928298	166436	1460409	1442505	798307
SRZ187597	3296582	529888	4092054	4596745	1983634
SRZ187598	2393281	489107	3128483	3918962	1795488
SRZ187599	1174305	207924	1965589	1930683	1080995
SRZ187600	924845	285485	1883579	2526523	1892634
SRZ187601	2156651	799718	3538669	4218547	4612426
SRZ187602	2143437	588617	3284805	4742218	4053074
SRZ187603	917713	368455	2034639	2430457	1976922
SRZ187604	1260354	460278	1891406	3069780	6606134
SRZ187605	1859273	569291	2122380	2741351	3241988
SRZ187606	2172477	543053	2438076	2939895	3504116
SRZ187607	1033212	272995	2425096	1961361	2101257
SRZ187608	846027	189670	1359285	1913244	1529074
SRZ187609	711141	201474	767496	1312855	1793895
SRZ187610	467047	400153	2170244	3524150	787329
SRZ187611	1684091	312794	2756173	2578812	2639922
SRZ187612	1908577	817571	2082913	2394096	2395179
SRZ187613	2396015	475941	3045508	3565273	3756114
SRZ187614	1753367	240593	2221415	2566801	2203345
SRZ187615	1216037	564062	2361296	2956001	2588694
SRZ187616	1789730	461780	2630516	3356145	4050855
SRZ187617	6275140	585915	3758098	4311102	4783601
